字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,套票,0.634,我当时买的是套票,0.988354,0.0116464,0.974119,2
性价比,玩,0.633,明孝陵那边玩了我挤得进去,0.991027,0.008973,0.98006,2
性价比,玩,0.633,只玩了两个像灵泉谷跟音乐台就没去,0.00875176,0.991248,0.980552,0
性价比,玩,0.633,40一直玩到下午四点,0.985113,0.0148874,0.966917,2
性价比,玩,0.633,以后出去玩一定要避开长假,0.857152,0.142848,0.68256,2
性价比,玩,0.633,长假出去玩的都不是在玩就在人挤人,0.255545,0.744455,0.432122,0
性价比,玩,0.633,明孝陵那边玩了我挤得进去,0.991027,0.008973,0.98006,2
性价比,玩,0.633,只玩了两个像灵泉谷跟音乐台就没去,0.00875176,0.991248,0.980552,0
性价比,玩,0.633,40一直玩到下午四点,0.985113,0.0148874,0.966917,2
性价比,玩,0.633,以后出去玩一定要避开长假,0.857152,0.142848,0.68256,2
性价比,玩,0.633,长假出去玩的都不是在玩就在人挤人,0.255545,0.744455,0.432122,0
性价比,玩,0.633,明孝陵那边玩了我挤得进去,0.991027,0.008973,0.98006,2
性价比,玩,0.633,只玩了两个像灵泉谷跟音乐台就没去,0.00875177,0.991248,0.980552,0
性价比,玩,0.633,40一直玩到下午四点,0.985113,0.0148874,0.966917,2
性价比,玩,0.633,以后出去玩一定要避开长假,0.857152,0.142848,0.68256,2
性价比,玩,0.633,长假出去玩的都不是在玩就在人挤人,0.255545,0.744455,0.432122,0
性价比,接驳,0.622,到了中山陵停车场还要排队买接驳车的票,0.635029,0.364971,0.188952,2
性价比,接驳,0.622,然后去明孝陵又是排队等接驳车,0.958574,0.0414255,0.907943,2
性价比,接驳,0.622,到了中山陵停车场还要排队买接驳车的票,0.635029,0.364971,0.188952,2
性价比,接驳,0.622,然后去明孝陵又是排队等接驳车,0.958574,0.0414255,0.907943,2
文化和历史价值,历史,0.647,南京是有着深厚历史底蕴的城市,0.998962,0.00103784,0.997694,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,价格比,0.731,价格比售票处便宜好多,0.972021,0.0279795,0.937823,2
性价比,便宜,0.689,价格比售票处便宜好多,0.972021,0.0279795,0.937823,2
性价比,套票,0.634,套票太合适了,0.999681,0.000318996,0.999291,2
文化和历史价值,文创,0.557,南京文创做的真的好,0.998893,0.00110688,0.99754,2
文化和历史价值,文创,0.557,在美龄宫文创那里买明信片可以免费盖章,0.990431,0.00956928,0.978735,2
文化和历史价值,文创,0.557,南京文创做的真的好,0.998893,0.00110688,0.99754,2
文化和历史价值,文创,0.557,在美龄宫文创那里买明信片可以免费盖章,0.990431,0.00956928,0.978735,2
性价比,免费,0.624,在美龄宫文创那里买明信片可以免费盖章,0.990431,0.00956928,0.978735,2
性价比,游玩,0.614,亲子出游必选的游玩地点,0.999392,0.000608019,0.998649,2
环境和景观,环境,0.621,环境风景都挺好的,0.997636,0.00236362,0.994747,2
环境和景观,环境,0.621,这里环境幽美,0.992561,0.00743908,0.983469,2
性价比,堪称,0.659,堪称一步一景,0.968329,0.0316705,0.929621,2
性价比,感受,0.66,感受这里幽美的环境,0.997546,0.00245348,0.994548,2
环境和景观,环境,0.621,感受这里幽美的环境,0.997546,0.00245348,0.994548,2
性价比,便宜,0.689,不便宜,0.048511,0.951489,0.892198,0
性价比,感受到,0.6,可以直观感受到那时的生活环境,0.999052,0.000947994,0.997893,2
环境和景观,环境,0.621,可以直观感受到那时的生活环境,0.999052,0.000947994,0.997893,2
性价比,游玩,0.614,这个景区游玩后门口有回夫子庙附近的公交车,0.935431,0.0645691,0.856513,2
性价比,免费,0.624,钟山风景区是免费进入的,0.988403,0.0115967,0.97423,2
环境和景观,地标,0.618,钟山风景区号称南京地标式景点,0.875948,0.124052,0.724328,2
性价比,长度,0.676,大多时间是在用脚步丈量长度,0.944714,0.0552857,0.877143,2
性价比,用心,0.639,用心感受钟山的厚度,0.990071,0.0099289,0.977936,2
性价比,感受,0.66,用心感受钟山的厚度,0.990071,0.0099289,0.977936,2
性价比,成就,0.684,中山陵可以说是代表民国时期建筑最好成就了,0.999664,0.00033618,0.999253,2
性价比,像是,0.611,而我看着更像是钟表上的钟摆,0.978501,0.0214988,0.952225,2
性价比,免费,0.624,中山陵是免费的参观需要提前预约,0.9999,0.000100465,0.999777,2
性价比,玩得,0.658,小朋友玩得开心,0.999593,0.000407326,0.999095,2
性价比,便宜,0.689,首先是比现场买便宜,0.969881,0.030119,0.933069,2
文化和历史价值,公园,0.555,从下马坊公园一直往明孝陵走,0.997699,0.00230059,0.994888,2
性价比,实惠,0.954,经济实惠还方便,0.994337,0.00566321,0.987415,2
性价比,免费,0.624,中山陵门票免费了比较划算,0.994295,0.00570522,0.987322,2
性价比,评价,0.682,一个景区好不好是个综合评价,0.215705,0.784295,0.520655,0
性价比,评价,0.682,服务好不好都是决定景区综合评价的重要因素,0.644579,0.355421,0.210176,2
设施和服务,设施,0.621,设施完不完善,0.0162915,0.983709,0.963797,0
设施和服务,服务,0.622,服务好不好都是决定景区综合评价的重要因素,0.644579,0.355421,0.210176,2
设施和服务,服务,0.622,观光车买票的服务态度跟变戏法一样,0.208735,0.791265,0.536143,0
性价比,评价,0.682,一个景区好不好是个综合评价,0.215705,0.784295,0.520655,0
性价比,评价,0.682,服务好不好都是决定景区综合评价的重要因素,0.644579,0.355421,0.210176,2
环境和景观,因素,0.62,服务好不好都是决定景区综合评价的重要因素,0.644579,0.355421,0.210176,2
设施和服务,服务态度,0.621,观光车买票的服务态度跟变戏法一样,0.208735,0.791265,0.536143,0
性价比,服务态度,0.573,观光车买票的服务态度跟变戏法一样,0.208735,0.791265,0.536143,0
性价比,掉价,0.648,实在是给景区掉价,0.00320578,0.996794,0.992876,0
性价比,玩,0.633,整个景区玩下来,0.958238,0.0417617,0.907196,2
性价比,性价比,1.0,性价比不高,0.00108894,0.998911,0.99758,0
性价比,名气,0.604,"就是名气大

音乐台可不去",0.417155,0.582845,0.0729892,0
环境和景观,文化底蕴,0.619,还是一座具有深厚的文化底蕴之山,0.980345,0.0196555,0.956321,2
文化和历史价值,公园,0.555,山顶有首陀岭公园,0.980404,0.0195965,0.956452,2
性价比,免费,0.624,因为免费开放,0.995924,0.00407617,0.990942,2
性价比,套票,0.634,携程买的套票,0.995619,0.0043813,0.990264,2
性价比,玩,0.633,一天把所有的景点都玩了一遍,0.992774,0.00722643,0.983941,2
性价比,玩,0.633,值得来玩,0.999742,0.000258349,0.999426,2
性价比,免费,0.624,中山陵是免费游玩的,0.999412,0.000588007,0.998693,2
性价比,游玩,0.614,中山陵是免费游玩的,0.999412,0.000588007,0.998693,2
文化和历史价值,历史,0.647,里面的明代各个皇帝的介绍可以帮助了解历史,0.999123,0.000876913,0.998051,2
性价比,套票,0.634,这个套票的价格太值了,0.932164,0.0678364,0.849253,2
性价比,价格,0.724,这个套票的价格太值了,0.932164,0.0678363,0.849253,2
性价比,玩,0.633,几十块钱玩一天,0.195611,0.804389,0.565309,0
性价比,玩,0.633,还没有玩完,0.198749,0.801251,0.558334,0
性价比,玩完,0.591,还没有玩完,0.19875,0.801251,0.558334,0
环境和景观,人文,0.611,有人文有自然,0.985623,0.0143766,0.968052,2
性价比,实惠,0.954,建议坐旅游专线公交实惠点2元,0.728557,0.271443,0.396793,2
性价比,玩,0.633,玩了2,0.977024,0.0229757,0.948943,2
性价比,玩,0.633,建议五月之前来玩,0.989564,0.0104358,0.976809,2
文化和历史价值,历史,0.647,因为了解明朝历史,0.99698,0.00301994,0.993289,2
性价比,速度,0.705,速度也快,0.999794,0.000205547,0.999543,2
性价比,玩,0.633,玩了2,0.977024,0.0229757,0.948943,2
性价比,玩,0.633,建议五月之前来玩,0.989564,0.0104358,0.976809,2
性价比,玩,0.633,我和同学两个人用了一个上午去玩,0.988784,0.011216,0.975075,2
文化和历史价值,公园,0.555,从樱驼村和白马公园上山均可,0.984649,0.0153505,0.965888,2
性价比,游玩,0.614,需要挺多时间来游玩,0.979697,0.0203035,0.954881,2
性价比,游玩,0.614,"
游玩前最好准备园内地图或者自己提前规划好路线",0.974327,0.0256726,0.94295,2
性价比,游玩,0.614,需要挺多时间来游玩,0.979697,0.0203035,0.954881,2
性价比,游玩,0.614,"
游玩前最好准备园内地图或者自己提前规划好路线",0.974327,0.0256726,0.94295,2
性价比,套票,0.634,套票所含4个景点,0.980572,0.0194277,0.956827,2
性价比,实惠,0.954,景点联票非常实惠,0.998882,0.00111822,0.997515,2
性价比,原价,0.702,四个景点原价145元,0.71727,0.28273,0.371711,2
性价比,套票,0.634,在景点买套票100元,0.925138,0.074862,0.83364,2
性价比,游玩,0.614,值得游玩,0.999276,0.000723712,0.998392,2
性价比,这玩会,0.582,如果秋天到这玩会更漂亮,0.859576,0.140424,0.687946,2
性价比,套票,0.634,虽然购买套票看上去比较划算,0.974474,0.0255261,0.943275,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,价格,0.724,价格不贵,0.969469,0.0305312,0.932153,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,玩儿,0.627,真的可以玩儿一天,0.993707,0.00629315,0.986015,2
设施和服务,设施,0.621,景区配套设施齐全,0.997942,0.00205814,0.995426,2
环境和景观,环境,0.621,每个单独的景区环境都很优美,0.999242,0.000757989,0.998315,2
文化和历史价值,历史,0.647,建筑的历史也很悠久,0.99404,0.00596006,0.986755,2
性价比,要价,0.686,要价合理,0.8451,0.1549,0.655777,2
性价比,玩,0.633,周六逛中山陵～整个景区风景独特～气势磅礴～对明孝陵记忆深刻～携程买票很方便～进入景点只需购买人身份证进入～赞～当天人不多～玩的也舒服～价格实惠～不错的选择,0.999983,1.74067e-05,0.999961,2
性价比,价格,0.724,周六逛中山陵～整个景区风景独特～气势磅礴～对明孝陵记忆深刻～携程买票很方便～进入景点只需购买人身份证进入～赞～当天人不多～玩的也舒服～价格实惠～不错的选择,0.999983,1.74067e-05,0.999961,2
性价比,实惠,0.954,周六逛中山陵～整个景区风景独特～气势磅礴～对明孝陵记忆深刻～携程买票很方便～进入景点只需购买人身份证进入～赞～当天人不多～玩的也舒服～价格实惠～不错的选择,0.999983,1.74067e-05,0.999961,2
环境和景观,人文,0.611,风景人文都非常棒,0.999946,5.3952e-05,0.99988,2
性价比,玩玩,0.634,没事走走玩玩空气也好,0.998583,0.00141696,0.996851,2
文化和历史价值,历史,0.647,每个景点都有不同的历史知识,0.999238,0.000762474,0.998306,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,玩完,0.591,一套连票玩完整个紫荆山,0.937448,0.062552,0.860996,2
性价比,价格,0.724,价格也合理,0.999839,0.000160956,0.999642,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,人文,0.611,风景人文结合,0.99802,0.00198018,0.9956,2
环境和景观,古迹,0.61,探访古迹,0.990001,0.0099991,0.97778,2
环境和景观,环境,0.621,环境非常好,0.999791,0.000209196,0.999535,2
性价比,玩,0.633,明孝陵位于南京市玄武区紫金山南麓独龙阜玩珠峰下,0.99652,0.00348022,0.992266,2
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
性价比,游玩,0.614,能游玩4个景点,0.986849,0.0131513,0.970775,2
环境和景观,环境优美,0.622,环境优美,0.999537,0.00046279,0.998972,2
性价比,玩,0.633,有机会一定要再去一次玩几天享受一下,0.99992,7.97403e-05,0.999823,2
环境和景观,温度,0.635,温度适宜,0.992397,0.00760281,0.983105,2
性价比,温度,0.69,温度适宜,0.992397,0.00760281,0.983105,2
性价比,游玩,0.614,建议游玩两天,0.967682,0.0323184,0.928181,2
性价比,玩,0.633,来南京玩了一周,0.97492,0.0250802,0.944266,2
性价比,玩,0.633,玩了一整天还是有很多景点没去,0.764758,0.235243,0.477239,2
性价比,玩,0.633,来南京玩了一周,0.97492,0.0250802,0.944266,2
性价比,玩,0.633,玩了一整天还是有很多景点没去,0.764758,0.235243,0.477239,2
文化和历史价值,休闲,0.558,很适合休闲的时候去,0.999952,4.78166e-05,0.999894,2
性价比,趣味性,0.726,但趣味性很强,0.971844,0.0281556,0.937432,2
性价比,套票,0.634,个人认为不用买套票,0.932375,0.0676249,0.849723,2
文化和历史价值,休闲,0.558,休闲舒适,0.999884,0.000115842,0.999743,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,玩,0.633,只玩了孝陵景区也花了半天时间,0.723305,0.276695,0.385122,2
环境和景观,古迹,0.61,古迹保存的很不错,0.99764,0.00235964,0.994756,2
性价比,价格,0.724,联票价格实惠,0.998746,0.00125405,0.997213,2
性价比,实惠,0.954,联票价格实惠,0.998746,0.00125405,0.997213,2
文化和历史价值,历史,0.647,石像路顿时有了历史的厚重感,0.992847,0.00715284,0.984105,2
性价比,玩,0.633,自己玩不熟悉,0.660853,0.339147,0.246341,2
环境和景观,名胜古迹,0.614,是南京名胜古迹荟萃之地,0.998417,0.00158262,0.996483,2
性价比,优惠,0.682,而且优惠的力度还很大,0.977976,0.0220236,0.951059,2
文化和历史价值,历史,0.647,里面还是有不少涉及历史文化的,0.897582,0.102418,0.772405,2
环境和景观,环境,0.621,而且店里环境非常合我的口味,0.99927,0.000730277,0.998377,2
设施和服务,消费,0.62,景区隐藏消费太多了,0.4818,0.5182,0.635997,1
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,买的套票性价比比较高,0.997294,0.00270577,0.993987,2
性价比,套票,0.634,买的套票性价比比较高,0.997294,0.00270577,0.993987,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,买的套票性价比比较高,0.997294,0.00270577,0.993987,2
性价比,游玩,0.614,最佳游玩路线为中山陵,0.99981,0.000189837,0.999578,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,玩,0.633,可以从灵谷寺玩回来,0.997397,0.00260302,0.994216,2
文化和历史价值,休闲,0.558,可以休闲一逛五点半闭馆,0.997771,0.00222859,0.995048,2
性价比,实惠,0.954,联票实惠,0.993568,0.0064316,0.985708,2
性价比,玩,0.633,就是玩了联票的景点,0.995814,0.00418592,0.990698,2
环境和景观,名胜古迹,0.614,名胜古迹众多,0.983238,0.016762,0.962751,2
性价比,感受,0.66,感受古人的智慧,0.999904,9.59256e-05,0.999787,2
文化和历史价值,历史,0.647,浓厚的历史气息,0.999388,0.000611941,0.99864,2
性价比,成,0.618,去明孝陵的时候因为公交车改道而没去成,0.953391,0.0466088,0.896425,2
文化和历史价值,历史,0.647,景色见证了历史,0.998417,0.0015826,0.996483,2
性价比,套票,0.634,事先查的门票套票是100元一人,0.433447,0.566553,0.0367848,0
性价比,半价,0.638,来了知道学生票半价,0.955042,0.0449576,0.900094,2
环境和景观,环境,0.621,环境好,0.995576,0.00442414,0.990169,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,游玩,0.614,慢慢游玩的,0.994712,0.00528774,0.988249,2
性价比,玩完,0.591,联票一天玩完很累,0.96113,0.0388696,0.913623,2
性价比,玩,0.633,就没怎么玩,0.152692,0.847308,0.660684,0
性价比,免费,0.624,美龄宫不参加毕业生凭身份证和录取通知书免费入园的活动,0.964027,0.035973,0.92006,2
性价比,玩,0.633,第二天去的时候太累没多少精力玩了,0.955454,0.0445456,0.90101,2
性价比,玩,0.633,建议去的时候安排一整天的时间去玩,0.994803,0.0051972,0.988451,2
性价比,玩,0.633,第二天去的时候太累没多少精力玩了,0.955454,0.0445456,0.90101,2
性价比,玩,0.633,建议去的时候安排一整天的时间去玩,0.994803,0.0051972,0.988451,2
性价比,玩,0.633,建议早上早点玩,0.994495,0.00550507,0.987767,2
性价比,套票,0.634,这个门票买套票真的是很实惠,0.998686,0.00131433,0.997079,2
性价比,实惠,0.954,这个门票买套票真的是很实惠,0.998686,0.00131433,0.997079,2
性价比,游玩,0.614,1天游玩,0.993939,0.00606056,0.986532,2
环境和景观,景观,0.615,景区内的景观车真是乱啊,0.122985,0.877015,0.726699,0
性价比,套票,0.634,套票很划算,0.999852,0.000148294,0.99967,2
性价比,游玩,0.614,可以分两天游玩,0.996669,0.00333068,0.992598,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,重度,0.631,虽然重度雾霾,0.226578,0.773422,0.496494,0
性价比,便宜,0.689,关键是这里订票太便宜啦,0.975069,0.0249311,0.944598,2
性价比,重度,0.631,虽然重度雾霾,0.226578,0.773422,0.496494,0
性价比,便宜,0.689,关键是这里订票太便宜啦,0.975069,0.0249311,0.944598,2
环境和景观,人文景观,0.612,这里的人文景观很多,0.982923,0.0170769,0.962051,2
文化和历史价值,历史,0.647,慢慢走走逛逛可以看到很多与历史相关的东西,0.998148,0.00185202,0.995884,2
环境和景观,环境,0.621,环境非常不错,0.999449,0.000550729,0.998776,2
设施和服务,服务,0.622,服务也很周到,0.997458,0.00254236,0.99435,2
性价比,试用,0.645,要合理规划好路线并试用景区交通工具,0.745446,0.254554,0.434323,2
环境和景观,环境,0.621,景区环境不错,0.987412,0.012588,0.972027,2
性价比,感受,0.66,可以进地宫感受,0.99726,0.00274044,0.99391,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
性价比,玩,0.633,可以玩一整天,0.998728,0.00127222,0.997173,2
文化和历史价值,公园,0.555,明孝陵实际上是一个公园,0.600027,0.399973,0.11117,2
性价比,玩,0.633,今天玩的很充实,0.999628,0.000372152,0.999173,2
性价比,实惠,0.954,多景点联票很实惠,0.997445,0.00255483,0.994323,2
性价比,套票,0.634,大家可以购买套票实惠,0.996136,0.00386423,0.991413,2
性价比,实惠,0.954,大家可以购买套票实惠,0.996136,0.00386423,0.991413,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,可以很好的了解历史,0.999831,0.000168592,0.999625,2
性价比,便宜,0.689,携程买票进园区又便宜又方便,0.997053,0.00294699,0.993451,2
性价比,玩,0.633,明孝陵比较大大概玩两个多小时,0.994352,0.00564846,0.987448,2
环境和景观,名胜古迹,0.614,名胜古迹众多,0.983238,0.016762,0.962751,2
性价比,感受,0.66,主要是感受历史与自然风光,0.993828,0.00617231,0.986284,2
文化和历史价值,历史,0.647,主要是感受历史与自然风光,0.993828,0.00617231,0.986284,2
性价比,优惠,0.682,携程订门票优惠又方便,0.998228,0.00177215,0.996062,2
性价比,游玩,0.614,一天全部游玩,0.996709,0.00329074,0.992687,2
性价比,玩,0.633,可以玩一天,0.997658,0.00234146,0.994797,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,优惠,0.682,携程订票有优惠,0.993177,0.00682282,0.984838,2
性价比,免费,0.624,不足的地方就是免费开放后墓室就不开放了,0.990171,0.00982847,0.978159,2
性价比,套票,0.634,还是不要订套票,0.00889664,0.991103,0.98023,0
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,套票,0.634,套票里明孝陵还好,0.993538,0.00646236,0.985639,2
性价比,玩遍,0.58,想要玩遍,0.99261,0.0073897,0.983578,2
文化和历史价值,公园,0.555,钟山公园真是没尽兴,0.0407861,0.959214,0.909364,0
性价比,优惠,0.682,钟山***这种联票还是方便且优惠的,0.947066,0.0529341,0.882369,2
性价比,玩,0.633,一家人玩的很开心,0.999896,0.00010362,0.99977,2
性价比,玩,0.633,在明孝陵玩了大半天,0.990302,0.0096983,0.978448,2
性价比,玩,0.633,一家人玩的很开心,0.999896,0.00010362,0.99977,2
性价比,玩,0.633,在明孝陵玩了大半天,0.990302,0.00969829,0.978448,2
性价比,深度,0.666,深度了解十朝古都历史和文化,0.997628,0.00237208,0.994729,2
文化和历史价值,历史,0.647,深度了解十朝古都历史和文化,0.997628,0.00237208,0.994729,2
文化和历史价值,历史,0.647,让孩子们更多的了解中国历史,0.986982,0.0130181,0.971071,2
文化和历史价值,历史,0.647,深度了解十朝古都历史和文化,0.997628,0.00237208,0.994729,2
文化和历史价值,历史,0.647,让孩子们更多的了解中国历史,0.986982,0.0130181,0.971071,2
性价比,实惠,0.954,很实惠,0.999537,0.000462577,0.998972,2
性价比,套票,0.634,中山陵是套票,0.989629,0.0103706,0.976954,2
性价比,游玩,0.614,还是很值得游玩的,0.99923,0.000770185,0.998289,2
设施和服务,服务,0.622,服务很好,0.992007,0.00799272,0.982238,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,套票,0.634,推荐买景区套票,0.993071,0.00692941,0.984601,2
性价比,套票,0.634,千万别买50元的观光车套票,0.010365,0.989635,0.976967,0
文化和历史价值,历史,0.647,历史文化氛围浓厚,0.999264,0.000735687,0.998365,2
性价比,游玩,0.614,值得去游玩,0.999474,0.00052645,0.99883,2
性价比,套票,0.634,推荐买景区套票,0.993071,0.00692941,0.984601,2
性价比,套票,0.634,千万别买50元的观光车套票,0.010365,0.989635,0.976967,0
性价比,优惠,0.682,总的看优惠多多,0.971681,0.0283188,0.937069,2
性价比,玩,0.633,玩了整个钟山风景区,0.979991,0.0200087,0.955536,2
性价比,玩,0.633,没有玩透天就黑了,0.00671436,0.993286,0.985079,0
性价比,玩,0.633,玩了整个钟山风景区,0.979991,0.0200087,0.955536,2
性价比,玩,0.633,没有玩透天就黑了,0.00671436,0.993286,0.985079,0
性价比,套票,0.634,一个套票去了四个景点,0.909795,0.090205,0.799544,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,满满的历史,0.999547,0.000452524,0.998994,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,历史文化悠久,0.994705,0.00529498,0.988233,2
性价比,接送,0.599,景点增设接送小巴可能体验感会更好一点,0.940597,0.0594026,0.867994,2
性价比,游玩,0.614,非常不错值得游玩,0.999848,0.000152238,0.999662,2
性价比,价格,0.724,"通票的价格倒是还好
不过里面太大了",0.15382,0.84618,0.658179,0
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,人文,0.611,人文风景元素丰富,0.998779,0.00122051,0.997288,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,套票,0.634,套票景区维修你得说明情况,0.121669,0.878331,0.729624,0
设施和服务,维修,0.642,套票景区维修你得说明情况,0.121669,0.878331,0.729624,0
性价比,成,0.618,没去成,0.0993027,0.900697,0.779327,0
性价比,性价比,1.0,性价比低,0.000934612,0.999065,0.997923,0
性价比,难受,0.603,难受死我了***,0.000142189,0.999858,0.999684,0
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,免费,0.624,希望景点能把免费讲解搞起来,0.885183,0.114817,0.74485,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,百度,0.631,百度现找浪费时间而且还不全,0.000674461,0.999326,0.998501,0
性价比,便宜,0.689,打车也很便宜,0.996642,0.00335848,0.992537,2
性价比,套票,0.634,中途不需要买摆渡的套票,0.976734,0.023266,0.948298,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,游玩,0.614,平时不大爬爬山不大运动的朋友们还是不要想全部景点游玩一遍了吧,0.847465,0.152535,0.661033,2
性价比,套票,0.634,套票对于不去寺庙的我来说就节省了10元1人,0.68299,0.31701,0.295532,2
环境和景观,名胜古迹,0.614,是南京名胜古迹荟萃之地,0.998417,0.00158262,0.996483,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479564,0.998934,2
文化和历史价值,历史,0.647,历史意义强,0.99952,0.000479565,0.998934,2
性价比,优惠,0.682,比较优惠,0.953672,0.0463281,0.897049,2
环境和景观,环境,0.621,环境很差,0.00211572,0.997884,0.995299,0
环境和景观,环境,0.621,环境很差,0.00211572,0.997884,0.995299,0
环境和景观,文化底蕴,0.619,南京作为六朝古都还是非常好的文化底蕴,0.999832,0.000168398,0.999626,2
性价比,感受,0.66,你可以感受***时期的历史底韵,0.969671,0.0303293,0.932602,2
性价比,感受,0.66,也是一个非常好的机会可以去感受辛亥***的不容易,0.999603,0.000396974,0.999118,2
文化和历史价值,历史,0.647,你可以感受***时期的历史底韵,0.969671,0.0303293,0.932602,2
性价比,感受,0.66,你可以感受***时期的历史底韵,0.969671,0.0303293,0.932602,2
性价比,感受,0.66,也是一个非常好的机会可以去感受辛亥***的不容易,0.999603,0.000396974,0.999118,2
性价比,游玩,0.614,建议要安排一整天来游玩,0.981883,0.0181172,0.95974,2
性价比,方可,0.595,特别提示：中山陵需要微信搜索钟山风景区预约方可进去,0.981093,0.0189068,0.957985,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,套票,0.634,网上定了套票,0.947602,0.0523981,0.88356,2
文化和历史价值,历史,0.647,其实就是对于历史和中山先生的缅怀,0.983648,0.0163516,0.963663,2
性价比,用处,0.691,每层每间房的装修和用处都非常井井有条,0.997383,0.00261742,0.994184,2
性价比,便宜,0.689,携程上订比直接在景区买要便宜15元,0.928965,0.0710352,0.842144,2
