字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,名气,0.604,南京博物院名气这么大,0.811122,0.188878,0.580271,2
文化和历史价值,历史,0.647,走近历史,0.997135,0.00286473,0.993634,2
文化和历史价值,历史,0.647,里面有很多历史文物古迹真品,0.994751,0.00524932,0.988335,2
文化和历史价值,历史,0.647,走近历史,0.997135,0.00286473,0.993634,2
文化和历史价值,历史,0.647,里面有很多历史文物古迹真品,0.994751,0.00524932,0.988335,2
环境和景观,文物古迹,0.611,里面有很多历史文物古迹真品,0.994751,0.00524932,0.988335,2
文化和历史价值,历史,0.647,可以看到历史人文等,0.991905,0.00809489,0.982011,2
环境和景观,人文,0.611,可以看到历史人文等,0.991905,0.00809488,0.982011,2
性价比,免费,0.624,是个免费的景点,0.992628,0.00737196,0.983618,2
文化和历史价值,历史,0.647,很适合带小朋友来这参观学习历史,0.999931,6.9307e-05,0.999846,2
性价比,免费,0.624,电子讲解也是免费的,0.993536,0.0064635,0.985637,2
文化和历史价值,历史,0.647,由于9点30才到的历史馆,0.825606,0.174394,0.612457,2
文化和历史价值,历史,0.647,幸运的是我们遇到了10点开始的镇馆之宝还有下午2点历史馆的义务讲解,0.993381,0.00661936,0.98529,2
文化和历史价值,历史,0.647,对历史感兴趣的小伙伴们还等什么呢？,0.524694,0.475306,0.506118,1
文化和历史价值,历史,0.647,由于9点30才到的历史馆,0.825606,0.174394,0.612457,2
文化和历史价值,历史,0.647,幸运的是我们遇到了10点开始的镇馆之宝还有下午2点历史馆的义务讲解,0.993381,0.00661936,0.98529,2
文化和历史价值,历史,0.647,对历史感兴趣的小伙伴们还等什么呢？,0.524694,0.475306,0.506118,1
文化和历史价值,历史,0.647,由于9点30才到的历史馆,0.825606,0.174394,0.612457,2
文化和历史价值,历史,0.647,幸运的是我们遇到了10点开始的镇馆之宝还有下午2点历史馆的义务讲解,0.993381,0.00661936,0.98529,2
文化和历史价值,历史,0.647,对历史感兴趣的小伙伴们还等什么呢？,0.524694,0.475306,0.506118,1
文化和历史价值,历史,0.647,历史馆没有什么特色,0.132843,0.867157,0.704793,0
文化和历史价值,历史,0.647,全现代化的历史文化的展现,0.999609,0.000391414,0.99913,2
文化和历史价值,历史,0.647,历史馆没有什么特色,0.132843,0.867157,0.704793,0
文化和历史价值,历史,0.647,全现代化的历史文化的展现,0.999609,0.000391414,0.99913,2
设施和服务,旗袍,0.63,服务员应该穿旗袍,0.397996,0.602004,0.115564,0
性价比,看成,0.621,星云大师的墨宝没看成,0.329766,0.670234,0.267186,0
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
文化和历史价值,历史,0.647,历史馆水平比较高,0.980684,0.0193158,0.957076,2
文化和历史价值,历史,0.647,用文物充分说明江苏的历史及变迁,0.993502,0.00649766,0.985561,2
文化和历史价值,历史,0.647,历史馆水平比较高,0.980684,0.0193158,0.957076,2
文化和历史价值,历史,0.647,用文物充分说明江苏的历史及变迁,0.993502,0.00649766,0.985561,2
性价比,免费,0.624,这里免费开放,0.992906,0.007094,0.984236,2
性价比,免费,0.624,能遇到免费讲解,0.9712,0.0287997,0.936001,2
性价比,接收,0.594,用无线耳机接收,0.886434,0.113566,0.747631,2
文化和历史价值,历史,0.647,南京历史上作为六朝古都,0.998955,0.00104498,0.997678,2
文化和历史价值,历史,0.647,留下丰富的历史文化及珍贵文物,0.997504,0.00249643,0.994452,2
文化和历史价值,历史,0.647,南京历史上作为六朝古都,0.998955,0.00104498,0.997678,2
文化和历史价值,历史,0.647,留下丰富的历史文化及珍贵文物,0.997504,0.00249643,0.994452,2
环境和景观,文化底蕴,0.619,南京博物院更有文化底蕴,0.997712,0.0022877,0.994916,2
文化和历史价值,历史,0.647,历史韵味十足,0.999875,0.000125034,0.999722,2
文化和历史价值,历史,0.647,是带孩子学习历史,0.996724,0.00327553,0.992721,2
性价比,科技感,0.857,还有很强的科技感的科技馆,0.999169,0.000830984,0.998153,2
性价比,科技馆,0.853,还有很强的科技感的科技馆,0.999169,0.000830984,0.998153,2
文化和历史价值,历史,0.647,历史韵味十足,0.999875,0.000125034,0.999722,2
文化和历史价值,历史,0.647,是带孩子学习历史,0.996724,0.00327553,0.992721,2
设施和服务,设施,0.621,设施齐备,0.998357,0.00164347,0.996348,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
设施和服务,设施,0.621,设施齐备干净卫生,0.996321,0.00367878,0.991825,2
环境和景观,卫生,0.62,设施齐备干净卫生,0.996321,0.00367878,0.991825,2
性价比,便宜,0.689,便宜又好吃,0.995368,0.00463231,0.989706,2
文化和历史价值,历史,0.647,历史馆和非遗馆也很值得看,0.999795,0.000204674,0.999545,2
性价比,采用,0.662,因为它采用了全新的设计,0.998601,0.00139904,0.996891,2
性价比,技术,0.874,而且大量使用了现代声光电技术,0.0156452,0.984355,0.965233,0
文化和历史价值,历史,0.647,参观了历史馆,0.994024,0.00597615,0.98672,2
文化和历史价值,文化馆,0.563,文化馆等,0.951503,0.048497,0.892229,2
性价比,形式,0.664,南京博物院是我到过最大的展览形式的场所,0.994803,0.00519736,0.98845,2
性价比,免费,0.624,这个是南京博物院是免费的,0.984429,0.0155708,0.965398,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,南京博物院是对外免费开放的,0.988765,0.011235,0.975033,2
性价比,用品,0.634,用品,0.929884,0.0701158,0.844187,2
设施和服务,提供,0.621,里边还提供很多服务,0.871149,0.128851,0.713664,2
设施和服务,服务,0.622,里边还提供很多服务,0.871149,0.128851,0.713664,2
性价比,接地气,0.584,很接地气,0.999722,0.000277944,0.999382,2
性价比,成,0.618,结果成了这次出行心中最满意的地方,0.996764,0.00323616,0.992809,2
性价比,要价,0.686,里面的经营也不乱要价,0.387419,0.612581,0.139069,0
性价比,无比,0.621,真的是无比幸运,0.997983,0.00201709,0.995518,2
性价比,物美价廉,0.589,国内大博的纪念品可以称得上精致物美价廉了,0.999779,0.000220936,0.999509,2
性价比,免费,0.624,凭身份证免费取个票,0.988378,0.011622,0.974173,2
文化和历史价值,历史,0.647,历史馆一室连一室,0.983726,0.0162738,0.963836,2
性价比,科技,0.863,用科技复活了一系列文物,0.992252,0.00774794,0.982782,2
文化和历史价值,历史,0.647,历史馆馆藏很丰富,0.997952,0.00204755,0.99545,2
性价比,性价比,1.0,首先性价比满分,0.999915,8.47182e-05,0.999812,2
性价比,免费,0.624,尤其是夏天进去还有免费空调你值得拥有,0.997715,0.00228481,0.994923,2
性价比,价值,0.748,看的懂的看价值看不懂的也觉得很有意思,0.999822,0.000177662,0.999605,2
性价比,免费,0.624,门票可以凭身份证免费景区,0.994777,0.00522298,0.988393,2
性价比,免费,0.624,馆内还有志愿者服务和免费简介,0.987926,0.0120738,0.973169,2
环境和景观,环境,0.621,环境超级有feel,0.999778,0.000221957,0.999507,2
设施和服务,服务,0.622,馆内还有志愿者服务和免费简介,0.987926,0.0120738,0.973169,2
性价比,免费,0.624,门票可以凭身份证免费景区,0.994777,0.00522298,0.988393,2
性价比,免费,0.624,馆内还有志愿者服务和免费简介,0.987926,0.0120738,0.973169,2
性价比,技术,0.874,古代技术那么匮乏,0.00769965,0.9923,0.98289,0
文化和历史价值,历史,0.647,还有历史馆,0.992276,0.00772437,0.982835,2
文化和历史价值,历史,0.647,逛的历史馆,0.992922,0.00707772,0.984272,2
文化和历史价值,历史,0.647,主要是历史馆和特展馆,0.987844,0.0121557,0.972987,2
性价比,免费,0.624,免费预约参观,0.995686,0.00431443,0.990412,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
性价比,免费,0.624,做为免费的博物馆真的是超值,0.997397,0.00260336,0.994215,2
环境和景观,环境,0.621,环境好,0.995576,0.00442414,0.990169,2
文化和历史价值,休闲,0.558,博物馆大门入口处负一楼有餐饮休闲区,0.582552,0.417448,0.0723374,2
性价比,免费,0.624,每周六晚上小剧场有免费演出,0.999656,0.000343907,0.999236,2
性价比,综合性,0.645,是大型综合性的国家级博物馆,0.946094,0.053906,0.880209,2
性价比,综合性,0.645,全国综合性历史艺术博物馆,0.992916,0.00708402,0.984258,2
性价比,综合性,0.645,是大型综合性的国家级博物馆,0.946094,0.053906,0.880209,2
性价比,综合性,0.645,全国综合性历史艺术博物馆,0.992916,0.00708402,0.984258,2
文化和历史价值,历史,0.647,全国综合性历史艺术博物馆,0.992916,0.00708403,0.984258,2
设施和服务,旗袍,0.63,穿旗袍拍照很美啊,0.999983,1.74684e-05,0.999961,2
性价比,免费,0.624,和免费开放的戏曲专场都很值得推荐,0.999933,6.74723e-05,0.99985,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,文化底蕴,0.619,文化底蕴丰厚,0.999221,0.00077866,0.99827,2
文化和历史价值,历史,0.647,历史馆有非常多历史文物,0.993493,0.00650703,0.98554,2
文化和历史价值,历史,0.647,是南京历史的缩影,0.996796,0.00320381,0.99288,2
性价比,感受到,0.6,能感受到清朝整个皇室的奢华生活,0.998347,0.00165284,0.996327,2
设施和服务,看不完,0.627,看不完,0.249226,0.750774,0.446164,0
文化和历史价值,剧目,0.552,看到了小美女好像是在排练英文的剧目,0.996107,0.00389348,0.991348,2
性价比,免费,0.624,是免费观光,0.969265,0.0307346,0.931701,2
文化和历史价值,历史,0.647,全面的学习了南京悠久的历史,0.999868,0.000131999,0.999707,2
性价比,玩,0.633,建议朋友们来玩可以话20,0.881573,0.118427,0.736828,2
文化和历史价值,历史,0.647,逛了两个小时只逛了历史馆,0.972217,0.0277831,0.93826,2
环境和景观,温度,0.635,院内温度适宜,0.94254,0.0574596,0.872312,2
性价比,温度,0.69,院内温度适宜,0.94254,0.0574596,0.872312,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
设施和服务,自助,0.635,特别是借的自助智慧导览机,0.973208,0.0267924,0.940461,2
文化和历史价值,历史,0.647,一个下午就逛了历史馆一个馆,0.9651,0.0348995,0.922445,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
性价比,数量,0.586,藏品数量居中国前三,0.731414,0.268586,0.403141,2
设施和服务,在线,0.627,雍正的审美还是在线的,0.868213,0.131787,0.707141,2
设施和服务,旗袍,0.63,我都有整身旗袍的冲动了绝对的网红拍摄地儿,0.999691,0.000309202,0.999313,2
性价比,数量,0.586,数量也特别多,0.988259,0.011741,0.973909,2
性价比,堪称,0.659,堪称国宝就有好几件,0.992919,0.007081,0.984264,2
文化和历史价值,影视,0.561,跟影视基地的外景地似的,0.916148,0.0838516,0.813663,2
设施和服务,平台,0.625,时间充足的可以在特展五楼的平台喝咖啡,0.994514,0.00548615,0.987808,2
设施和服务,平台,0.625,平台正对紫金山,0.956486,0.0435142,0.903302,2
设施和服务,平台,0.625,时间充足的可以在特展五楼的平台喝咖啡,0.994514,0.00548616,0.987808,2
设施和服务,平台,0.625,平台正对紫金山,0.956486,0.0435142,0.903302,2
设施和服务,设施,0.621,现在的南京博物院硬件设施的确是非常的先进现代,0.990136,0.00986387,0.97808,2
性价比,免费,0.624,免费的哦,0.998723,0.00127735,0.997162,2
性价比,免费,0.624,南京为数不多的免费景点,0.999539,0.000460943,0.998976,2
设施和服务,自助,0.635,需要自助取号,0.882488,0.117512,0.738862,2
设施和服务,服务中心,0.632,如果游客服务中心人很多,0.32585,0.67415,0.275889,0
文化和历史价值,历史,0.647,需要在历史馆入口处特殊登记也可以,0.937677,0.0623231,0.861504,2
设施和服务,在线,0.627,里面对民国的街道进行了在线,0.92924,0.07076,0.842756,2
设施和服务,自助,0.635,馆内有自助取票机,0.954012,0.0459882,0.897804,2
设施和服务,平台,0.625,博物馆充分利用了微信这个平台,0.837744,0.162256,0.639432,2
设施和服务,提供,0.621,提供它自己的二维码给游客,0.891037,0.108963,0.75786,2
性价比,高科技,0.553,并没有想象中的高科技,0.041399,0.958601,0.908002,0
性价比,数量,0.586,藏品数量也很多,0.984112,0.0158879,0.964694,2
文化和历史价值,历史,0.647,每天历史馆可以有免费的讲解器,0.996746,0.00325355,0.99277,2
文化和历史价值,历史,0.647,"
南京博物院参观顺序：历史馆——特展馆",0.990541,0.00945897,0.97898,2
文化和历史价值,历史,0.647,给我讲了好多关于时钟的历史故事,0.955851,0.0441487,0.901892,2
性价比,免费,0.624,每天历史馆可以有免费的讲解器,0.996746,0.00325355,0.99277,2
性价比,租用,0.616,凭身份证租用,0.987395,0.0126053,0.971988,2
文化和历史价值,历史,0.647,每天历史馆可以有免费的讲解器,0.996746,0.00325355,0.99277,2
文化和历史价值,历史,0.647,"
南京博物院参观顺序：历史馆——特展馆",0.990541,0.00945897,0.97898,2
文化和历史价值,历史,0.647,给我讲了好多关于时钟的历史故事,0.955851,0.0441487,0.901892,2
设施和服务,热心,0.623,碰上了一位热心的讲解员,0.947801,0.0521995,0.884001,2
文化和历史价值,历史,0.647,每天历史馆可以有免费的讲解器,0.996746,0.00325355,0.99277,2
文化和历史价值,历史,0.647,"
南京博物院参观顺序：历史馆——特展馆",0.990541,0.00945897,0.97898,2
文化和历史价值,历史,0.647,给我讲了好多关于时钟的历史故事,0.955851,0.0441487,0.901892,2
性价比,免费,0.624,有免费的讲解员,0.992622,0.00737847,0.983603,2
文化和历史价值,历史,0.647,其中历史馆用微信就可以得到讲解,0.993607,0.00639279,0.985794,2
性价比,馆用,0.592,其中历史馆用微信就可以得到讲解,0.993607,0.00639279,0.985794,2
性价比,接待,0.619,儿童体验区只接待1,0.546818,0.453182,0.0636446,1
性价比,免费,0.624,南京博物院参观免费不免票,0.957799,0.0422006,0.906221,2
文化和历史价值,文创,0.557,博物馆内的文创产品种类很多,0.913408,0.0865917,0.807574,2
设施和服务,产品种类,0.625,博物馆内的文创产品种类很多,0.913408,0.0865917,0.807574,2
性价比,价格,0.724,又价格适中,0.999546,0.00045417,0.998991,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
性价比,玩,0.633,之前国家博物馆玩了2整天,0.936792,0.0632085,0.859537,2
文化和历史价值,历史,0.647,喜欢看文物就去历史馆和特展馆,0.996543,0.00345678,0.992318,2
设施和服务,设施,0.621,各种设施完备,0.998825,0.00117516,0.997389,2
性价比,免费,0.624,有免费wifi,0.982232,0.0177681,0.960515,2
性价比,免费,0.624,免费饮用水,0.990155,0.00984479,0.978123,2
性价比,免费,0.624,展馆内定时还有免费讲解,0.99575,0.00425037,0.990555,2
性价比,免费,0.624,有免费wifi,0.982232,0.017768,0.960515,2
性价比,免费,0.624,免费饮用水,0.990155,0.00984478,0.978123,2
性价比,免费,0.624,展馆内定时还有免费讲解,0.99575,0.00425037,0.990555,2
性价比,饮用水,0.618,免费饮用水,0.990155,0.00984479,0.978123,2
性价比,免费,0.624,有免费wifi,0.982232,0.0177681,0.960515,2
性价比,免费,0.624,免费饮用水,0.990155,0.00984479,0.978123,2
性价比,免费,0.624,展馆内定时还有免费讲解,0.99575,0.00425037,0.990555,2
性价比,免费,0.624,凭身份证免费,0.992424,0.0075762,0.983164,2
性价比,游玩,0.614,三四个小时都不一定游玩的过来,0.00769501,0.992305,0.9829,0
文化和历史价值,历史,0.647,有历史有人文有审美有深度,0.997671,0.00232863,0.994825,2
环境和景观,人文,0.611,有历史有人文有审美有深度,0.997671,0.00232862,0.994825,2
性价比,深度,0.666,有历史有人文有审美有深度,0.997671,0.00232863,0.994825,2
文化和历史价值,历史,0.647,一座历史文化的重要传承宝库,0.998417,0.00158293,0.996482,2
性价比,宝库,0.614,一座历史文化的重要传承宝库,0.998417,0.00158293,0.996482,2
性价比,免费,0.624,但是对免费的不能要求太高已经很棒,0.977345,0.0226547,0.949656,2
文化和历史价值,历史,0.647,包括历史馆,0.991192,0.00880766,0.980427,2
性价比,感受到,0.6,最棒的是可以感受到不断在管理,0.994889,0.00511108,0.988642,2
性价比,免费,0.624,停车免费,0.984713,0.0152874,0.966028,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
性价比,免费,0.624,停车免费,0.984713,0.0152874,0.966028,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
性价比,数量,0.586,藏品数量也很多,0.984112,0.0158879,0.964694,2
文化和历史价值,商业,0.556,这种商业植入倒是非常不错,0.578541,0.421459,0.063424,2
文化和历史价值,历史,0.647,展出内容有历史古物,0.989078,0.0109216,0.97573,2
设施和服务,商品,0.89,而且里面的商品也不贵,0.981102,0.0188983,0.958004,2
性价比,质量,0.623,质量非常好,0.999898,0.000101773,0.999774,2
设施和服务,服务,0.622,讲解服务特别的好,0.998709,0.00129068,0.997132,2
设施和服务,服务设施,0.621,服务设施齐全,0.992014,0.00798594,0.982253,2
性价比,综合性,0.645,是大型综合性的国家级博物馆,0.946094,0.053906,0.880209,2
性价比,综合性,0.645,全国综合性历史艺术博物馆,0.992916,0.00708403,0.984258,2
性价比,综合性,0.645,是大型综合性的国家级博物馆,0.946094,0.053906,0.880209,2
性价比,综合性,0.645,全国综合性历史艺术博物馆,0.992916,0.00708403,0.984258,2
文化和历史价值,历史,0.647,全国综合性历史艺术博物馆,0.992916,0.00708403,0.984258,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
环境和景观,人文,0.611,原拟建“人文”,0.36456,0.63544,0.189867,0
环境和景观,人文,0.611,仅建“人文馆”,0.492192,0.507808,0.843847,1
环境和景观,人文,0.611,原拟建“人文”,0.36456,0.63544,0.189867,0
环境和景观,人文,0.611,仅建“人文馆”,0.492192,0.507808,0.843844,1
文化和历史价值,建筑史,0.649,是近代建筑史上的杰作,0.981933,0.0180669,0.959851,2
性价比,标志性,0.65,也是南博的标志性建筑,0.99609,0.00390978,0.991312,2
文化和历史价值,历史,0.647,全国综合性历史艺术博物馆,0.992916,0.00708402,0.984258,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
性价比,免费,0.624,凭身份证即可免费领票,0.989172,0.0108278,0.975938,2
性价比,代表性,0.577,也非常具有地方代表性,0.997957,0.00204284,0.99546,2
设施和服务,服务,0.622,而且这个博物院的服务很好,0.987073,0.0129272,0.971273,2
文化和历史价值,历史,0.647,共分有历史馆,0.975396,0.0246042,0.945324,2
文化和历史价值,历史,0.647,历史在这里交汇——南京的大街总是在夹道两旁栽种着许多灰白色的法国梧桐,0.987683,0.012317,0.972629,2
文化和历史价值,历史,0.647,历史馆——史前文明化石区,0.906367,0.0936327,0.791927,2
性价比,游玩,0.614,这里甚至一度被誉为南京最值得游玩的目的地之一,0.999751,0.000249413,0.999446,2
性价比,免费,0.624,"
展馆讲解器在展馆口用身份证就可以免费租借",0.992653,0.0073467,0.983674,2
性价比,数量,0.586,不过数量有限,0.525011,0.474989,0.499781,1
文化和历史价值,历史,0.647,历史在这里交汇——南京的大街总是在夹道两旁栽种着许多灰白色的法国梧桐,0.987683,0.012317,0.972629,2
文化和历史价值,历史,0.647,历史馆——史前文明化石区,0.906367,0.0936328,0.791927,2
性价比,性,0.692,精灵王瑟兰迪尔的坐骑～遇这对造型颇有剧情性的青铜壶,0.99834,0.00165995,0.996311,2
设施和服务,看不完,0.627,一天看不完,0.826053,0.173947,0.613451,2
文化和历史价值,历史,0.647,琳琅满目的文物代表了南京的历史深厚,0.999286,0.000713957,0.998413,2
性价比,趣味性,0.726,民国馆提升了博物院的趣味性,0.951709,0.048291,0.892687,2
设施和服务,便民,0.629,有很多便民设施,0.960775,0.0392254,0.912832,2
设施和服务,设施,0.621,有很多便民设施,0.960775,0.0392254,0.912832,2
环境和景观,周边环境,0.615,周边环境也特别好,0.999532,0.000468385,0.998959,2
文化和历史价值,历史,0.647,一院六馆分别包括历史馆,0.912618,0.0873821,0.805818,2
文化和历史价值,历史,0.647,与历史对话,0.9858,0.0142002,0.968444,2
性价比,免费,0.624,还免费,0.968836,0.031164,0.930747,2
文化和历史价值,历史,0.647,了解历史从南京博物院开始,0.996658,0.00334173,0.992574,2
性价比,用心,0.639,艺术馆楼下的民国街也很用心,0.986266,0.013734,0.96948,2
文化和历史价值,历史,0.647,如果时间不多直接去历史馆,0.259021,0.740979,0.424399,0
性价比,免费,0.624,有免费的饮用水,0.988575,0.0114253,0.97461,2
性价比,饮用水,0.618,有免费的饮用水,0.988575,0.0114254,0.97461,2
性价比,免费,0.624,免费对外开放,0.99107,0.00893032,0.980155,2
性价比,高科技,0.553,而且高科技运用得很好,0.999708,0.000292384,0.99935,2
性价比,免费,0.624,免费的景点,0.996998,0.00300172,0.99333,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,免费,0.624,而且还是免费的,0.964956,0.0350442,0.922124,2
性价比,免费,0.624,免费景点,0.994221,0.00577943,0.987157,2
环境和景观,人文,0.611,艺术人文和历史领域很赞,0.999867,0.000133233,0.999704,2
文化和历史价值,历史,0.647,艺术人文和历史领域很赞,0.999867,0.000133233,0.999704,2
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
性价比,形式,0.664,博物馆实行的免票形式,0.943857,0.0561431,0.875238,2
性价比,随意性,0.71,我属于比较随意性的参观,0.978998,0.0210018,0.953329,2
环境和景观,环境,0.621,馆内环境好,0.975068,0.0249316,0.944596,2
文化和历史价值,历史,0.647,历史馆是每个国务院最经典的,0.999661,0.000339309,0.999246,2
文化和历史价值,历史,0.647,无论是南京的悠久历史,0.991468,0.00853187,0.98104,2
文化和历史价值,历史,0.647,把江浙地区的历史,0.981552,0.0184482,0.959004,2
文化和历史价值,历史,0.647,历史从耳边娓娓道来,0.997655,0.00234527,0.994788,2
文化和历史价值,历史,0.647,停下来看历史,0.997908,0.00209204,0.995351,2
文化和历史价值,历史,0.647,无论是南京的悠久历史,0.991468,0.00853187,0.98104,2
文化和历史价值,历史,0.647,把江浙地区的历史,0.981552,0.0184482,0.959004,2
文化和历史价值,历史,0.647,历史从耳边娓娓道来,0.997655,0.00234527,0.994788,2
文化和历史价值,历史,0.647,停下来看历史,0.997908,0.00209204,0.995351,2
环境和景观,人文,0.611,人文,0.988334,0.0116661,0.974075,2
文化和历史价值,历史,0.647,无论是南京的悠久历史,0.991468,0.00853187,0.98104,2
文化和历史价值,历史,0.647,把江浙地区的历史,0.981552,0.0184482,0.959004,2
文化和历史价值,历史,0.647,历史从耳边娓娓道来,0.997655,0.00234527,0.994788,2
文化和历史价值,历史,0.647,停下来看历史,0.997908,0.00209204,0.995351,2
文化和历史价值,历史,0.647,无论是南京的悠久历史,0.991468,0.00853187,0.98104,2
文化和历史价值,历史,0.647,把江浙地区的历史,0.981552,0.0184482,0.959004,2
文化和历史价值,历史,0.647,历史从耳边娓娓道来,0.997655,0.00234527,0.994788,2
文化和历史价值,历史,0.647,停下来看历史,0.997908,0.00209204,0.995351,2
性价比,趣味性,0.726,趣味性强,0.998274,0.001726,0.996164,2
文化和历史价值,历史,0.647,了解了很多历史文化知识,0.999412,0.000587872,0.998694,2
性价比,性价比,1.0,性价比超高的,0.999951,4.87741e-05,0.999892,2
性价比,高科技,0.553,结合了很多高科技的展览中心,0.997493,0.00250686,0.994429,2
设施和服务,看不完,0.627,看一天也看不完,0.859789,0.140211,0.68842,2
性价比,程度,0.73,展品类别的丰富程度到是足够了,0.974071,0.0259293,0.942379,2
文化和历史价值,历史,0.647,也是我们历史的缩影,0.997336,0.00266446,0.994079,2
性价比,免费,0.624,还是非常有趣的门票免费,0.997545,0.00245453,0.994545,2
文化和历史价值,历史,0.647,就是为广大人民了解这段历史所作出的努力,0.995809,0.0041914,0.990686,2
设施和服务,设施,0.621,设施,0.639659,0.360341,0.199243,2
设施和服务,服务,0.622,服务,0.394131,0.605869,0.124153,0
性价比,价值,0.748,价值最高的,0.998939,0.00106084,0.997643,2
文化和历史价值,历史,0.647,最喜欢的是它的历史馆,0.99974,0.000259875,0.999422,2
文化和历史价值,历史,0.647,数字馆主要介绍江苏地区的历史故事,0.987185,0.0128146,0.971523,2
文化和历史价值,历史,0.647,最喜欢的是它的历史馆,0.99974,0.000259875,0.999422,2
文化和历史价值,历史,0.647,数字馆主要介绍江苏地区的历史故事,0.987185,0.0128146,0.971523,2
性价比,免费,0.624,免费不免票,0.917877,0.0821229,0.817505,2
性价比,评价,0.682,可能是不好评价,0.00581913,0.994181,0.987069,0
文化和历史价值,发展史,0.647,几乎涵盖整个南京城由远古时期至近现代的整个发展史,0.998658,0.00134243,0.997017,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
环境和景观,人文,0.611,人文,0.988334,0.0116661,0.974075,2
文化和历史价值,历史,0.647,当你走出历史馆再去其他馆看的时候,0.96139,0.0386099,0.9142,2
性价比,感受到,0.6,也让我更强烈感受到祖国文化的博大精深,0.999773,0.000226599,0.999497,2
性价比,综合性,0.645,南京博物院是大型综合性的国家级博物馆,0.970798,0.0292023,0.935106,2
性价比,综合性,0.645,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
性价比,综合性,0.645,南京博物院是大型综合性的国家级博物馆,0.970798,0.0292023,0.935106,2
性价比,综合性,0.645,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
文化和历史价值,历史,0.647,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
性价比,玩得,0.658,無論是小孩還是大人都可以玩得很開心,0.95188,0.0481202,0.893066,2
文化和历史价值,历史,0.647,南京历史上也是个富饶的地方,0.997011,0.00298919,0.993357,2
文化和历史价值,历史,0.647,看了后对历史,0.993265,0.00673545,0.985032,2
性价比,免费,0.624,凭身份證免费领票进入,0.990013,0.00998728,0.977806,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,里面还有免费饮用水提供,0.989404,0.0105961,0.976453,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,里面还有免费饮用水提供,0.989404,0.0105961,0.976453,2
性价比,饮用水,0.618,里面还有免费饮用水提供,0.989404,0.0105961,0.976453,2
设施和服务,提供,0.621,里面还有免费饮用水提供,0.989404,0.0105961,0.976453,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
文化和历史价值,历史,0.647,除了常规的历史馆展示了南京的历史外,0.927373,0.0726265,0.838608,2
文化和历史价值,历史,0.647,除了常规的历史馆展示了南京的历史外,0.927373,0.0726265,0.838608,2
性价比,游玩,0.614,南京游玩必去点,0.99813,0.0018704,0.995844,2
性价比,游玩,0.614,了解历史后再有选择的游玩南京各景点,0.995659,0.00434085,0.990354,2
文化和历史价值,历史,0.647,了解历史后再有选择的游玩南京各景点,0.995659,0.00434085,0.990354,2
性价比,游玩,0.614,南京游玩必去点,0.99813,0.0018704,0.995844,2
性价比,游玩,0.614,了解历史后再有选择的游玩南京各景点,0.995659,0.00434085,0.990354,2
设施和服务,提供,0.621,国家宝藏里面南京博物院提供的3件国宝,0.996213,0.00378668,0.991585,2
性价比,免费,0.624,最关键的是还免费,0.994992,0.00500807,0.988871,2
性价比,免费,0.624,免费的博物院,0.997304,0.00269629,0.994008,2
环境和景观,人文,0.611,人文,0.988334,0.0116661,0.974075,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
性价比,成,0.618,去没去成,0.200106,0.799894,0.555321,0
设施和服务,看不完,0.627,在这里起码要花半天时间参观不然根本看不完,0.717104,0.282896,0.371343,2
文化和历史价值,历史,0.647,被南京的历史所折服,0.996357,0.00364323,0.991904,2
性价比,价值,0.748,南京这里的博物院里面有很多展品虽然价值并不是很高的但是都很有特色,0.999133,0.000866818,0.998074,2
性价比,感受,0.66,感受历史,0.999521,0.000478997,0.998936,2
