字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,商业,0.556,商业气息很浓,0.92922,0.0707799,0.842711,2
性价比,玩转,0.632,跟着大众点评玩转南京必逛榜单,0.955301,0.0446991,0.900669,2
性价比,感受,0.66,感受秦淮河的夜景,0.999889,0.00011144,0.999752,2
环境和景观,夜景,0.619,感受秦淮河的夜景,0.999889,0.00011144,0.999752,2
环境和景观,夜景,0.619,这时候看秦淮河的夜景刚刚好,0.999907,9.33333e-05,0.999793,2
环境和景观,夜景,0.619,这个重点是秦淮河的夜景啊,0.998988,0.00101166,0.997752,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,玩法,0.692,玩法,0.976751,0.0232488,0.948336,2
环境和景观,夜景,0.619,感受秦淮河的夜景,0.999889,0.00011144,0.999752,2
环境和景观,夜景,0.619,这时候看秦淮河的夜景刚刚好,0.999907,9.33335e-05,0.999793,2
环境和景观,夜景,0.619,这个重点是秦淮河的夜景啊,0.998988,0.00101166,0.997752,2
环境和景观,夜景,0.619,感受秦淮河的夜景,0.999889,0.00011144,0.999752,2
环境和景观,夜景,0.619,这时候看秦淮河的夜景刚刚好,0.999907,9.33333e-05,0.999793,2
环境和景观,夜景,0.619,这个重点是秦淮河的夜景啊,0.998988,0.00101166,0.997752,2
设施和服务,商品,0.89,商品,0.453395,0.546605,0.0679022,1
性价比,性子,0.62,步行街上路遇网红店思贤庄外面看起来是非常美丽人也是非常多耐着性子挤进去一看非常失望哦里面很大一个洞府全是售卖小物件的哎于是转转头就出来了,0.00326119,0.996739,0.992753,0
性价比,玩,0.633,每次和家人商量去哪玩的时候,0.994713,0.00528719,0.988251,2
性价比,玩,0.633,大家多会想到夫子庙去玩一下,0.991444,0.0085565,0.980986,2
性价比,玩,0.633,每次去那边玩后回家多会和伙伴们侃侃而谈那边的美丽风景,0.9995,0.000500083,0.998889,2
性价比,玩,0.633,大家可以去玩一下,0.98505,0.0149498,0.966778,2
性价比,玩,0.633,每次和家人商量去哪玩的时候,0.994713,0.00528719,0.988251,2
性价比,玩,0.633,大家多会想到夫子庙去玩一下,0.991444,0.0085565,0.980986,2
性价比,玩,0.633,每次去那边玩后回家多会和伙伴们侃侃而谈那边的美丽风景,0.9995,0.000500083,0.998889,2
性价比,玩,0.633,大家可以去玩一下,0.98505,0.0149498,0.966778,2
性价比,玩后,0.623,每次去那边玩后回家多会和伙伴们侃侃而谈那边的美丽风景,0.9995,0.000500083,0.998889,2
环境和景观,夜景,0.619,现在晚上的夜景也是漂亮极了,0.999802,0.000197757,0.999561,2
性价比,玩,0.633,每次和家人商量去哪玩的时候,0.994713,0.00528719,0.988251,2
性价比,玩,0.633,大家多会想到夫子庙去玩一下,0.991444,0.0085565,0.980986,2
性价比,玩,0.633,每次去那边玩后回家多会和伙伴们侃侃而谈那边的美丽风景,0.9995,0.000500083,0.998889,2
性价比,玩,0.633,大家可以去玩一下,0.98505,0.0149498,0.966778,2
性价比,玩,0.633,去南京玩,0.986674,0.0133264,0.970386,2
环境和景观,名胜,0.615,被誉为秦淮名胜而成为古都南京的特色景观区,0.975684,0.0243164,0.945964,2
环境和景观,景观,0.615,被誉为秦淮名胜而成为古都南京的特色景观区,0.975684,0.0243164,0.945964,2
设施和服务,服务,0.622,全程服务没觉得很累,0.97498,0.0250202,0.9444,2
性价比,玩,0.633,来南京玩怎么可能不来夜游秦淮河,0.673046,0.326954,0.273435,2
环境和景观,夜景,0.619,一片歌舞升平的繁华夜景,0.994576,0.00542429,0.987946,2
设施和服务,汉服,0.638,闪现很多穿汉服的小姐姐,0.975471,0.0245289,0.945491,2
环境和景观,温度,0.635,但手写字迹所带有的温度,0.475959,0.524041,0.519183,1
性价比,温度,0.69,但手写字迹所带有的温度,0.475959,0.524041,0.519183,1
性价比,实惠,0.954,经济实惠还特别的丰富,0.998535,0.00146555,0.996743,2
性价比,感受,0.66,整体感受不错,0.999445,0.000555239,0.998766,2
性价比,感受,0.66,感受一下古代考试的环境文化,0.988175,0.0118255,0.973721,2
性价比,感受,0.66,下次有机会还会再来感受的,0.999966,3.39784e-05,0.999924,2
环境和景观,环境,0.621,感受一下古代考试的环境文化,0.988175,0.0118255,0.973721,2
性价比,感受,0.66,整体感受不错,0.999445,0.000555239,0.998766,2
性价比,感受,0.66,感受一下古代考试的环境文化,0.988175,0.0118255,0.973721,2
性价比,感受,0.66,下次有机会还会再来感受的,0.999966,3.39784e-05,0.999924,2
文化和历史价值,公园,0.555,如果没有白鹭洲公园,0.139336,0.860664,0.690364,0
文化和历史价值,公园,0.555,它有白鹭洲公园,0.950124,0.0498761,0.889164,2
文化和历史价值,公园,0.555,又当属白鹭洲公园的景色,0.989181,0.010819,0.975958,2
文化和历史价值,公园,0.555,白鹭洲公园所带有的那种文雅之气与宽广之景,0.997453,0.00254658,0.994341,2
文化和历史价值,公园,0.555,如果没有白鹭洲公园,0.139336,0.860664,0.690364,0
文化和历史价值,公园,0.555,它有白鹭洲公园,0.950124,0.0498761,0.889164,2
文化和历史价值,公园,0.555,又当属白鹭洲公园的景色,0.989181,0.010819,0.975958,2
文化和历史价值,公园,0.555,白鹭洲公园所带有的那种文雅之气与宽广之景,0.997453,0.00254657,0.994341,2
文化和历史价值,公园,0.555,如果没有白鹭洲公园,0.139336,0.860664,0.690364,0
文化和历史价值,公园,0.555,它有白鹭洲公园,0.950124,0.0498761,0.889164,2
文化和历史价值,公园,0.555,又当属白鹭洲公园的景色,0.989181,0.010819,0.975958,2
文化和历史价值,公园,0.555,白鹭洲公园所带有的那种文雅之气与宽广之景,0.997453,0.00254658,0.994341,2
文化和历史价值,公园,0.555,如果没有白鹭洲公园,0.139336,0.860664,0.690364,0
文化和历史价值,公园,0.555,它有白鹭洲公园,0.950124,0.0498761,0.889164,2
文化和历史价值,公园,0.555,又当属白鹭洲公园的景色,0.989181,0.0108191,0.975958,2
文化和历史价值,公园,0.555,白鹭洲公园所带有的那种文雅之气与宽广之景,0.997453,0.00254658,0.994341,2
性价比,感受,0.66,所以感受很不错,0.999741,0.000258667,0.999425,2
环境和景观,湿地,0.618,与杭州的西溪湿地有些像,0.953863,0.046137,0.897473,2
环境和景观,湿地,0.618,我没看过晚上的西溪湿地,0.908407,0.0915932,0.79646,2
环境和景观,湿地,0.618,与杭州的西溪湿地有些像,0.953863,0.046137,0.897473,2
环境和景观,湿地,0.618,我没看过晚上的西溪湿地,0.908407,0.0915932,0.79646,2
性价比,程度,0.73,夫子庙秦淮河的受欢迎程度不用多说,0.999409,0.00059141,0.998686,2
环境和景观,地标,0.618,南京的地标建筑之一,0.997254,0.00274565,0.993899,2
环境和景观,夜景,0.619,夜景超美的,0.999948,5.19405e-05,0.999885,2
环境和景观,夜景,0.619,一定要看秦淮河的夜景,0.993955,0.0060455,0.986566,2
环境和景观,夜景,0.619,夜景超美的,0.999948,5.19405e-05,0.999885,2
环境和景观,夜景,0.619,一定要看秦淮河的夜景,0.993955,0.0060455,0.986566,2
环境和景观,夜景,0.619,"

一定要夜景游船一路的简介非常好",0.998658,0.00134216,0.997017,2
文化和历史价值,公园,0.555,景点3：玄武湖公园,0.993249,0.00675067,0.984998,2
环境和景观,景观,0.615,夫子庙秦淮河景区是古都南京的特色景观区,0.967226,0.0327743,0.927168,2
性价比,感受到,0.6,可以在这里感受到夜泊秦淮近酒家美轮美奂的风景,0.998518,0.0014822,0.996706,2
性价比,玩法,0.692,玩法,0.976751,0.0232488,0.948336,2
性价比,玩累,0.607,玩累了,0.962681,0.0373191,0.917069,2
文化和历史价值,历史,0.647,如果你喜欢历史,0.805312,0.194688,0.567359,2
环境和景观,人文,0.611,喜欢人文,0.99977,0.000229856,0.999489,2
环境和景观,古迹,0.61,也有文化古迹,0.997041,0.00295905,0.993424,2
性价比,感受,0.66,感受夫子庙,0.995326,0.00467405,0.989613,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812647,0.981941,2
文化和历史价值,历史,0.647,是南京乃至全江南的历史文化荟萃之地,0.999642,0.000357713,0.999205,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812646,0.981941,2
文化和历史价值,历史,0.647,是南京乃至全江南的历史文化荟萃之地,0.999642,0.000357713,0.999205,2
性价比,便宜,0.689,然后你会发现后面在看到的超级便宜,0.805084,0.194916,0.566854,2
性价比,没用,0.609,没用女朋友,0.971457,0.0285427,0.936572,2
性价比,玩儿,0.627,去南京旅游的小伙伴们想好都去哪儿玩儿了么？在此推荐几个不错的景点供大家参考,0.951561,0.0484391,0.892358,2
性价比,玩儿,0.627,推荐南京灯会期间过来游玩儿,0.999157,0.000842871,0.998127,2
性价比,玩儿,0.627,建议游秦淮河时可以顺道过来玩儿一下,0.988277,0.0117226,0.97395,2
文化和历史价值,商业,0.556,周边餐饮店商业众多,0.715863,0.284137,0.368584,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475537,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475537,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584785,0.870048,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475536,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
性价比,游玩,0.614,推荐南京灯会期间过来游玩儿,0.999157,0.000842871,0.998127,2
性价比,免费,0.624,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475536,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
性价比,感受,0.66,可以感受南京的生活气息,0.999871,0.000128972,0.999713,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475536,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475536,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584785,0.870048,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475536,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
性价比,玩儿,0.627,去南京旅游的小伙伴们想好都去哪儿玩儿了么？在此推荐几个不错的景点供大家参考,0.951561,0.0484391,0.892358,2
性价比,玩儿,0.627,推荐南京灯会期间过来游玩儿,0.999157,0.000842871,0.998127,2
性价比,玩儿,0.627,建议游秦淮河时可以顺道过来玩儿一下,0.988277,0.0117226,0.97395,2
文化和历史价值,公园,0.555,景点2：东干长巷公园,0.944687,0.0553133,0.877082,2
文化和历史价值,公园,0.555,推荐理由：这个公园在城墙边上,0.901468,0.0985321,0.78104,2
文化和历史价值,公园,0.555,整个公园是一条长路,0.787602,0.212398,0.528004,2
文化和历史价值,公园,0.555,这个免费的公园也是南京人日常遛达的地方,0.994641,0.00535908,0.988091,2
文化和历史价值,公园,0.555,景点3：南京白鹭洲公园,0.987862,0.0121385,0.973026,2
文化和历史价值,公园,0.555,地址：平江府路白鹭洲公园,0.952446,0.0475537,0.894325,2
文化和历史价值,公园,0.555,推荐理由：这个公园距离夫子庙秦淮河不远,0.975921,0.0240793,0.94649,2
文化和历史价值,公园,0.555,这个公园景色还不错,0.941522,0.0584784,0.870048,2
文化和历史价值,商业,0.556,呈现的是如今的这片商业鼎盛区,0.649034,0.350966,0.220076,2
文化和历史价值,历史,0.647,多少历史掌故,0.937163,0.0628372,0.860362,2
性价比,科技,0.863,南京科技博物馆,0.954692,0.045308,0.899316,2
文化和历史价值,公园,0.555,南京市秦淮区公园街95号,0.900836,0.0991637,0.779636,2
性价比,成人,0.622,六朝博物馆成人票30元,0.855149,0.144851,0.678109,2
性价比,票价,0.677,中国科举博物馆携程联票价120元,0.91933,0.0806695,0.820734,2
性价比,感受,0.66,感受古文人墨客之赞美,0.999874,0.00012568,0.999721,2
文化和历史价值,历史,0.647,"的旅游景点之一,有着浓厚的历史氛围",0.997872,0.00212818,0.995271,2
环境和景观,环境,0.621,寺中环境十分幽,0.987436,0.0125643,0.972079,2
性价比,真性,0.612,保存原真性最好的古代城垣,0.997044,0.00295558,0.993432,2
环境和景观,夜景,0.619,夜晚的灯光加上秦淮河畔的夜景真的很美,0.999891,0.000109435,0.999757,2
环境和景观,古迹,0.61,古迹的感觉不是很强烈,0.837737,0.162263,0.639415,2
性价比,感受,0.66,但莺歌燕舞的感受很明显,0.903259,0.0967409,0.78502,2
环境和景观,夜景,0.619,夜景的灯光很美,0.999933,6.74122e-05,0.99985,2
性价比,标志性,0.65,推荐理由：夫子庙是南京的一大标志性游览景点,0.989699,0.0103009,0.977109,2
性价比,象征性,0.616,是特别有象征性意义的地方,0.998121,0.00187909,0.995824,2
文化和历史价值,公园,0.555,景点3：莫愁湖公园,0.987611,0.0123889,0.972469,2
文化和历史价值,历史,0.647,讲解员每路过一个地方都会讲下相关的历史典故,0.985773,0.0142273,0.968384,2
文化和历史价值,历史,0.647,让我了解到这条秦淮河的历史文化,0.999228,0.000771996,0.998284,2
文化和历史价值,历史,0.647,讲解员每路过一个地方都会讲下相关的历史典故,0.985773,0.0142273,0.968384,2
文化和历史价值,历史,0.647,让我了解到这条秦淮河的历史文化,0.999228,0.000771996,0.998284,2
环境和景观,文化底蕴,0.619,朋友文化底蕴深厚,0.997091,0.00290951,0.993535,2
环境和景观,夜景,0.619,晚上夫子庙夜景还是很不错的,0.994168,0.00583207,0.98704,2
环境和景观,夜景,0.619,晚上的秦淮河夜景风光格外美丽,0.999867,0.000133227,0.999704,2
性价比,感受,0.66,当然要坐上游船听着导游的讲解慢慢去感受,0.991194,0.00880648,0.98043,2
文化和历史价值,历史,0.647,有历史,0.996064,0.00393555,0.991254,2
环境和景观,夜景,0.619,没有坐上船观赏夜景,0.714255,0.285746,0.36501,2
环境和景观,夜景,0.619,"
夜景还是震撼到我这个北方人了",0.995231,0.00476905,0.989402,2
环境和景观,夜景,0.619,没有坐上船观赏夜景,0.714255,0.285746,0.36501,2
环境和景观,夜景,0.619,"
夜景还是震撼到我这个北方人了",0.995231,0.00476905,0.989402,2
性价比,游玩,0.614,推荐一起游玩,0.999642,0.000357538,0.999206,2
性价比,玩法,0.692,玩法：可以可以选择下午的时间过来这边逛逛这里还有中国科举博物馆江南贡院等等,0.987901,0.0120991,0.973113,2
性价比,感受,0.66,感受秦淮河两岸的夜景,0.998201,0.00179922,0.996002,2
环境和景观,夜景,0.619,感受秦淮河两岸的夜景,0.998201,0.00179922,0.996002,2
环境和景观,夜景,0.619,晚上夜景太美,0.999571,0.000428945,0.999047,2
文化和历史价值,公园,0.555,现在的秦淮沿岸分别有东水关遗址公园,0.897274,0.102726,0.771719,2
文化和历史价值,公园,0.555,白鹭洲公园,0.928625,0.0713747,0.84139,2
文化和历史价值,公园,0.555,现在的秦淮沿岸分别有东水关遗址公园,0.897274,0.102726,0.771719,2
文化和历史价值,公园,0.555,白鹭洲公园,0.928625,0.0713747,0.84139,2
环境和景观,夜景,0.619,到南京这里应该是必须要游览的吧就像在上海一定要看看黄浦江一样夜景模式拍的实在不好没有p30真的是遗憾哈哈这里给人的感觉还是不一样想吟诗作对也没啥才华理工男的苦恼,0.961769,0.0382308,0.915043,2
环境和景观,地标,0.618,夫子庙秦淮河算得上老南京的地标了,0.997845,0.00215531,0.99521,2
环境和景观,古迹,0.61,主要就是一些南京的古迹,0.987252,0.0127479,0.971671,2
性价比,百度,0.631,不认识的小伙伴建议百度地图一下,0.618532,0.381468,0.152293,2
文化和历史价值,历史,0.647,有着浓重的历史文化,0.997197,0.00280298,0.993771,2
性价比,数百位,0.585,吴敬梓等数百位著名的军事家,0.918476,0.0815243,0.818835,2
文化和历史价值,历史,0.647,历史上,0.995049,0.00495137,0.988997,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812647,0.981941,2
文化和历史价值,历史,0.647,被称为“中国第一历史文化名河”,0.910994,0.0890059,0.802209,2
文化和历史价值,历史,0.647,历史上,0.995049,0.00495137,0.988997,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812646,0.981941,2
文化和历史价值,历史,0.647,被称为“中国第一历史文化名河”,0.910994,0.0890058,0.802209,2
文化和历史价值,历史,0.647,历史上,0.995049,0.00495137,0.988997,2
文化和历史价值,历史,0.647,历史上极富盛名,0.991874,0.00812647,0.981941,2
文化和历史价值,历史,0.647,被称为“中国第一历史文化名河”,0.910994,0.0890059,0.802209,2
环境和景观,景观,0.615,被誉为秦淮古都南京的特色景观区,0.967497,0.032503,0.927771,2
环境和景观,景观,0.615,行走在秦淮河景观带,0.997003,0.00299659,0.993341,2
环境和景观,夜景,0.619,秦淮河的夜景水韵金陵,0.996094,0.00390568,0.991321,2
环境和景观,景观带,0.62,行走在秦淮河景观带,0.997003,0.00299659,0.993341,2
性价比,标志性,0.65,每个城市都有这么个标志性建筑群,0.999402,0.000598331,0.99867,2
文化和历史价值,商业,0.556,只是商业气息太浓郁,0.403749,0.596251,0.10278,0
性价比,物价,0.669,物价也是很离谱,0.00598745,0.994013,0.986695,0
性价比,免费,0.624,门票攻略免费,0.984937,0.0150634,0.966526,2
性价比,游玩,0.614,一定要坐船游玩,0.997171,0.00282882,0.993714,2
文化和历史价值,历史,0.647,在船上有工作人员详细的介绍景点历史,0.995757,0.00424274,0.990572,2
文化和历史价值,历史,0.647,承载更多的是厚重的历史与人文,0.999416,0.000584525,0.998701,2
文化和历史价值,历史,0.647,被称为中国第一历史文化名河,0.976307,0.0236927,0.947349,2
环境和景观,人文,0.611,承载更多的是厚重的历史与人文,0.999416,0.000584525,0.998701,2
文化和历史价值,历史,0.647,承载更多的是厚重的历史与人文,0.999416,0.000584525,0.998701,2
文化和历史价值,历史,0.647,被称为中国第一历史文化名河,0.976307,0.0236927,0.947349,2
性价比,玩,0.633,到南京玩,0.979023,0.020977,0.953385,2
性价比,没用,0.609,没用多久就上船了,0.0254536,0.974546,0.943436,0
性价比,玩,0.633,去南京玩,0.986674,0.0133264,0.970386,2
性价比,玩,0.633,不得不说的吃喝玩乐,0.51384,0.48616,0.723209,1
性价比,玩,0.633,很向往去秦淮河夫子庙游玩,0.999367,0.000633164,0.998593,2
性价比,游玩,0.614,很向往去秦淮河夫子庙游玩,0.999367,0.000633164,0.998593,2
性价比,票价,0.677,秦淮河夜晚和白天的游船票价不一样,0.97903,0.0209699,0.9534,2
环境和景观,环境,0.621,了解考生在什么环境下考试,0.940226,0.0597738,0.867169,2
文化和历史价值,历史,0.647,金陵历史人文荟萃之地,0.994509,0.00549075,0.987798,2
环境和景观,名胜,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
环境和景观,景观,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
性价比,数百位,0.585,吴敬梓等数百位著名的军事家,0.918476,0.0815243,0.818835,2
环境和景观,夜景,0.619,这并不是我见过最漂亮的夜景,0.913091,0.0869094,0.806868,2
环境和景观,夜景,0.619,个人觉得夜景也就还好吧,0.861096,0.138904,0.691325,2
文化和历史价值,历史,0.647,亦被称为“中国第一历史文化名河”的秦淮河,0.996355,0.00364523,0.991899,2
文化和历史价值,历史,0.647,乌衣巷是中国历史最悠久最著名的古巷,0.996504,0.00349598,0.992231,2
文化和历史价值,历史,0.647,与两大家族的历史,0.996148,0.00385228,0.991439,2
文化和历史价值,历史,0.647,乃至整个中国文化的历史紧密相连,0.999433,0.000567432,0.998739,2
性价比,成行,0.591,可以时间有限未能成行,0.790835,0.209165,0.53519,2
文化和历史价值,历史,0.647,亦被称为“中国第一历史文化名河”的秦淮河,0.996355,0.00364523,0.991899,2
文化和历史价值,历史,0.647,乌衣巷是中国历史最悠久最著名的古巷,0.996504,0.00349598,0.992231,2
文化和历史价值,历史,0.647,与两大家族的历史,0.996148,0.00385227,0.991439,2
文化和历史价值,历史,0.647,乃至整个中国文化的历史紧密相连,0.999433,0.000567432,0.998739,2
性价比,成就,0.684,见证了王谢的艺术成就,0.99394,0.0060602,0.986533,2
文化和历史价值,历史,0.647,亦被称为“中国第一历史文化名河”的秦淮河,0.996355,0.00364523,0.991899,2
文化和历史价值,历史,0.647,乌衣巷是中国历史最悠久最著名的古巷,0.996504,0.00349598,0.992231,2
文化和历史价值,历史,0.647,与两大家族的历史,0.996148,0.00385227,0.991439,2
文化和历史价值,历史,0.647,乃至整个中国文化的历史紧密相连,0.999433,0.000567432,0.998739,2
文化和历史价值,历史,0.647,亦被称为“中国第一历史文化名河”的秦淮河,0.996355,0.00364523,0.991899,2
文化和历史价值,历史,0.647,乌衣巷是中国历史最悠久最著名的古巷,0.996504,0.00349598,0.992231,2
文化和历史价值,历史,0.647,与两大家族的历史,0.996148,0.00385228,0.991439,2
文化和历史价值,历史,0.647,乃至整个中国文化的历史紧密相连,0.999433,0.000567432,0.998739,2
文化和历史价值,发展史,0.647,南京若干年的发展史上,0.993419,0.0065813,0.985375,2
文化和历史价值,公园,0.555,作为4A景区大公园,0.868515,0.131485,0.707811,2
性价比,免费,0.624,是免费的,0.985244,0.0147559,0.967209,2
性价比,免费,0.624,外围免费,0.984188,0.0158124,0.964861,2
性价比,免费,0.624,是免费的,0.985244,0.0147559,0.967209,2
性价比,免费,0.624,外围免费,0.984188,0.0158124,0.964861,2
文化和历史价值,历史,0.647,金陵历史人文荟萃之地,0.994509,0.00549075,0.987798,2
环境和景观,名胜,0.615,作为秦淮名胜是南京的特色景观区,0.955319,0.0446813,0.900708,2
环境和景观,景观,0.615,作为秦淮名胜是南京的特色景观区,0.955319,0.0446813,0.900708,2
性价比,性价比,1.0,周围有很多性价比高的服装店和美食店,0.995591,0.00440941,0.990201,2
环境和景观,文化底蕴,0.619,是很有文化底蕴的一座城市,0.999749,0.000250543,0.999443,2
性价比,感受,0.66,在这里可以充分感受历史文化的气息,0.999699,0.000301486,0.99933,2
文化和历史价值,历史,0.647,在这里可以充分感受历史文化的气息,0.999699,0.000301486,0.99933,2
环境和景观,夜景,0.619,这里的夜景也是美不胜收,0.999485,0.000514567,0.998857,2
文化和历史价值,公园,0.555,景点3：玄武湖公园,0.993249,0.00675067,0.984998,2
性价比,像是,0.611,像是在给我们赐福,0.675554,0.324446,0.279009,2
环境和景观,名胜,0.615,推荐理由：莫愁湖号称金陵第一名胜金陵四十八景之首湖面占据了很大的面积整个公园围湖而建,0.980994,0.0190062,0.957764,2
文化和历史价值,公园,0.555,推荐理由：莫愁湖号称金陵第一名胜金陵四十八景之首湖面占据了很大的面积整个公园围湖而建,0.980994,0.0190062,0.957764,2
性价比,游玩,0.614,建议游玩时间：半天,0.953765,0.0462349,0.897256,2
性价比,游玩,0.614,建议游玩时间：3小时,0.946789,0.0532111,0.881753,2
文化和历史价值,历史,0.647,推荐理由：是江南四大名园之一太平天国历史的见证,0.996663,0.00333693,0.992585,2
文化和历史价值,历史,0.647,曾为中山靖王徐达的花园后曾为东王杨秀清的花园如果了解太平天国的历史一定要来这里内设有太平天国历史博物馆很多文物保存完好亭台楼阁小巧精致错落有序还是新白娘子传奇的取景地之一,0.996927,0.00307306,0.993171,2
文化和历史价值,历史,0.647,推荐理由：是江南四大名园之一太平天国历史的见证,0.996663,0.00333693,0.992585,2
