字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
设施和服务,服务,0.622,服务热情周到,0.991714,0.00828593,0.981587,2
设施和服务,热情周到,0.63,服务热情周到,0.991714,0.00828593,0.981587,2
设施和服务,平台,0.625,喜欢这个平台Σ,0.999708,0.000291865,0.999351,2
环境和景观,环境优美,0.622,环境优美装潢讲究气势磅礴空气新鲜人气挺旺值得带着孩子来逛逛不错哦,0.999302,0.000698372,0.998448,2
文化和历史价值,历史,0.647,千年的历史沉淀,0.998876,0.00112365,0.997503,2
性价比,游玩,0.614,可以去好好的游玩游玩,0.99745,0.00255046,0.994332,2
性价比,游玩,0.614,可以去好好的游玩游玩,0.99745,0.00255046,0.994332,2
性价比,玩,0.633,童年时最开心就是去南京玩了,0.999757,0.000242895,0.99946,2
性价比,量,0.588,量很足,0.999271,0.000729314,0.998379,2
性价比,实惠,0.954,真的很实惠,0.999302,0.000698072,0.998449,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,环境,0.621,而且环境,0.376066,0.623934,0.164298,0
性价比,价格,0.724,这个价格跟其他平台比起来真的划算太多了,0.988864,0.0111358,0.975254,2
设施和服务,平台,0.625,这个价格跟其他平台比起来真的划算太多了,0.988864,0.0111358,0.975254,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,环境,0.621,而且环境,0.376066,0.623934,0.164298,0
环境和景观,卫生,0.62,卫生各方面都不输其他家,0.996333,0.00366688,0.991851,2
设施和服务,商品,0.89,这里的商品应有尽有质量保证价格太贵了买不起啊,0.822943,0.177057,0.60654,2
性价比,价格,0.724,这里的商品应有尽有质量保证价格太贵了买不起啊,0.822943,0.177057,0.60654,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,"
环境很不错",0.996991,0.00300863,0.993314,2
环境和景观,环境,0.621,环境整体不错,0.991906,0.00809432,0.982013,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.00404101,0.99102,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
环境和景观,环境,0.621,环境整体不错,0.991906,0.00809432,0.982013,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.00404101,0.99102,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
环境和景观,环境,0.621,环境整体不错,0.991906,0.00809432,0.982013,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.00404101,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.00404101,0.99102,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
环境和景观,环境,0.621,环境整体不错,0.991906,0.00809432,0.982013,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.00404101,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
环境和景观,环境,0.621,不错环境整体不错,0.995959,0.004041,0.99102,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.00071722,0.998406,2
设施和服务,设施,0.621,设施齐全,0.999283,0.000717218,0.998406,2
文化和历史价值,历史,0.647,南京夫子庙秦淮河的历史文化十分浓厚,0.999462,0.000538193,0.998804,2
环境和景观,夜景,0.619,夜景很美,0.999893,0.000106615,0.999763,2
性价比,趣味性,0.726,趣味性强,0.998274,0.001726,0.996164,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,便宜,0.689,小吃都很便宜,0.968452,0.0315477,0.929894,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,好玩的地方夜景真的很好看,0.999917,8.31692e-05,0.999815,2
文化和历史价值,历史,0.647,带着历史厚重的贡院,0.999141,0.000858788,0.998092,2
环境和景观,夜景,0.619,也有温柔夜景的秦淮河风光,0.999812,0.000188073,0.999582,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
环境和景观,夜景,0.619,看看夜景,0.990176,0.00982416,0.978169,2
性价比,感受到,0.6,因为只有在晚上才能感受到“夜泊秦淮近酒家”如诗如画的美景,0.995353,0.00464663,0.989674,2
环境和景观,夜景,0.619,因为夫子庙秦淮河晚上的夜景真的太美了,0.999779,0.000220868,0.999509,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
文化和历史价值,公园,0.555,东起东水关公园,0.965314,0.0346864,0.922919,2
文化和历史价值,公园,0.555,西至西水关公园,0.894214,0.105786,0.76492,2
环境和景观,古迹,0.61,民居及附近的古迹,0.943418,0.0565824,0.874261,2
性价比,玩,0.633,有的玩,0.991304,0.00869605,0.980675,2
性价比,玩,0.633,也是解放前就能来玩多好呀,0.991954,0.00804609,0.98212,2
性价比,玩,0.633,有的玩,0.991304,0.00869605,0.980675,2
性价比,玩,0.633,也是解放前就能来玩多好呀,0.991954,0.00804609,0.98212,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,优美的环境,0.997463,0.00253709,0.994362,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,免费,0.624,免费的5A景点,0.998686,0.00131361,0.997081,2
性价比,玩,0.633,一个值得去玩的好地方,0.999808,0.000191947,0.999573,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,不错的环境,0.996565,0.00343468,0.992367,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,价格,0.724,景色宜人趣味超赞价格适宜服务周到热情环境卫生干净设施齐全,0.999385,0.000614903,0.998634,2
环境和景观,环境卫生,0.62,景色宜人趣味超赞价格适宜服务周到热情环境卫生干净设施齐全,0.999385,0.000614904,0.998634,2
设施和服务,设施,0.621,景色宜人趣味超赞价格适宜服务周到热情环境卫生干净设施齐全,0.999385,0.000614904,0.998634,2
环境和景观,地标,0.618,毕竟是南京的地标,0.966418,0.0335821,0.925373,2
环境和景观,夜景,0.619,而且夜景挺漂亮,0.999539,0.000460952,0.998976,2
性价比,票价,0.677,具体票价,0.844808,0.155192,0.655129,2
文化和历史价值,历史,0.647,历史古都,0.999544,0.000455682,0.998987,2
文化和历史价值,历史,0.647,这里有古代的历史遗迹,0.979303,0.0206967,0.954007,2
环境和景观,人文景观,0.612,可以领略不同的人文景观,0.997426,0.00257356,0.994281,2
文化和历史价值,历史,0.647,一条历史之河,0.485029,0.514971,0.700581,1
环境和景观,文物古迹,0.611,是一组串起的文物古迹,0.935833,0.0641667,0.857407,2
文化和历史价值,历史,0.647,体会具有南京特色的历史文化风光带,0.996894,0.00310638,0.993097,2
性价比,价格,0.724,难吃价格还贵,0.000146429,0.999854,0.999675,0
环境和景观,夜景,0.619,夜景也不错,0.999817,0.000182641,0.999594,2
环境和景观,夜景,0.619,夜景尤其是夜景,0.998351,0.00164942,0.996335,2
环境和景观,夜景,0.619,夜景尤其是夜景,0.998351,0.00164942,0.996335,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,"性价比不错
",0.999882,0.00011803,0.999738,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,"性价比不错
",0.999882,0.00011803,0.999738,2
环境和景观,夜景,0.619,南京夫子庙秦淮风光带哪里夜景很美好周边小吃也很好吃,0.998558,0.001442,0.996796,2
性价比,趣味性,0.726,"趣味性不错
",0.999002,0.00099848,0.997781,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,感受,0.66,从不同视角感受河畔风土人情,0.993765,0.00623526,0.986144,2
文化和历史价值,历史,0.647,有历史有人文,0.990765,0.00923511,0.979478,2
环境和景观,人文,0.611,有历史有人文,0.990765,0.00923511,0.979478,2
文化和历史价值,历史,0.647,现在都对这些历史街区有兴趣了吗,0.543172,0.456828,0.136553,1
环境和景观,夜景,0.619,秦淮河边夜景很美呀,0.999961,3.92182e-05,0.999913,2
文化和历史价值,历史,0.647,可以了解到不少历史故事,0.994151,0.00584859,0.987003,2
环境和景观,环境,0.621,这里的环境非常棒,0.999753,0.000247376,0.99945,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,环境,0.621,环境不错哦,0.995461,0.00453929,0.989913,2
环境和景观,夜景,0.619,夜景真的是太漂亮了,0.999386,0.000613579,0.998636,2
环境和景观,夜景,0.619,晚上来夫子庙看夜景还是可以的,0.976895,0.0231046,0.948656,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比不错,0.999882,0.00011803,0.999738,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比不错,0.999882,0.00011803,0.999738,2
设施和服务,商品,0.89,商品丰富多彩,0.980832,0.0191681,0.957404,2
性价比,玩,0.633,看你怎么玩了,0.11337,0.88663,0.748067,0
环境和景观,环境,0.621,不错的环境,0.996565,0.00343468,0.992367,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,人文景观,0.612,人文景观不错,0.995422,0.00457826,0.989826,2
性价比,游玩,0.614,来游玩的人很多,0.987677,0.0123232,0.972615,2
文化和历史价值,历史,0.647,历史人文美景一体,0.998977,0.00102315,0.997726,2
环境和景观,人文,0.611,历史人文美景一体,0.998977,0.00102315,0.997726,2
环境和景观,人文,0.611,古老的夫子庙见证了历代社会人文发展,0.993241,0.00675897,0.98498,2
文化和历史价值,历史,0.647,悠久的历史值得欣赏,0.999657,0.000342704,0.999238,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,景观,0.615,这里是旧时南京城的特色景观区域,0.973754,0.0262458,0.941676,2
性价比,游玩,0.614,必须游玩的地方,0.998709,0.00129062,0.997132,2
环境和景观,环境,0.621,这里的环境还不错,0.941641,0.0583588,0.870314,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,商业,0.556,商业味太重了,0.00138258,0.998617,0.996928,0
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,湿地,0.618,河道边的湿地还有野生的白鹭,0.957917,0.0420834,0.906481,2
性价比,玩,0.633,南京很美丽大地方赞一个可以的我们经常去玩的,0.999962,3.84457e-05,0.999915,2
环境和景观,夜景,0.619,晚上又去看看夜景一天就结束了,0.996332,0.00366845,0.991848,2
性价比,游玩,0.614,带小朋友来游玩都比较合适的地方,0.998664,0.00133571,0.997032,2
设施和服务,汉服,0.638,门口可以换汉服进入,0.946483,0.0535175,0.881072,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
环境和景观,人文,0.611,自然与人文相融,0.993836,0.0061643,0.986302,2
文化和历史价值,历史,0.647,历史与现代交织,0.991213,0.00878728,0.980473,2
文化和历史价值,历史,0.647,是南京历史文化荟萃之地,0.998423,0.00157735,0.996495,2
环境和景观,夜景,0.619,秦淮河两岸夜景繁华,0.994676,0.00532361,0.98817,2
环境和景观,夜景,0.619,游船上欣赏秦淮河畔的夜景,0.996274,0.00372631,0.991719,2
环境和景观,夜景,0.619,秦淮河两岸夜景繁华,0.994676,0.00532361,0.98817,2
环境和景观,夜景,0.619,游船上欣赏秦淮河畔的夜景,0.996274,0.00372631,0.991719,2
性价比,感受,0.66,感受江南水乡的浪漫气息,0.999973,2.7346e-05,0.999939,2
文化和历史价值,历史,0.647,历史与现代交织,0.991213,0.00878728,0.980473,2
文化和历史价值,历史,0.647,是南京历史文化荟萃之地,0.998423,0.00157735,0.996495,2
性价比,感受,0.66,感受了夫子庙一代的人从众,0.643624,0.356376,0.208054,2
性价比,感受,0.66,感受灯火阑珊,0.999706,0.000293713,0.999347,2
性价比,感受,0.66,感受人间繁华,0.999618,0.000381952,0.999151,2
性价比,感受,0.66,感受古风气息,0.999903,9.70768e-05,0.999784,2
性价比,感受,0.66,感受了夫子庙一代的人从众,0.643624,0.356376,0.208054,2
性价比,感受,0.66,感受灯火阑珊,0.999706,0.000293714,0.999347,2
性价比,感受,0.66,感受人间繁华,0.999618,0.000381952,0.999151,2
性价比,感受,0.66,感受古风气息,0.999903,9.70768e-05,0.999784,2
性价比,感受,0.66,感受了夫子庙一代的人从众,0.643624,0.356376,0.208054,2
性价比,感受,0.66,感受灯火阑珊,0.999706,0.000293714,0.999347,2
性价比,感受,0.66,感受人间繁华,0.999618,0.000381951,0.999151,2
性价比,感受,0.66,感受古风气息,0.999903,9.70768e-05,0.999784,2
性价比,感受,0.66,感受了夫子庙一代的人从众,0.643624,0.356376,0.208054,2
性价比,感受,0.66,感受灯火阑珊,0.999706,0.000293714,0.999347,2
性价比,感受,0.66,感受人间繁华,0.999618,0.000381951,0.999151,2
性价比,感受,0.66,感受古风气息,0.999903,9.70768e-05,0.999784,2
性价比,感受,0.66,感受城市中古老与现代的视觉冲击,0.980965,0.0190354,0.957699,2
文化和历史价值,历史,0.647,秦淮河是中国第一历史文化名河,0.996789,0.0032111,0.992864,2
性价比,重复性,0.693,重复性较高且性价比低,0.00635407,0.993646,0.98588,0
性价比,性价比,1.0,重复性较高且性价比低,0.00635407,0.993646,0.98588,0
设施和服务,维修,0.642,上次由于秦淮人家正在维修给遮挡了,0.527329,0.472671,0.453421,1
环境和景观,景观,0.615,朱雀桥一带的秦淮河水上游船和沿河两岸楼阁景观,0.995776,0.00422388,0.990614,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
文化和历史价值,历史,0.647,秦淮河是中国第一历史文化名河,0.996789,0.0032111,0.992864,2
性价比,玩,0.633,节假日不推荐去玩,0.953372,0.0466278,0.896383,2
环境和景观,文化底蕴,0.619,文化底蕴深厚,0.99907,0.00093004,0.997933,2
环境和景观,夜景,0.619,南京市秦淮河夜景很美,0.999955,4.48172e-05,0.9999,2
性价比,标志性,0.65,标志性经典,0.999619,0.000380546,0.999154,2
环境和景观,环境保护,0.628,夫子庙秦淮河风光带景色不错周边环境保护的很好,0.999258,0.000742109,0.998351,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,人文,0.611,人文历史文化内容丰富,0.999154,0.000846477,0.998119,2
文化和历史价值,历史,0.647,人文历史文化内容丰富,0.999154,0.000846478,0.998119,2
性价比,观赏性,0.739,观赏性强,0.999704,0.00029589,0.999343,2
环境和景观,名胜,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
环境和景观,景观,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
环境和景观,夜景,0.619,夜景更加美丽,0.999816,0.00018385,0.999591,2
环境和景观,环境,0.621,这里的环境还不错,0.941641,0.0583588,0.870314,2
性价比,玩玩,0.634,有时间大家可以去看看玩玩,0.993306,0.00669428,0.985124,2
文化和历史价值,休闲,0.558,"休闲很舒适
",0.999906,9.3597e-05,0.999792,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,"夜景比较的美
",0.996623,0.00337732,0.992495,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,成功,0.623,每次美丽的南京金陵成功时城市的夫子庙秦淮河,0.999967,3.33693e-05,0.999926,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,夜景超级美,0.999981,1.87753e-05,0.999958,2
性价比,性,0.692,古都的编制性景点,0.99491,0.00509037,0.988688,2
环境和景观,夜景,0.619,特别是夜景,0.998317,0.0016832,0.99626,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,游玩,0.614,这里太值得一去了到这游玩的人真是人山人海,0.999511,0.000489063,0.998913,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
文化和历史价值,历史,0.647,一座有很长历史的城市,0.999188,0.000811552,0.998197,2
性价比,玩吧,0.612,一起玩吧,0.959161,0.0408392,0.909246,2
性价比,玩,0.633,有吃的有玩的,0.992092,0.00790789,0.982427,2
性价比,性价比,1.0,性价比最好的网红打卡点,0.999665,0.000334621,0.999256,2
环境和景观,夜景,0.619,特别是夜景,0.998317,0.0016832,0.99626,2
文化和历史价值,历史,0.647,南京夫子庙秦淮河风光带有着悠久的历史气息,0.998576,0.00142428,0.996835,2
性价比,玩,0.633,"适合带孩子去玩
",0.999405,0.00059535,0.998677,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,价格便宜,0.601,价格便宜的,0.98601,0.0139901,0.968911,2
设施和服务,服务态度,0.621,服务态度很好的,0.99129,0.00871004,0.980644,2
性价比,服务态度,0.573,服务态度很好的,0.99129,0.00871005,0.980644,2
性价比,性价比,1.0,性价比不错的景点,0.999755,0.000244848,0.999456,2
文化和历史价值,历史,0.647,还有江南贡院等历史文化底蕴深厚的景点,0.998296,0.00170398,0.996213,2
环境和景观,文化底蕴,0.619,还有江南贡院等历史文化底蕴深厚的景点,0.998296,0.00170398,0.996213,2
环境和景观,夜景,0.619,白天夜景都很漂亮,0.999893,0.000107046,0.999762,2
性价比,游玩,0.614,值得好好游玩,0.998924,0.00107578,0.997609,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
环境和景观,文物古迹,0.611,串联起众多全国重点文物保护单位和文物古迹,0.99155,0.00844961,0.981223,2
文化和历史价值,历史,0.647,不仅是南京历史文化荟萃之地,0.998985,0.00101524,0.997744,2
文化和历史价值,历史,0.647,秦淮河是中国第一历史文化名河,0.996789,0.0032111,0.992864,2
文化和历史价值,历史,0.647,不仅是南京历史文化荟萃之地,0.998985,0.00101524,0.997744,2
文化和历史价值,历史,0.647,秦淮河是中国第一历史文化名河,0.996789,0.0032111,0.992864,2
环境和景观,地标,0.618,南京夫子庙地标建筑,0.980922,0.0190778,0.957605,2
文化和历史价值,历史,0.647,6朝古都的历史风韵,0.999548,0.000451595,0.998996,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,夜景,0.619,秦淮河夜景不错,0.998844,0.00115571,0.997432,2
环境和景观,夜景,0.619,尤其是夜景,0.991055,0.00894472,0.980123,2
性价比,游玩,0.614,值得打卡游玩,0.997705,0.00229531,0.994899,2
环境和景观,夜景,0.619,夫子庙夜景很漂亮,0.99985,0.000150299,0.999666,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,价格,0.724,价格很便宜,0.94229,0.0577098,0.871756,2
性价比,便宜,0.689,价格很便宜,0.94229,0.0577098,0.871756,2
设施和服务,服务态度,0.621,服务态度很好,0.991091,0.00890882,0.980203,2
性价比,服务态度,0.573,服务态度很好,0.991091,0.00890882,0.980203,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,地标,0.618,南京的地标建筑之一,0.997254,0.00274565,0.993899,2
环境和景观,夜景,0.619,夜景超美,0.999949,5.09394e-05,0.999887,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,玩玩,0.634,我每次来这里玩玩啦景色宜人空气质量好,0.998315,0.0016846,0.996256,2
性价比,玩,0.633,大家看一下一起去玩,0.995231,0.00476908,0.989402,2
设施和服务,汉服,0.638,下次穿着汉服去拍照,0.999726,0.000274473,0.99939,2
性价比,玩,0.633,特别是得晚上去玩,0.999187,0.000812643,0.998194,2
性价比,玩,0.633,可以坐船游玩,0.997506,0.00249415,0.994457,2
性价比,游玩,0.614,可以坐船游玩,0.997506,0.00249415,0.994457,2
环境和景观,环境,0.621,环境优雅舒适度不错,0.994527,0.00547301,0.987838,2
性价比,舒适度,0.756,环境优雅舒适度不错,0.994527,0.00547301,0.987838,2
性价比,感受,0.66,感受秦淮河两岸美景,0.999815,0.000185154,0.999588,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
环境和景观,文化底蕴,0.619,有文化底蕴,0.991837,0.00816264,0.981861,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
环境和景观,夜景,0.619,夜景非常美丽,0.999935,6.45002e-05,0.999857,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,夜景,0.619,夜景更美,0.999501,0.000499212,0.998891,2
文化和历史价值,历史,0.647,南京历史文化长廊,0.99102,0.00898034,0.980044,2
文化和历史价值,商业,0.556,金陵商业繁华之地,0.985962,0.0140378,0.968805,2
环境和景观,文化底蕴,0.619,有文化底蕴,0.991837,0.00816264,0.981861,2
性价比,物美价廉,0.589,物美价廉,0.99969,0.000309536,0.999312,2
性价比,无比,0.621,喧闹无比,0.0446185,0.955381,0.900848,0
性价比,名气,0.604,名气不仅大,0.915645,0.0843555,0.812543,2
环境和景观,环境,0.621,环境也优美,0.99982,0.000180198,0.9996,2
性价比,玩玩,0.634,值得过去玩玩,0.999762,0.000238459,0.99947,2
性价比,无比,0.621,无比的漂亮,0.999984,1.60702e-05,0.999964,2
环境和景观,地标,0.618,南京的地标,0.990359,0.00964101,0.978576,2
文化和历史价值,历史,0.647,有历史沉淀,0.998382,0.00161801,0.996404,2
环境和景观,环境,0.621,人文环境也很好,0.999865,0.000134983,0.9997,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
环境和景观,地标,0.618,地标性景点,0.994595,0.00540481,0.987989,2
性价比,性,0.692,地标性景点,0.994595,0.0054048,0.987989,2
性价比,代表性,0.577,南京比较有代表性的商业一条街,0.97058,0.0294205,0.934621,2
文化和历史价值,商业,0.556,南京比较有代表性的商业一条街,0.97058,0.0294205,0.934621,2
文化和历史价值,历史,0.647,一段丰富多彩的历史,0.999079,0.000920889,0.997953,2
环境和景观,夜景,0.619,夜景迷人,0.999001,0.000998952,0.99778,2
环境和景观,地标,0.618,南京地标,0.98275,0.01725,0.961667,2
设施和服务,服务态度,0.621,服务态度很好,0.991091,0.00890882,0.980203,2
性价比,服务态度,0.573,服务态度很好,0.991091,0.00890882,0.980203,2
性价比,性价比,1.0,性价比很高兴,0.999901,9.9259e-05,0.999779,2
性价比,感受,0.66,非常值得去感受,0.999912,8.8164e-05,0.999804,2
性价比,感受,0.66,感受大都市园林的别有风味,0.999853,0.000146473,0.999674,2
性价比,感受,0.66,在这里感受美好的风景,0.999782,0.000218416,0.999515,2
性价比,感受,0.66,感受大都市园林的别有风味,0.999853,0.000146473,0.999674,2
性价比,感受,0.66,在这里感受美好的风景,0.999782,0.000218416,0.999515,2
环境和景观,环境,0.621,环境好交通便利,0.998195,0.00180505,0.995989,2
性价比,价廉物美,0.705,种类齐全品种繁多价廉物美摆放有序挑选便利一目了然,0.997825,0.00217525,0.995166,2
设施和服务,热情周到,0.63,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
性价比,游玩,0.614,工作人员热情周到值得大家去游玩,0.999335,0.000665371,0.998521,2
性价比,游玩,0.614,外地人也多作为景点来游玩,0.96009,0.0399102,0.911311,2
性价比,性价比,1.0,性价比还可以,0.999785,0.000214908,0.999522,2
环境和景观,夜景,0.619,夜景好看,0.999946,5.39086e-05,0.99988,2
设施和服务,服务,0.622,服务很好,0.992007,0.00799272,0.982238,2
性价比,价格,0.724,价格实惠,0.999855,0.000145209,0.999677,2
性价比,实惠,0.954,价格实惠,0.999855,0.00014521,0.999677,2
性价比,游玩,0.614,是一个带孩子游玩的地方,0.994722,0.00527807,0.988271,2
环境和景观,夜景,0.619,晚上的夜景很漂亮,0.999835,0.000165489,0.999632,2
环境和景观,布局合理,0.625,布局合理,0.992726,0.00727442,0.983835,2
性价比,趣味性,0.726,趣味性好,0.999593,0.000406526,0.999097,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,"性价比还好
",0.998882,0.00111841,0.997515,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,"性价比还好
",0.998882,0.00111841,0.997515,2
环境和景观,夜景,0.619,夜景更美,0.999501,0.000499212,0.998891,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
性价比,游玩,0.614,推荐夏天的晚上去游玩,0.998153,0.00184663,0.995896,2
性价比,感受,0.66,感受秦淮风光,0.996439,0.00356149,0.992086,2
文化和历史价值,历史,0.647,很有历史文化的名城,0.99977,0.000230055,0.999489,2
性价比,游玩,0.614,必须要去看看的夫子庙游玩,0.99902,0.000980081,0.997822,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比很高,0.99989,0.000110221,0.999755,2
设施和服务,商品,0.89,商品丰富,0.989493,0.0105065,0.976652,2
环境和景观,夜景,0.619,夜景更迷人,0.992584,0.0074159,0.98352,2
环境和景观,地标,0.618,南京地标景点,0.99222,0.00777948,0.982712,2
文化和历史价值,商业,0.556,商业味比较浓,0.526698,0.473302,0.466045,1
性价比,人比,0.664,人比以前少很多,0.722439,0.277561,0.383197,2
