用户名,时间,内容,星级,点赞,,,
路人杰,2021-12-2915:06," 明孝陵、中山陵、音乐台、美龄宫、灵谷寺几个景区相邻，因此买了一个套票100元包括三个景区  冬天明孝陵很幽静清静，人不多，阳光暖暖地照下来，很适合散步；音乐台其实没啥音乐??，主要是有很多鸽子，可以画五块钱买些鸽子食物喂；美龄宫是民国时期的总统官邸，有三层可供参观。不过这个区域太大了，灵谷寺实在走不过去了  建议这几个景区之间应该多一些摆渡车   		   ",5,7, , , 
小曹来了喔,2021-12-2823:36," 坐地铁2号线苜蓿园站就可以到明孝陵了。 门票￥79也不是特别贵的那种。 那你玩的地方很多特别好看。 明孝陵作为南京景点之一，也是特别好的。 外地人过来这边的话也是必玩的景点之一。 周边小吃也是蛮多的，南京的一些有名小吃。 不会是六朝古都呀，我爱了。   		   ",5,0, , , 
努力努力再努力,2021-12-2821:49," 如果南京的秋天有颜色，那一定是明孝陵三号门外落羽杉的颜色，连名字都这么好听。我去的时候已经秋天块接近尾声了，但是并不妨碍它的美景，里面还有鹿苑，进去要花30块钱，我就在外面看了看，明孝陵里面还是挺大的，非常值得逛一下。   		   ",5,0, , , 
邪恶山羊,2021-12-2815:35,虽然套上网红名头的地方往往很坑，但是门口这一块是真的很美，只恨没带长焦镜头。当然了人也很多，想要拍无人画面就找找位置，或者早点来。门外是不要门票的，拍过以后可以顺着外面一直走走逛逛，溜达溜达也不错的。,5,0, , , 
乐橙小姐,2021-12-2813:23," 2021年的初秋终于去到了心心念念的石象路之前去过一次只在外面逛了逛没买票进明孝陵，这次是第一次进明孝陵里面，除了石象路那边很多游客打卡，里面还有一大块草坪也有很多游客，那边可以扎帐篷野餐，阳光很好的天气超级舒服滴   		   ",5,0, , , 
点小评9819420163,2021-12-2715:58," 明孝陵的风景简直美呆了，暮秋浸染明孝陵。水杉随手一拍就是风景大片，超适合打卡。里面还有孙权纪念馆，可以了解历史，一路走过去，很大，里面有很多玩的地方，可以喂小鹿，超可爱。走到尽头就是明孝陵，爬到二楼有VR体验。小朋友，大人都可以去的地方，超棒。   		   ",5,0, , , 
小手与大头,2021-12-2708:24,中国传统建筑与文化之美~也是皇家之美。三千多年的封建统治，中华文明几乎全部体现在统治阶级上。家天下，拥有了最大的权力和财力，自然也就创造了修建了无数的奇迹。,5,0, , , 
菜大花HUA,2021-12-2622:20," 转眼入秋，看了下栖霞山枫叶??还没红，明孝陵的银杏却已半黄。 11???中旬，秋过半，逢周六，人太多，挡不住太阳太好。来时没有攻略，想来“地宫”什么的是我想多了。 一个普通的下午，慢慢踩过600年岁的道，非常容易发呆和出神，门口有电子语音讲解，??20解锁，建筑+故事，才是兴致所在。 傍晚出来大批的人往里面涌，神道、鹿苑都挤满了人，真正想好好享受美景的，错峰才好。   		   ",5,1, , , 
霍元乙,2021-12-2620:37,比较小众的一个景点，甚至很难找到，穿过丛林，一大片湖泊就突然出现在你面前，水特别清澈干净～很有感觉的一处秘境～,5,2, , , 
匿名用户,2021-12-2619:39," 生态环境特别好，里面没有灯，到了晚上乌漆麻黑的。鹿养的很好，一点也不怕人，倒是我有点怕它的角顶到我。来玩的话尽量避免节假日，堵车就算了，停车场巨贵，山上的酒店很多都是名宿的样子，应该是别墅式民宿，超级贵。来的时候带点驱蚊虫的东西，小虫子很多。最好找个导游，不听讲的话啥也看不明白。   		   ",5,1, , , 
田驰,2021-12-2613:11,在附近拜访客户，买了张票进去看看，一如既往的好，看到了南京最美的秋天,5,0, , , 
匿名用户,2021-12-2610:41," 之前一直以为没有来过这里，直到带着朋友走到了神道这边，似曾相识的感觉才使之前的回忆浮现出来。 由于我们下午才过去，又在门口拍了好久的树，到陵寝那边天都已经黑了。城墙上的红墙非常适合拍人物照，很出片！大家一定要来试试呀！   		   ",4,0, , , 
明日大魔王,2021-12-2601:19,像一个公园，中间的皇后陵在维护，后面的明孝陵可以走两边的楼梯上到上面，不过没有台阶，是个斜面，年纪稍微大点的下的时候要注意安全，明孝陵二层中间有VR体验，要收费，是四十多一个人好像，整体没什么亮点,4,0, , , 
番茄脸红红,2021-12-2517:01," 今年秋天看风景特别火，去的时候天气特别好，坐地铁从苜蓿园出来，走一走就到了，路过的时候看到好多人在拍照，今年的水杉树，照片拍出来特别，出片子，突然发现，南京的秋天真的很美啊！(//?//)如果不买门票的话，在外面拍一拍照就可以了，进去的话，可以在水旁边近距离拍照。   		   ",5,0, , , 
杯鸠_,2021-12-2514:44," 来打卡水杉啦 这不是油画是南京的秋天啊！绝美红色水杉林 美得像油画里的世界，超级出片！随便一拍就是大片！不过我去的时候已经很晚啦，接近傍晚人还是依旧很多哦，建议早点去，避开周末哦～ 地址在明孝陵3号门附近，无需门票就可以欣赏这片绝美风景啦，买门票进入明孝陵的话，就可以漫步在水山林中也超浪漫的   		   ",5,0, , , 
晗悠,2021-12-2510:24," 朱元璋和马皇后的陵寝，还是很值得一去的。  记得读书的时候看明朝那些事儿，对这位放牛娃出身的鞋拔子脸皇帝很是佩服，人生就是大写的逆袭剧啊！  神道走起来特别有感觉，去的时候正是酷暑，道旁大树参天，硬生生隔出一方清凉的天地。  每隔一段距离就有守陵的神兽，每一个都有自己的寓意和代表，见证着历史。   		   ",5,0, , , 
花花,2021-12-2418:49," 有点忘记了，好像是要提前预约的。门票费用也不是很贵。中山陵值得一去。在那边还拍了照片，可以游玩的地方挺多的，主要是当时逛着逛着累了。地方还没有去，可以坐个游览车。附近住宿的地方也不是特别贵，公交也比较方便   		   ",5,2, , , 
晨浸式可爱,2021-12-2418:10," 六月份去的六月的南京已经很热了去明孝陵一定要坐车哦车上司机也是导游会进行讲解我觉得还挺值得的主要是为了去鹿苑喂小鹿的去的时候有地方正在维修孩子突然要去厕所赶紧跟着指示牌去了结果并不是厕所是小鹿的棚子这个不是太好我确定自己没有走错路而且有些小鹿好像有点病了景区还是对小鹿负责一些比较好   		   ",4,0, , , 
花栗鼠爱吃米,2021-12-2412:49,跟朋友过去看的枫叶??，去的时候人不多，很安静，环境很好空气也很棒，是周末休闲的好去处，特别是看枫叶的好地方。,5,1, , , 
雪菜是闪闪夫人,2021-12-2409:43," ??秋天的南京就是金陵  ??南京本地人，但是上一次去明孝陵可能要追溯到十来年前上小学的时候，陪着亲戚去过，好像还下雨，还因为闹脾气跑了，往事不堪回首啊哈哈哈  ??难道妈妈也有兴趣出门，买的新汉服也有机会穿了，就来这边走走  ??从三号门进去，那天阳光好，秋高气爽的，十分舒适，三号门口的水杉很漂亮，好多人都在这边拍照，很惬意的感觉  ??石象路神道距离三号门不近，但是一路走过去，暖风吹拂，实在是很惬意，神道越往里面走越漂亮，一定要一路走过去  ??感觉还是过段时间来玩水杉树会更好看的，明年要迟点再来！   		   ",5,2, , , 
fmmulxk,2021-12-2400:22," 五一出游人是真的多，我们好像是从中山陵过来逛的明孝陵，强烈建议游玩历史古迹的时候请个导游，不仅能了解当时的历史背景，还能有效避开一些没必要的坑，把有限的时间用在欣赏标志性建筑和景色的地方还是非常值得开心的   		   ",4,0, , , 
K筱桔趣旅行,2021-12-2322:51," ??南京，是一本读不完的史书，六朝古都，十朝都会，非常值得我们花上几天时间，细细解读～ ??而想要了解明朝的故事，可以来到明孝陵，了解关于朱元璋的故事……  ??关于明孝陵 ??明孝陵是明太祖朱元璋和皇后所安葬的陵墓，占地面积170多万平方，也是中国规模zui大的帝王陵墓之一  ??打卡点 ?3号门落羽杉：秋天的落羽杉美得像油画般，属于南京的限定秋景，快来打卡～ ?长生鹿苑：国内版的“小奈良”，可以近距离接触小鹿，给它们喂食拍照，特别出片 ?明孝陵宫：文武方门朱红色城墙在黄色法国梧桐的映衬下格外诗情画意；威严宏伟的明孝陵宫甚为壮观 ?梧桐树大草坪：整齐排列的梧桐树和大片草坪非常舒服，很多游客喜欢在这里露营野餐，格外惬意 ?石像神道：秋日的石像神道被红色、黄色、绿色的秋叶装扮得五彩斑斓，仿佛在诉说历史的沧桑，这里也有很多标志性机位，人气很旺  ??游玩线路 ??3号门进??落羽杉??长生鹿苑??明孝陵宫（靠近1号门）??梧桐树大草坪??石像神道??5号门出??步行5分钟到“美龄宫”  ??明孝陵 ??位置：南京玄武区石像路 ?开放时间：6:30～18:00 ??建议游玩时长：3~5小时 ??地铁：2号线【苜蓿园站】1号口 ??门票：网订￥65（6:30前进入免门票） ??钟山风景区4景点联票（明孝陵、美龄宫、音乐台、灵谷寺，2日有效）：￥100  南京旅游｜南京拍照地｜周末好去处|小长假去哪儿|周边游｜秋游季   		   ",5,14, , , 
skr90后楷模,2021-12-2300:22," 明孝陵-朱元璋 票价70，门口有小卖部，来之前没有做过功课，从大门进来走了很长一段路，到了孝陵上去之后是4d的vr展厅，整个裂开，据说是埋葬在后面，没有开发，没有请导游外加历史不好，所以只能看个景，园内的好多建筑都被破坏过，还是挺可惜的。   		   ",4,0, , , 
一只小鸟飞啊飞,2021-12-2218:05," 除了栖霞山，南京秋天最火的地方要数明孝陵石象路神道了。在这短短的六百米，银杏的黄，榉树的红，乌桕的橙，与沧桑的石像组成了一副五颜六色的画卷。这里也被人称为南京市最美的600米。明孝陵石象路入口检票进入，进门开始游览。一开始两侧是石狮子，两边多为高大的银杏树。目前颜色正从绿转黄的渐变中。由于前几天刚下了一场大雨，部分叶子还没完全变色就飘落了。继续往前，红色的榉树叶在银杏的点缀下很醒目。红黄相间的秋叶，静谧的石像。越往前走，色彩越丰富，遮天蔽日的秋叶，红黄绿组成了一副美丽的画卷。这里两侧的树木都非常高大，枝繁叶茂。一对骆驼石像，拍照很出片。红色的榉树做为背景，随便一拍就是一幅画。虽然是工作日，但四周到处都是拍照的游客。据游客说，今年的秋叶效果不理想，由于降雨和气温的影响，乌桕枯的早而银杏黄的晚，比往年的观赏效果差了一个档次。神道的深处是两只大象，这里的银杏已经完全金黄，飘落了很多。   		   ",5,4, , , 
我吃的不多真的,"2021-12-22
??更新于2021-12-2311:06",3号门外确实很美，但进门后的河对岸更美，真滴,5,0, , , 
我是小狐狸吖,2021-12-2216:18," 突然就火了 周末和朋友去人超级多了我们还买了门票真的不建议买票在桥上就很好看了 进去后我们还去了鹿园里面居然还有羊… 小朋友不认识鹿跟着羊后面喊鹿鹿笑死我了 还有黑天鹅白天鹅野鸭子之类的 反正我觉得没啥意思……嗯   		   ",5,0, , , 
雅咪,2021-12-2214:29,带妈妈去的一个南京景点，里面据说有小鹿很遗憾没有看到，很喜欢里面的氛围，比较幽静。,5,0, , , 
北南北南南,2021-12-2210:32,风景很好，去的时候人不多，很静,5,1, , , 
霍大侠,2021-12-2206:31,正好有公园年卡，一家三口趁着周末来明孝陵逛逛。坐地铁很方便，出了地铁口稍微走一点就到了。里面很大，逛了两个多小时才逛了个大概，虽然冬天了，但风景还是很不错，周末呼吸呼吸新鲜空气很棒。一家人玩的很开心。,5,0, , , 
夏风,2021-12-2200:34," 这个季节最美的风景一定是明孝陵门前的落羽杉了 离落羽杉最近的是苜蓿园地铁站3号口：地铁站3号口出来顺着马路走300的样子就可以看到一大片生长在水边的水杉树，当然也是人员最集中的地点，上午10点前和下午4点左右的时候拍照最出片，当然得有个好天气。门票70元，团购价65，学生半价。当然你也可以0元在门口就可拍得大片，不过需要等机位，因为人实在是太多了。   		   ",5,3, , , 
侧耳倾听,"2021-12-21
??更新于2022-05-2218:53"," 燕雀湖清澈如镜，艳丽的杉树依偎水边，倒映出一幅绝美的油画。  深秋时，浅蓝的天空投射进湖中，从此变得深沉幽静，安静犹如世外净土。最喜人的是湖中小野鸭，调皮嬉戏，“量子”般探进探出水面，泛起阵阵涟漪。  穿过燕雀湖，走到石像路。早就在网上见过多次，既熟悉又陌生。风雨侵蚀不了古石像，亦同南京这座城市！它们一个个古朴大气，造型千姿百态，左右对称，无论你站在那种角度看，都是妙趣横生。石像两侧的银杏，成熟后像燃烧的焰火，耀眼夺目。可惜，我扑了空，只有一株红银杏，被人群簇拥着。  南京是座历史底蕴深厚的城市，而明孝陵便最能体现它的神奇魅力。   		   ",4,53, , , 
綮小綮,2021-12-2118:43," 为了见证第一缕阳光洒在杉树林间 凌晨5点起床6点半进景区[破涕为笑] 其实是6点半之前进去不需要门票～ 想拍水杉的朋友要从明孝陵3号门进 个人感觉水杉还是在外面拍效果更棒 不过免费的拍摄点人也非常多要有耐心等机位   		   ",5,4, , , 
小豆皮,2021-12-2117:49," 趁着今天休息打卡明孝陵，朱元璋就在一座宫殿后面的宝顶里，只可惜被围墙封住啥也看不到，明孝陵还没有发掘，所以里边可是埋着很多宝藏的哟，再去孙权纪念馆逛逛吧想着身为东吴的长兴吕山人，吕山又名吕蒙山，因吕蒙大将军而得名。石像路基本没啥看头了，因为银杏叶掉光了，看起来很空旷，门口的那片水杉林倒是还可以！   		   ",4,2, , , 
czzywx,2021-12-2116:43," 不得不说南京的秋天是真的美！！！ 明孝陵也算是唯美秋色的代表了吧！经常被南京最美600米的宣传种草，中午来打卡了，虽然来的晚了点，石象路两旁的叶子已落，但还是不影响她的美！ 落羽杉惊艳，小鹿很可爱，明年早点还来感受下最美的600米！   		   ",5,1, , , 
J,2021-12-2114:48," 明孝陵的风景实在太美了，刚一进去，就看到了水杉林，因为是冬日了水杉泛红，下午去的，因为是晴天，天空很蓝，拍出来就是一个字：美！往里走我们还去鹿苑看了小鹿??，简直不要太可爱。很多游客齐聚明孝陵拍照，捕捉这难得的美景。不枉此行   		   ",5,0, , , 
tiffin201,2021-12-2110:38," 来南京好几年了，第一次去明孝陵，也才见识了梅花山。不过去的时候天色已晚，也不是梅花盛开的季节，所有没有闻到花香，甚至连美丽的银杏叶也几乎凋落完了，感受了寂寞。想必春暖花开时候，必定是一片欣欣向荣的景色。来这里适合办公园年卡，想来随时就来。   		   ",5,0, , , 
正巧赶上饭点的KK,2021-12-2110:07,深秋时节去中山陵景区拍的水杉，在相册里躺了很久，突然翻到还是觉得很美！,5,1, , , 
芒果,2021-12-2013:00," 交通：????? 苜蓿园地铁站下来就几百米就能走到明孝陵3号门了路程很近  ??：明孝陵门票还是很贵的80多一张还是年卡免费去划算不过我年卡过期了我就在外面转了一圈 明孝陵外面一圈风景也是极美的这是我在三号门沿着河边走的照片我去的有点晚了要是前两周叶子没落下估计更美丽呢 沿着河边还能走到植物园那边去能沿着植物园的河边一直走风景也很美   		   ",5,1, , , 
匿名用户,2021-12-2011:04," 去的时候天气还不错，有一点小热。走的路相对中，山林人数还比较少。还是比较推荐，大家去的就是明孝陵走到头只有一个碑可能是我对历史的了解比较少有点看不懂呢呵额呵呵呵呵呵呵总是还是非常推荐大家去的呢推荐推荐   		   ",4,1, , , 
不吃肥肉的肥花,2021-12-2010:46," 可能是因为周四下了一场小雨，枫叶基本全都掉光了，果然还是在11月底12月初的时候，是最好的枫叶观赏时间哦！ 但是尽管如此，浑然天成的美丽依然是鬼斧神工，从3号门进去就是著名的落羽水杉景啦！真的是不用加任何滤镜就能拍出的完美色彩，光影的交织可以让每一个置身其中的人瞬间沉沦，这才是大自然专属的魅力呀！ 我一直觉得没有任何相机能够原原本本百分之地还原光线折射在你眼中所形成的色彩，所以小伙伴们一定要亲自去看一看！ ps：没有枫叶只好拿梧桐叶代替咯，不过效果好像也还不错哦！   		   ",5,1, , , 
lemon,2021-12-1922:42,去迟了，树叶颜色没有之前那么火红了，之前一直被**、朋友圈刷屏了落雨水杉，终于今天过来了，交通还是很便利，出地铁口走几分钟到明孝陵3号门旁边就能看到了，周末来拍照的人也多，旁边的湖还有鸳鸯、黑白天鹅。,5,0, , , 
夜灯,2021-12-1922:33," 趁工作日休息的半天就去明孝陵啦，自己开车去非常方便，去的比较早，停车很方便，在秋天去打卡了落羽杉树林，非常美，还去喂了小鹿，超级可爱的大鹿子，就是草太少了，三十块钱就几根草，不过也是体验一下嘛，还是很不错的，半天时间确实比较短啦，70块钱的门票钱算是没有逛回来，但是也值得啦，很开心～   		   ",5,0, , , 
鼓声若想,2021-12-1916:25," 冬日的燕雀湖也别有一番景致，因为人少哈哈哈。地址就在明孝陵景区入口，可以定位苜蓿园大街停车场，走走就到。 虽然冬季是一片凋零，但天鹅、野鸭这些动物还是能给寒冷的冬天带来一丝生动。周末阳光好去走走真不错！ 着便装，运动鞋，一点点山路，爬个山也未尝不可。可以不买门票外面走走，也可以进明孝陵景区需要购票。   		   ",5,1, , , 
不会飞的鱼,2021-12-1915:45,晚秋的南京树叶差不多掉光了，有些光秃秃，周末上午去，人很少，环境很舒服，画画什么的都很合适，明孝陵陵园入口听说是极阴之地，进去确实感觉到不一样,5,0, , , 
Tiffanyvv,2021-12-1911:59," 明孝陵景区对于我这个本地人来说应该是几十年前去过的地方，现在倒成了网红地。带家人买了70元门票进来，大概逛了3小时，已经过万步。 首先，真的每一步都是景，每一步都是带着文化，。希望2021大家一切都顺顺利利   		   ",4,3, , , 
糖糖爱吃芒果MG,2021-12-1911:21," ??秋冬南京必看美景—明孝陵?? 秋冬为南京增添了另样的美，秋冬的明孝陵不像夏季般如此热烈，是一种寂静的美?? ??今日观景路线：明孝陵—美龄宫—中山陵音乐—灵古寺 ??门票??：100元 Tip:可提前在软件上预定：95元 ??1.明孝陵长生鹿苑 据说是南京的小“奈良”，闻名不如一见！青绿色的草地，可爱的小鹿，憨憨的老鹿??，少女心爆棚。想进去与小鹿互动的话购买饲料，30块钱一袋还有个祈福牌。想拍照好看的姐妹可冲！ 出来之后往1号门方向走，就是神道。阳光洒落，道路一旁是金色的银杏，一旁是绿色的树叶??，石像在中间，绝美！安静的散步其间，短暂冲却烦恼[赞R] ??2.美龄宫 中山陵项链上的“绿宝石”，今日也是为别人爱情流泪的糖。房间的布局好复古，放现在也不为过。 ??3.音乐台?? 听一听周杰伦的《夜曲》，看一看中山陵音乐台的鸽子???。音乐到一定节点，鸽子飞舞，被治愈了！而且这里拍照也是出图极佳，随手一拍都是大片 ??4.灵古寺 见过夏天满是萤火虫得灵古寺，再来看一看秋冬得这里吧，金色叶子得掩携，寺庙意外的清美！ ?遗憾的是你糖秋冬得灵古寺没来及去看，下次再把这遗憾弥补上吧[害羞R]   		   ",5,4, , , 
苏愈_keke,2021-12-1822:58," 深秋初冬带着家人们来扫明孝陵打卡最后的秋色 走在大自然里真的是心情格外舒畅??? 3号门的水杉林一定要打卡 湖水和水杉一线互相辉映，真的是美如画 长生露苑带娃去和小鹿近距离接触 但是娃太怕了，鹿草也白买了 个人觉得在外面看看就好了 文武方门红墙很好出片建议打卡   		   ",5,2, , , 
阿粉,2021-12-1814:53," 秋日南京～  点评晚了，11月中下旬去的南京。钟山风景区经常去，明孝陵的秋日太美了，值得多去跑跑。  这次开车来，车停在中山陵停车场，一天下来停车费都要接近200。而且基本景区间靠不了车，太堵了，还是靠腿省时间。  神道还是一样的美，人气十足。红墙黄叶，银杏也丝毫不落后。最上的湖边也可以走走，顺便看看冬泳的热火朝天。   		   ",5,1, , , 
风水轮刘转,2021-12-1813:09,买套票划算点，但是想把套票里的景点都玩一遍要一天的时间，而且很累，不过风景是漂亮的。我是工作日去的，人不多。,4,0, , , 
WSF,2021-12-1801:05," 24岁是一道坎 吴老师听说过了24门票贵30立马答应和我去了 然而，如果查的严格研究生不算在优惠人群中！  明孝陵的600米神道真的必须还得是11月中到底去啊 我们去的时候，叶子掉的七七八八了，一场雨更是打落了，风景没那么美丽了。吴老师嘴上说不拍照，拍照丑，实际上一直在拍，为了拍一个场景等了好久的过路人离开。  明孝陵真的很大，建议从3号口入，一进来的时候高德导错，导致分不清方向，我去问路，南京大爷（吴老师说我问路问的好生硬..）很热情的给我们安排路线，和我们讲解明孝陵朱元璋和孙权墓之间的关系，感觉又学到很多。  600m神道真的很庄严，想象一下屹立了几百年的石像就觉得不可思议，走进明孝陵里面也是满满的历史厚重感觉。  鹿苑本来在计划中的，但是可能去的时候感觉味道略大且鹿有点蔫蔫的就放弃了  水衫在三号口，很多人在拍照，还有小姐姐教男朋友怎么拍，打灯的，直播的，应有尽有。  感慨一下，若是来的时机正确又是怎样一番漂亮风景呢  明孝陵中山陵音乐台可以一块去。 很值得来玩   		   ",4,3, , , 
南京全智贤,2021-12-1723:11," ??秋天的明孝陵很美！3号门一大片落羽杉红红火火叶子颜色层次极为丰富吸引hin多摄影爱好者扛着长枪短炮周末人多到无法想象门票略贵也不友好但景色雀实出片周边音乐台、体育公园等同样值得一去长生鹿苑没啥意思适合小朋友   		   ",4,3, , , 
抹茶蜜豆酱,2021-12-1720:15," 作为南京本地人，小时候才会去的景点。开了公园年卡过来玩。捕捉了当时枫树中最靓的仔。花十块钱才能排队喂鹿鹿，我在栅栏外白嫖，说是梅花鹿，身上没有梅花??。在樱花园看到了一颗很俊俏的树，翠绿翠绿，有点特别，拍照留念。   		   ",4,4, , , 
小如很想喝茶,2021-12-1714:55," 落叶知秋，有了秋天的美才能感到冬天的?????????? 明孝陵从地铁出来后3号门进，就是一排水杉树 美丽的水杉一半在水面，一半在水里，叶子黄色，红色，绿色，真得好看，引来了好多的游人拍照，观赏 明孝陵5星景区，神道前不久的景色也好看，现在落叶已经落完，就显得有点单调 南京的秋天是一年中最美的季节！   		   ",5,2, , , 
长老不吃肉,2021-12-1710:47," 地址：地铁站苜蓿园站下就到啦 我们是中午去的，地铁站下来有条小吃街，各色小吃可以先饱餐一顿再进景区逛哈哈哈。 去的时节可能有些晚了，树叶都落了，显得有点萧瑟，不过那天太阳很好，周末游玩的人也很多。看到了可爱的小鹿，还有好多带孩子野餐的，逛了大概两个小时吧，还是很舒服的。下次梅花开的时候来一定很漂亮～   		   ",4,2, , , 
杜王町宅急送,2021-12-1620:45," 去玩了长生鹿苑，如果有南京游园卡的话会很划算，只要付30元鹿饲料就可以零距离接触小鹿啦～ 小鹿超级多，都很可爱，一点也不认生不怕人，有些小鹿还会和你点头要吃的，很有礼貌，白色的小鹿很活泼，会贴着你要吃的～(???)   		   ",5,2, , , 
匿名用户,2021-12-1614:05," ??交通:地铁2号线苜蓿园站1号口步行约1公里(沿途经过最美梧桐大道，可以步行过去近期银杏都在落叶，感觉今年会提前落叶，建议大家能早点就早点，现在已经非常好看了 秋季推荐路线!!!!!!:明孝陵景区特别大,全部逛下来没有5个小时是逛不完的，建议秋天来的话可以主要打卡石象路、长生鹿苑、明孝陵寝宫、水杉林即可。推荐大家4号门进直接看石象路:的最美600米，然后去明孝陵寝宫打卡，再从3号口出口出去，可以看到长生鹿苑和水杉，整个路线基本上贯穿了明孝陵   		   ",4,0, , , 
小露儿,2021-12-1613:18," ????明孝陵真的超级美～最近的水杉林真的是绝绝子～特意跑去拍照的～据说初秋的石象路也是超级好看，可惜没赶上～但是觉得水杉林够美了～很快又可以去看梅花了 还有里面的小鹿也超级可爱～空闲的时候能去这里逛逛，和朋友一起吹吹晚风真的很好～   		   ",5,2, , , 
白六六_9612,2021-12-1608:53,挺好的有机会可以去逛一下看看～,4,0, , , 
蜜罐里的苦杏仁,2021-12-1607:11," 六朝古都，一个满城梧桐树的城市～南京! 秋天的明孝陵是美丽的!在秋日下伴着微风～躺在草坪上～也可以喂喂小鹿～，看看枫叶??～，在神道上走走! 旁边，还有中山陵，美龄宫，音乐台，多是值得一去的。走累了，可以坐景区电瓶车。   		   ",5,0, , , 
复杂的紫罗兰,2021-12-1600:17," 南京明孝陵的落羽杉太美了！ 就在明孝陵三号门旁边不用门票 抓住秋天的尾巴，一起快来打卡吧 最佳观赏时间：11月中旬～12月上旬 ??位置：明孝陵3号门（从地铁出来步行10分钟） 明孝陵3号门前的河边，不入园也能免费观赏！隔岸打卡成片水杉，还能拍出完整的倒影 3号门入园右边小路，走进水杉河边，近距离观赏绝美的红叶，水杉作为背景在阳光照射下，特别温暖唯美（这条路游览人群比较多，可以往里面走远一点，人相对少一点） ??明孝陵 ??位置：南京玄武区石像路 ?开放时间：6:30～18:00 ??地铁：2号线【苜蓿园站】1号口   		   ",5,482, , , 
Lisa,2021-12-1521:14," 明孝陵三号门口的红杉林，美呆了…好多好多人在拍照片，偶就顺着人流找了人少的拍了几段。哈，秋天的景色迷人，赏心悦目，错过了石象路，遇上了红杉林，邂逅浪漫绝佳去处……很多人在河对面拍，因为不用门票哈。我???公园年卡就不存在哈，使劲玩使劲撒欢儿～   		   ",5,0, , , 
黑兔子KATSURA,2021-12-1509:10," 秋日的下午来到明孝陵，感受慢时光，自然风景和名胜古迹相结合，如果你认为这仅仅是朱元璋的陵墓就大错特错了，单单风景就足可让你驻足观赏，再加上历史的厚重感，足可以让你度过一个温暖的秋日午后 ps明孝陵沿路上有很多猫猫   		   ",5,1, , , 
匿名用户,2021-12-1423:35," 乘坐地铁2号线到苜蓿站下车，步行几百米就到了明孝陵3号口，在里边可以逛好几个小时，枫叶??很好看呀，景色美。特别推荐去东吴大帝孙权纪念馆，紫霞湖。特别适合春游赏花，还有沿着石象路就走到了5号出口，就出了明孝陵了。   		   ",5,1, , , 
菲宝宝2002,2021-12-1421:57," 跟随大家伙儿的步伐一起去打卡最美的落羽杉林，地址位于南京中山陵景区明孝陵三号门附近！好大的一片水杉倒映的美丽风景，吸引了众多游客前来打卡拍照，湖光潋滟，红杉倒影，美不胜收，湖中飞鸟掠过，真的让人心情愉悦，是一个身心放松的好去处！   		   ",5,4, , , 
熊猫头艺术家,2021-12-1415:58," 十一月去的，秋天水杉的风景非常美，阳光照下来在波光粼粼的水面上，像是会有小精灵生活的环境。 没有去其他景点，只去了明孝陵，可以直接坐地铁到达。如果想去其他景点可以做景点的车，不过逛一个就已经挺累了，估计是看不完所有地方。   		   ",5,0, , , 
Aimeili,2021-12-1415:09," 2021年11月27日 上海浦东出现3例阳性，我们的行程卡晚8点后都带*了，领队说明孝陵去不了了，安排走陵园路看梧桐树，结果走走看到左边有一片红红的水杉，后来才知道，那里是明孝陵3号门位置的这片湖称为燕雀湖，也叫前湖。历史上的燕雀湖颇负盛名，为金陵名胜。燕雀湖与玄武湖是南京古代的两大湖泊，两湖以钟山为界。玄武湖在钟山西，称后湖；燕雀湖在钟山南，称前湖。 秋天如果到明孝陵打卡，除了石象路之外，一定不要错过燕雀湖畔的这一片水杉林，很开心看到了这片秋色。 后来我们自己花70元买票进明孝陵，领队只给退回我们30元。不过没有遗憾。   		   ",5,3, , , 
甜蜜清幽哗哗猪,2021-12-1413:53," 明孝陵的羽杉，银杏，梧桐，乌木，一直都是南京秋的明信片，色彩斑斓与湖面相映成趣，不似夏日的热烈，多了一份秋日的静谧美好，鸟鸣清脆啼啭，身影穿梭于枝叶之间，时隐时现，更添了一份休闲的情趣，行走在小道上，路边依旧有小巧玲珑的野花开着，装点了路两边的风景，周末的时候适合带着娃走走玩玩   		   ",5,0, , , 
伤原来很疼,2021-12-1410:37," 苜蓿园1号口出来，跟着人群往上走一段路，到明孝陵3号门口看水杉树。一大群人在那里拍照，想要拍好看的得慢慢找位置，感觉拍一堆图不如后期调色一张图了。比较推荐去明孝陵里面玩玩，地方挺大的，里面也可以拍水杉树。   		   ",4,0, , , 
哇哈哈WLY,2021-12-1319:43," 不得不说南京的秋天真的很好看！红色的枫叶黄色的银杏整个大自然的配色就令人极度舒适 我们是吃完中饭进去的人还是挺多的 有喜欢汉服拍照的小姐姐还有架着专业设备的老大爷带宝宝出游的爸爸妈妈还有三五成群出门的学生空气中都洋溢的慵懒快乐幸福滴气息！ 里头还有??！不过追??失败，可能要拿点啥喂它们吃才有机会合影?? 拍立得+秋天的景色再适合不过了 下午有大太阳还感觉很热，到傍晚太阳收了的时候就感受到一丝秋冬的凉意了。时间不敢的伙伴们可以慢慢逛，感受秋天极致的美！??   		   ",5,3, , , 
