用户名,时间,内容,星级,点赞,,,
Essential,2019-02-2806:20," 以下摘自百度百科：除了人多外，其他的印象都挺好的。  夫子庙秦淮风光带位于南京市秦淮区，以夫子庙古建筑群为中心、十里秦淮为轴线、明城墙为纽带，串联起众多全国重点文物保护单位、省级和市级文物保护单位，以儒家思想与科举文化、民俗文化等为内涵，集自然风光、山水园林、庙宇学堂、街市民居、乡土人情、美食购物、科普教育、节庆文化于一体，是南京历史文化荟萃之地，也是中国著名的开放式国家5A级旅游景区和中国旅游胜地四十佳。 秦淮河是南京古老文明的摇篮，南京的母亲河，历史上极富盛名。这里素为“六朝烟月之区，金粉荟萃之所”，更兼十代繁华之地，“衣冠文物，盛于江南；文采风流，甲于海内”，被称为“中国第一历史文化名河”。   		   ",4,0, , , 
想吃胖的汪,2019-02-2723:15,元宵节的时候和同学一起去的当天晚上人很多买了些小玩物主要拍照片大家聊聊天商业化比较重步行街吧和自己没去之前的想象有点不一样,5,1, , , 
一一xyl,2019-02-2721:44," 水光潋滟秦淮柳，桨声灯影画中游。人们素来沉醉于十里秦淮的繁华，以灯光设计为画笔，再现环绕南京城墙的外秦淮之美，一笔勾勒出古都金陵夜景神韵。 雕镂精湛的马头墙、古色古香的老宅子、多情沉静的秦淮河，无一不在灯光的映衬下散发出耀眼的魅力。人在岸边，景在水中，宽阔的湖面，碧波荡漾出各种灯光的倒影。 秦淮河在霓虹灯照耀下，更加显示出秦淮河厚重的文化，环境改善要靠大家，一个美丽的环境，也带来人们想象和追求！南京是我喜欢城市之一。   		   ",4,2, , , 
楽可可,2019-02-2717:42,秦淮河畔及周边的古建筑，在灯光映衬下愈发格外迷人！黄包车&车夫也是一景！,5,12, , , 
芃哥在流口水,2019-02-2712:56," 白天来和夜晚来这里真的是两种感觉，白天来人较多，比较乱，旅游团会来这里一一的讲解，喇叭声会影响到观景，夜晚的小船都装饰着小灯，在水里游来游去增添一丝温暖，穿过嘈杂的街道，来桥上看看全景，仿佛自己回到读过的诗里和诗人一起感受风景。   		   ",4,0, , , 
可爱多多多,2019-02-2712:20," “东风夜放花千树。更吹落、星如雨。宝马雕车香满路。凤箫声动，玉壶光转，一夜鱼龙舞。 蛾儿雪柳黄金缕。笑语盈盈暗香去。众里寻他千百度。蓦然回首，那人却在，灯火阑珊处。”  又是一年灯会时，每年正月十五保留节目必是秦淮河边看花灯了，顺便挤挤人，感受浓浓的节日气氛，美丽且浪漫，哈哈。   		   ",5,1, , , 
圆满,2019-02-2707:18," 说一下我总结的路线吧，总共用一天的时间，先去老门东，很多特色的店都可以进，在那里吃糖粥藕，牛肉锅贴，梅花糕，粉丝汤等小吃，喜欢古城墙的可以去中华门转转，然后步行10多分钟去乌衣巷，乌衣巷很小，只是因为诗词而出名，再走到夫子庙，吃吃转转，可以去江南贡院参观一下的（需要买门票），可以在夫子庙吃个鸡鸣汤包之类的，晚上再坐画舫，夜游秦淮河。   		   ",5,5, , , 
狮子座的月半七,2019-02-2621:23," 夫子庙秦淮风光带在南京的秦淮区，基本是到南京必去的景点了，以夫子庙为中心 风光带内包含了丰厚的历史人文，夫子庙的小吃也是远近驰名，到这里必须要去尝一尝 春节去的时候，那里真是到处都是人，但晚上的夜景也是很真的很美～   		   ",5,0, , , 
liyan1987,2019-02-2619:08," 回想一下，仿佛已经很多年没有逛过夫子庙，但十里秦淮风光，依旧璀璨迷人，尤其是元宵上灯时～ 连日阴雨，难得周末晴天，顺着人流逛了一圈，从桃叶渡到大成殿，从贡院再绕了一圈老门东，晚间的夫子庙分外好看，彩灯技艺日益精美～   		   ",5,2, , , 
小丹丹ING,2019-02-2613:10," 带娃来了次夫子庙，给她看看灯啊，船啊，古代房子啊。有太阳，天气好，人也不是很多。娃第一次来，带她见见世面。全家出动，又是小推车，又是抱被，又是纸巾湿巾，都要带齐全，才能出门。虽然夫子庙已成为商业区，但还是想带娃看看小时候妈妈去过的地方。   		   ",5,2, , , 
点小评9404314193,2019-02-2610:32," 看灯会，当然要到南京夫子庙啦。一年一度的秦淮灯会又要来啦!“老南京”人有句俗话：过年不到夫子庙观灯，等于没有过年;到夫子庙不买盏灯，等于没有过好年!虽然年年看灯，年年都是看得人头。但夫子庙的秦淮灯会依然是南京人的最重要的民俗之一!   		   ",5,0, , , 
吱吱叫,2019-02-2521:42," 貌似南京每年都会搞灯会啊，排场挺大呦，所以春节出游的好处就是很喜庆，坏处就是人挤人。  秦淮风光带差不多就是夫子庙这块连着秦淮河，所以游船决不能错过，100元的船票，游了差不多45分钟，还是很有意思的！遇上雪天??，风景这边独好呦！   		   ",5,6, , , 
云淡风轻,2019-02-2513:14," 来中华门城堡看灯会，在秦淮河边转了圈，果然是有灯有水的地方最美了  今天没有坐游船看秦淮夜景的计划，不过看到几艘游船缓缓行过，不经又很向往，真的好久没坐游船了，改天要来过过瘾。  隔着秦淮河看颜色变换的大报恩寺的琉璃宝塔，太美了   		   ",5,4, , , 
下起了雨,2019-02-2509:13,感觉还行，和旅游城市的步行街大都类似,4,0, , , 
安娜妙妙,2019-02-2422:45," 今天坐船游冷了秦淮风光带感觉南京秦淮风光带的变化真的很大。可能也是过节的关系亮了很多灯，但是比几年前坐画舫感觉进步真的不是一点两点的。首先画舫的时间延长了，变了40分钟，在白鹭洲公园里面绕了一圈，看了各色的灯烛。让我忍不住想去白鹭洲看一看。船上有讲解，让我对秦淮文化又有了进一步的认识。   		   ",5,2, , , 
小可爱仙,2019-02-2420:07," 夫子庙秦淮风光带指的是以夫子庙建筑为中心，秦淮河为纽带，东起东水关淮青桥秦淮水亭，越过文德桥，直到中华门城堡延伸至西水关的内秦淮河地带，盛在夜景。 我跟我家先生二人是下午到达的南京，所以就先逛了夫子庙。夫子庙夜市最是繁华，喜欢夜景的，可以在酒店先休息，待到晚上逛逛或者泛舟秦淮河上。 夫子庙照壁（有两条龙的）位于秦淮河南岸，建于明万历三年（1575年），高大雄伟，为全国照壁之最。与全国各地孔庙显著不同的，是它以秦淮河自然河流为泮池（照壁下的河流就是泮池）。   		   ",5,8, , , 
文吃货的快乐世界,2019-02-2415:49," 南京必打卡之一，在南京上学一年半，夫子庙这一块去过了三次，毕竟交通很方便，正巧每次都是周末，人真的好多。 里面有很多店铺，我觉得挺商业化的，最喜欢的当然是食品店啊，可以免费试吃，有些东西虽然贵点，但是味道很不错的。   		   ",5,0, , , 
柠檬,2019-02-2412:35," 突然发现我的待点评景点和美食已经扎堆儿了！前段时间陪家人去南京休假，去夫子庙秦淮河打卡了。夫子庙秦淮风光带位于秦淮区，以夫子庙古建筑群为中心、十里秦淮为轴线、明城墙为纽带，以儒家思想与科举文化、民俗文化等为内涵，集自然风光、山水园林、庙宇学堂、美食购物、民宿民居于一体，是南京历史文化荟萃之地。中国四大小吃之首的夫子庙小吃和春节元宵期间的夫子庙灯会，都具有浓郁地方特色！   		   ",4,7, , , 
旅行青蛙135,2019-02-2408:55," 到了南京，很有必要到这里来看看。秦淮河古称龙藏浦，后称淮水，古时候有很多的诗句描述这里。如“烟笼寒水月笼纱，夜泊秦淮近酒家。商女不知亡国恨，隔江犹唱后庭花。”还有“梨花似雪草如烟，春在秦淮两岸边。一带妆楼临水盖，家家粉影照婵娟。”不过来过这里你会感到这里的夜景很美～   		   ",5,7, , , 
爱吃不会胖的周周,2019-02-2400:00," 不到夫子庙就不算过年，老南京人的传统就是过年要去夫子庙看灯，其实就是去看人山人海吧。 今年一直没空去看，趁着还没过正月，一定要去看看咯。 带上儿子，去看秦淮河边永远的二龙戏珠，今年还在，我就心安啦。 今年的文德桥上的灯组门有点难看。 还有大成殿门口永远比里面人多，警察蜀黍们严阵以待。 今年多了好多的卖酥的店，进去转一圈就可以吃个半饱啦。   		   ",5,3, , , 
小花,2019-02-2323:22," 烟笼寒水月笼沙，夜泊秦淮近酒家 来南京玩怎么可以不来著名的夫子庙秦淮风光带呢！来的这一天刚好烟雨朦胧，很有感觉，但依旧人山人海的，坐船的人也很多，就是感觉一趟船有点贵，所以就没有体验了，但是光是这一处风景，就能令人如痴如醉   		   ",5,0, , , 
天边的那朵玫瑰,2019-02-2313:34," 天公作美，初七到了夫子庙，湛蓝的天空飘着几朵白云??，这在江南是难得一见的好天气。 第二天来到江南贡院，???中游，发现临河的亭子才是??秦淮人家的最好地点。 除了人多，另外非常的幸运，把手机??丢在一家餐厅，返回去找居然找到了，人间自???真情在！   		   ",5,25, , , 
lonelyzeus,2019-02-2307:47," 写个点评吧。秦淮灯会人超级的多。要凭票入场的。所以只能赶在秦淮灯会以后去逛一逛了。本来想写夫子庙的，但发现还有秦淮风光带的商户，那就写一下这个吧。总结来看就一个字，美！每个布景都十分的精致。比历年的都要好一些。   		   ",5,1, , , 
污喵王大人,2019-02-2306:17," 算是全国比较有名的步行街了吧，诗词多有描写，历史人文浓厚。但是实际上感觉并没有多令人难忘啊。 去年十一节假期后逛了两次。建筑都已明清时期的风格为主，河道周边夜景是十分好看的，很适合拍照，但是人多到想放弃。夫子庙周边也大多都是小工艺品和零食店。时间比较急，也懒得买票，没有进夫子庙里面。话说是全国著名的小吃街。但是感觉和苏州扬州的小吃有同质化啊，都是鸭子的周边小吃，难道没有一只鸭子可以活着离开江苏吗。值得推荐的就是马头的奶糕，感觉要比钟楼小奶糕实诚。去了两次吃了5块，强烈推荐一下。   		   ",4,4, , , 
冬日里的暖阳_27,2019-02-2222:57," 南京最有名的莫过于夫子庙秦淮河风景区。夫子庙秦淮风光带以""十里秦淮""、明城墙风光、夫子庙为景观特色，以儒家思想与科举文化、民俗文化等为内涵，丰富的人文底蕴让这里成为了中国著名的5A级国家旅游景区。来这里欣赏夜景，是个不错的选择。   		   ",5,1, , , 
权.三岁,2019-02-2222:33," 第一次来南京，夜游了一次夫子庙，正好选的酒店离夫子庙也近，所以过去很方便，也不是很远，不要门票，夜里真的蛮灵的，正好碰到他们的灯会，没进去，在外面看看很大，50一位，价格不贵，吃了南京的鸭血粉丝汤，很好吃～兜了三小时，从后面兜到正门，在从正门兜到后门，哈哈哈～里面区域蛮大的～不错～   		   ",5,0, , , 
小红帽,2019-02-2208:29," 秦淮风光带，很美，夜游的感觉很好，半年感受了两次了。 随着游船一路行，听着讲解的各种人文故事，欣赏着岸边的美景、小品，很舒服，心情都随着安静随和了，不过隐隐冒出应该多读读历史涨涨见识的念头。新的一年要越来越好(?▽?)   		   ",5,11, , , 
平心而论,2019-02-2207:22," 这次到南京来度假，就两个目的地，一个是南京长江大桥，刚刚修缮完成开放，以前修缮之前很早参观过，有三十多年了：另一个就是夫子庙秦淮风光带，它是古老南京的见证，也是市区内浏览的精华地方，有夫子庙、贡院、考场、乌衣巷、秦淮河、白鹭园以及新开不久的老东门都是这个风光带的一部分，所以慢慢浏览也需要一天多的时间。   		   ",4,0, , , 
yyyyyy,2019-02-2116:43," 整体已经被修建为步行街了，商业气息掩盖了不少古建筑的感觉，人气很旺，小吃也基本上都不外乎糖包之类的，吃的一家竹升面倒是不错，在网上看到过也算第一次尝试，茉莉花饼口味清新，买了一些当做伴手礼，和老人一起就没有走太多的路，想着晚上的花灯应该还是蛮不错的，可以时间安排匆忙，下次有机会再来   		   ",4,0, , , 
neversaydie_5549,2019-02-2115:50," 大年初一，本想着家家户户都在过节人不会太多，拉了家人一起夜游秦淮河。谁成想，游人如织啊！作为南京的主要河流的秦淮河，流经城内的一段被称为“十里秦淮”，是南京的母亲河。夜晚的秦淮河两岸华灯齐放，灯火通明，游船在河道中游弋，引的游人拍照不绝。好一派盛世景象。   		   ",5,0, , , 
春江花晓,2019-02-2115:20,感觉很不错，以后有机会再去转转,5,0, , , 
谈笑有鸿儒,2019-02-2111:15," 小学的时候看央视春晚截取各地欢庆的场面，很多画面都知道在哪，唯独这两条龙的的灯景，不知所向。最后才知道是秦淮河，在南京。  秦淮河穿城而过，让这座城市多了一些“儿女温柔乡”的气场。我本以为坐着船儿赏秦淮河是件很唯美浪漫的事，不曾想船里完全没有什么灯光，船速还异常地快，船里的小宝贝大喊二叫。  听着游船上的讲解，穿梭在蜿蜒曲折的河面，历史沉淀在这里，黑漆漆一片。有一些演员身着古装，唱着地方戏曲。游船一辆接一辆，像比赛似的，但它们不知如何才能争得冠军。  船上有人说，南京王朝短命就是因为这条河。有人说，以前这里都是各种“黄色场所“。  下了船，南京的朋友问我，怎么样，传说中的秦淮河？  “传说？传说就留在传说里吧。我现在想吃南京小笼包。”   		   ",5,2, , , 
哈基米,2019-02-2109:50," 南京，历史文化名城，自南宋以来就为中国古代教育基地，延成至今，南京大学为中国顶级学府。 夫子庙，为供奉儒家圣人孔子先生故而得名。临近江南贡院，是朝廷选拔人才的重要场所。 附近的秦淮河，亭台楼阁，灯红酒绿，更增添一丝风雅之气。倒不尽的千古风流，咏不完的千古佳话！   		   ",5,0, , , 
云中彩蝶,"2019-02-21
??更新于2019-02-2415:47"," 昨日去夫子庙时，刚下过一场雨。被雨水冲洗过的秦淮河也显得格外平静，只是天色有些暗沉，不够明亮。夫子庙里的游客依旧不少，雨水显然不能阻挡人们游玩的兴致，很多人依旧在小雨中行走、观赏和拍照留念，玩得挺开心。   		   ",5,0, , , 
笑忘输,2019-02-2107:16," 来了南京，必然要夜游秦淮河，去时恰好春节，人那叫一个多，有秦淮灯会，制作的比较精美，不管是白天不打灯的效果还是夜晚点亮效果，都很不错…  除了赏灯，就是游船了，比起绍兴的乌篷船，这边要气派得多，是按艘来的，适合观光…  有好多灯饰是被冠名的了，比如“浦发银行”，自然谁出钱就跟谁姓…  据说这次还是两地灯会，成都还有分会场，并不知道以往的32届是怎么搞的，学习央视？！   		   ",5,1, , , 
祈梦,2019-02-2021:14,哎，这一次元宵节想去的，结果没去成,5,1, , , 
viviannad5,2019-02-2017:31," 夫子庙对于南京人来说一点都不陌生，每年的秦淮灯会更是会吸引五湖四海的朋友们前来观赏！以往元宵节都不会去凑热闹，因为第一不喜欢人多，第二随时都可以去～但今年得知很多外地人不来，想着人应该不会太多，那就去看看吧！ 网上免费预订门票，一路走的还挺顺利，挤是挤，但真没到前胸贴后背的状态！说白了就是你完全可以在人流中穿行 我的感觉就是旧壶装新酒，每年都一样！反正我没发现什么新意！最多就是感受一下节日气氛，俗话不是说元宵不赏灯，等于没过节   		   ",4,3, , , 
吃货君,2019-02-2016:33,环境优美，元宵节看灯的人真是超级多,5,2, , , 
旺财兔,2019-02-2015:57,还是二十年前去过，外公，你好吧？后悔在你走之前没去看看你，现在好想见见你！,5,13, , , 
游山玩水总相宜,2019-02-2009:41," 好一个秦淮河，惊艳美哉，小时候就经常来南京玩，但是说实话，夜游秦淮河，还是第一次，这次乘着夜色，来此一走，也不是很冷，微风拂过，还真的挺舒服。两岸的灯光映衬着建筑，有无限的情怀，河里泛着轻舟，真的会有无限遐想。   		   ",4,2, , , 
东方旭,2019-02-1922:46," 今年夫子庙秦淮灯会是三十三届了，夫子庙景区装饰一新，秦淮河畔风光秀丽，各式各样花灯展现在每一个地方，主展区有大成殿，江南贡院的灯展，不过要购门票进入观看。江南贡院的灯展以状元形象为主，展现不同风格的作品，还是比较独具一格。正月十五元宵节，观灯游客众多，非常热闹。   		   ",5,0, , , 
赵嗷嗷,2019-02-1918:58,夜里来肯定特别好看，元宵节那天有灯会，但是人特别多，ha还可以游个船赏秦淮风光,4,0, , , 
Xras,"2019-02-19
??更新于2019-02-2008:03",朋友去南京看灯会去啦，羡慕下。,5,6, , , 
94好吃,2019-02-1821:07," 【雨醉金陵】下了一天雨，也暴走一整天。从玄武湖开始，夫子庙，乌衣巷，老门东，水上画廊……一直在秦淮风光带上欣赏，下着雨，人不多，天气阴冷，更显得角亭，飞檐，菱窗……格外的有味道。 从早到晚，日行2w步……感觉两腿已废，却感受了不一样的南京，雨中的金陵别有韵味。 希望明天不要下雨了。   		   ",5,4, , , 
紫好稀罕,2019-02-1820:26," 夫子庙秦淮河，大照壁上装饰的造型更是光彩夺目，河的南岸有一块巨大的照壁，照壁上“秦淮人家”，“双龙戏珠”在波光灯影里栩栩如生，秦淮河似一面镜子，照着夫子庙。水中的秦淮画舫也张灯结彩，形成了水与景色的相融，彩灯与灯光互动的“桨声灯影秦淮河”的优美意境。   		   ",5,1, , , 
渊渟岳峙,2019-02-1815:25," 大年初四去夫子庙看灯，本以为离元宵节还早，人不会太多，但是我想错了，从瞻园那里一路走过去，游人都是非常非常多，等游览船的队伍排得又长又乱，大成殿门口灯光音响很热闹喜庆，门票40元，里面应该是主题灯会，都是类似金榜题名、文曲星下凡、仁义礼智信、周游列国这样的，父母带着学龄的孩子都非常乐于在这样的灯前拍照，虽然后来下起了大雪，但是好些人还是不慌不忙的在慢慢逛，让我等在大雪中狂奔，只想早早回到温暖的家的俗人望尘莫及啊！   		   ",5,7, , , 
江秋雨,2019-02-1811:39," 我觉得这个地方应该算是南京最漂亮的最具有代表性的地方，其实在很多的电影文学作品当中都会看到南京的身影，包括秦淮河的身影，今天真实的看到真的觉得这个地方真的是非常风流，学生就在左边，中间是秦淮河，另外一边的**，好棒呀   		   ",5,3, , , 
CharlieDK,2019-02-1808:55," ??整个夫子庙秦淮风光带很大，春节假期期间，正好赶上南京大雪，游玩的人很多，很热闹，节日的氛围很浓厚。 ??秦淮河两侧，让我想起了颐和园的苏州街。雪后，风景更上一层楼，更有江南水乡的独特美感和韵味。是大自然的鬼斧神工与人类的智慧才创造出了这美不胜收的风景啊！   		   ",5,2, , , 
李小布,2019-02-1723:49," 和老婆一起去的第一个的外地。当然那个时候是女朋友，到夫子庙之后觉得和其他城市的一些古代建筑差不多。不过好像是大了一些，叫了两辆洋车。还带我们去了一个牌匾下说如果认识那上面的字。就免费。哎该他们倒霉。我很喜欢篆书。三个字。魁星楼。不过还是给了钱。作为没去过的外地人。觉得还不错～   		   ",5,4, , , 
Stanleyliu1985,2019-02-1714:32," 烟笼寒水月笼纱，夜泊秦淮近酒家，商女不知亡国恨，隔江犹唱后庭花，有人说，到了南京，一定要到秦淮河边走走，秦淮河的夜景是最迷人的，灯火辉映的河面，婀娜多姿的神韵，沾染着秦淮八艳的影迹，连河岸的水草，也怯怯的摇曳，内敛的秦淮河，在心中一直没有褪色过。   		   ",5,1, , , 
小翅膀灰灰,2019-02-1702:15," 夫子庙秦淮河风景带，号称金陵第一园的瞻园，里面的腊梅正在怒放；乌衣巷里旧时王谢堂前燕，已飞入寻常百姓家；昔日科考重地的贡院，已是繁华商业所在，仅余几座旧址；朱自清先生桨声灯影里的秦淮河繁华胜夕。春节期间的灯会，更为这繁华的不成样子的地方增添了无数的流光溢彩……   		   ",4,1, , , 
大头叻叻猪,"2019-02-16
??更新于2019-02-2117:21"," ??阔耐?? ??红红火火?? 买个小猪灯笼过十五啦 第3??3??届秦淮灯会，就这么热热闹闹的结束了。每一年过年最热闹的地方非夫子庙莫属了。一年比一年好，一年比一年经常。无论从管理，设施配备，保安保全，都是面面俱到。 夫子庙景区的发展也鉴证了南京这么多年的飞速发展。   		   ",5,12, , , 
星黛露不吃胡萝卜,2019-02-1609:01,大雪纷飞，游船画舫观秦淮河两岸夜景??美哉！,5,2, , , 
王当当当Mimo,2019-02-1608:38," 秦淮风光带去了很多次，但赶上下雪是第一次。  春节期间人真的超级多！  整条街wurangwurang根本走不动。  没想到这次来南京玩会赶上下雪，很奇妙。  中午在咸亨酒店吃了饭！  好评！  在状元邮亭买了明信片和冰箱贴。  敲级开心！   		   ",5,0, , , 
龍果果家的張小張,2019-02-1602:10," 又到了一年一度赏花灯的时候了。 感觉今年的花灯上的很早，而且样式也比往年的好看了许多。 从大报恩寺开始，中华门，老门东，白鹭洲公园，武定门城墙，一大片张灯结彩，甚是好看。绵延到夫子庙主会场，又是一番景象。 游客虽然很多，但感觉还好吧。   		   ",5,8, , , 
阿拉小笨同学,2019-02-1522:49,推荐夜游，可到秦淮河边茶舍点壶茶，吃点小吃，别有风味。,5,0, , , 
美食探店中,2019-02-1518:17," 不想元宵节的时候人挤人看灯，选在大年初四去先睹为快，前一天下了很大的雪，地上虽然比较湿但是不滑，不妨碍走路，不过看灯的过程中又开始下大雪，真是天公不作美，不过游人还是很多很多，坐游览船要排一两个小时，而且秩序较混乱，果断放弃。 看灯买门票也排了十几分钟，进去以后也是人挤人，去的时候坐公车，停在中山南路上还好，回家时准备在健康路上坐公车，结果拥堵很厉害，只能改坐地铁，唉，真的难以想象元宵节那天会是什么情形了。   		   ",5,10, , , 
dp_放行_2017,2019-02-1422:06," 来南京怎能不来秦淮河畔走一遭，不仅因为她是金陵六朝古都最繁华的地方，也因她的诸多传说，其中尤以秦淮八艳的传说最为出名，也为秦淮河蒙上传奇的色彩。  来时正值金陵灯会，一时间河两岸的灯光与白墙灰瓦的徽派建筑交相辉映，繁华异常。   		   ",5,7, , , 
麻給給_,2019-02-1415:19," 晚上的秦淮河真的很美，但是太冷了，都冻手，没办法好好拿手机拍照。 晚上白鹭湖公园有灯会，但是还要收费50元，好像和大连的元宵灯展也差不多，所以我就没花钱去看这个。 另外秦淮河晚上真的拍照很好看，值得打卡～   		   ",4,1, , , 
Jia_leaf,"2019-02-14
??更新于2019-04-1217:44"," 作为一个南京人，我还是第一次评价夫子庙，从地铁三号线的夫子庙站的平江府路出口出来，刚出地铁站发现又在飘雪了，可能是天气原因，虽然比平时人多了很多，但是也没有想象中那么多～看到其他小朋友吃冰糖葫芦，布小丁闹着要葫芦，舔了一口，直接给爸爸了～买了一个猪猪灯，价格80，以前我都是买荷花灯的～因为这个灯，布小丁从夫子庙走到了老门东，这是非常值得表扬一下的～   		   ",5,2, , , 
不会吐泡的鱼,2019-02-1223:20," 具有南京名片之一的夫子庙景区，那是到南京游玩的朋友不能错过的景点之一！依傍在秦淮河边建造的夫子庙秦淮风景带，有着古色古香的建筑风格，景区包括夫子庙、江南贡院、还可乘坐画舫游览秦淮河的风景。这次来南京正直春节，景区更是为游客们准备了五彩分成的节目，让游客们感受一下不一样的年味儿！南京一座让人流连忘返的城市   		   ",5,1, , , 
小甄,2019-02-1221:47,晚上的夫子庙景真的很美，人再多逛起来也觉得很开心，有好多小吃,5,0, , , 
圣诞树_5276,2019-02-1221:47,夫子庙每次过年都会去观灯今年的灯尤其漂亮就是人山人海,5,0, , , 
小菜杨1225,2019-02-1214:51,地标式风光带，不来可惜来之叹息，人永远是那么多，小吃坑货居多，古时曾经的江南富人区，商业气息如90年代初年味一样浓，图图热闹。,3,1, , , 
eva799,2019-02-1121:50," 过个春节和男盆友去逛花灯。最好玩最好看就是逛花灯！老门东那些小吃虽然有名，但排队人实在恐怖！我和他都不喜欢排队，而且那条道实在太窄，全挤满人！晚上本来想去南京大排档解决，结果排队要等2-3个小时，果断告辞！夫子庙比较适合带孩子看看，有教育意义。老门东出来有个卖臭豆腐的，味道像下水道泡过的，我和男盆友买了就吃了一口，腥臭的！我喜欢吃臭豆腐，但从来没吃过这样的！感觉臭豆腐来源有问题。整体来说，我觉得这边就是逛逛花灯，其他游玩被开发的跟普通旅游景点商业街一样，没有什么其他新意。鸡鸣汤包也吃了，是挺好吃，但味道是甜的，吃多有点腻，我是安徽来的，吃不太惯这种甜口肉汤包。总体来说，这次夫子庙之行有收获，就是花灯真的很好看很浪漫很情怀，有人陪伴很幸福，其他就没有太多值得回味的了。花灯夜场40   		   ",3,0, , , 
orange,2019-02-1120:35," 【VIP有特权】 南京夫子庙秦准风光带位于江苏省南京市秦淮河北岸中华路临近贡院街。夫子庙为供奉祭祀孔子之地，也是中国四大文庙。现为夫子庙秦淮风光带，30多万平方米古建筑，亭、台、楼、阁、殿错落有致，再现了明清文化，1991年被评为全国旅游胜地四十佳。   		   ",4,9, , , 
小西柚,2019-02-1115:56," 大南京的标志性建筑，过年带亲戚来南京玩几天，首选夫子庙过来打个卡。 大年初五去的，天气不怎么好，有点飘雪，但是人气很火爆，人山人海。 交通:地铁三号线夫子庙下来，或者一号线三山街都可以。 我们从三号线夫子庙方向一路走过来的，顺着人流走，今年状元帽感觉挺好看的，中心广场布置的也不错，游船排队的人太多啦。   		   ",4,1, , , 
誰是另一半弧,2019-02-1115:36," 来南京住在夫子庙附近，因为前一天在明孝陵暴走，回酒店倒头就睡，并没有欣赏到夫子庙秦淮河的夜景，于是第二天起了个大早，有幸转了一圈最清净无人的夫子庙。 因为太早景区售票处都没开门，于是只能在附近简单转了转。 乌衣巷秦淮河，都是罕见的清净，街上是忙碌上班的本地人，也算是一次很特别的体验。   		   ",4,1, , , 
GraceG9999,2019-02-1115:10," 大年初三带着娃特意从苏州赶到夫子庙，特意要来江南贡院拜拜，据说要考试的都超灵的！ 科举博物馆很值得一去，这次人太多，娃又小，基本就是走马观花，没有细细品读 从建筑设计到室内装饰都很特别，结合了最新的数字博物馆，让更多人更快速全面的了解博物馆的文化   		   ",4,0, , , 
彩虹朵朵,2019-02-1114:12," 南京行的第二站夫子庙秦淮河景区，哈哈大年初四景区人山人海，风景很美，有很多特色的小吃，卖盐水鸭的店家很多，特色烤鸭肠，特色包子等，特别要赞扬的是一位警察??同志，他对工作认真负责，非常有责任感，再次向他表示感谢！????   		   ",5,22, , , 
噜噜啦,2019-02-1108:22," 位于南京市秦淮区，以夫子庙古建筑群为中心、十里秦淮为轴线、明城墙为纽带，串联起众多全国重点文物保护单位、省级和市级文物保护单位，以儒家思想与科举文化、民俗文化等为内涵，集自然风光、山水园林、庙宇学堂、街市民居、乡土人情、美食购物、科普教育、节庆文化于一体，是南京历史文化荟萃之地，也是中国著名的开放式国家5A级旅游景区和中国旅游胜地四十佳。   		   ",5,1, , , 
桃囍baby,2019-02-1101:09," [名称]夫子庙秦淮风光带  [位置]南京市秦淮区秦淮河北岸中华路  每年十五之前会来夫子庙逛一逛，看看  灯，每年主题不一样，感觉也就不同，  虽然人多。但是好歹不用人挤人感觉。  看完灯习惯去长乐路附近看看花灯。  看到喜欢的会买一个回家玩。   		   ",5,43, , , 
金席并非Surprise,2019-02-1100:20,遇上节假日，每个著名景点就全是人。,4,2, , , 
花里胡哨z,2019-02-1100:07," 打卡：夫子庙秦淮河风光带（5A） 地址：江苏省南京市秦淮区秦淮河北岸中华路 今天年初五陪家人打卡夫子庙秦淮河风光带，秦淮河风光带是以夫子庙为中心的秦淮河一带，包括两岸街巷。 今天过来人特别多，夜游秦淮风光。真的很不错。   		   ",5,13, , , 
四季如歌6688,2019-02-1021:47," 夜游夫子庙秦淮河，人多，灯美。夜晚，华灯初上，这里游人如织，到处是流光溢彩，看得人眼花缭乱，真是景不醉人人自醉。 秦淮河被称为南京的母亲河，历史上极富盛名，被称为中国第一历史文化名河，边游美景边了解历史，感受着浓浓的人文气息，真是一举多得????   		   ",5,2, , , 
兰萱1,2019-02-1017:43," 年年过年心里默念真的不要出门，很挤的真的很挤的！ 但是年年忍不住一脚就跨出来了 夫子庙秦淮河景区这次搞了个等会 陪同孩子们玩玩看看到时还好 这次人虽然没有想象中的多 但是冷 那个叫冷又下雨 整个人心情就不好了 咳，明年不来了   		   ",4,52, , , 
yinger8899,2019-02-1015:54,"人多人多！
不好停车，但是气氛不错可以游船。",5,0, , , 
