用户名,时间,内容,星级,点赞,,,
依依,2019-10-0314:47," 我是去年的国庆来的。人并不是特别多诶。还算可以接受呢。 我想说的是大家一定要买那个车子的通票。不然一定走得累死。 天气很好，空气很新鲜，法国梧桐高高大大太美了。 反正有蛮多地方都可以兜兜转转。总体来说可玩性还是挺高的，而且也有历史的底蕴在。还算得上是一个必去的地方。   		   ",4,4, , , 
酒酒六六,2019-10-0214:19," 入场的票乱七八糟，四处都有卖票的 从入场开始，电子观光车票又用不了，也不知道去哪里验票。 不知道要买两拨票 身子不舒服，走到半路想坐车 问开车师傅，师傅说电子票景区哪里都用不了？！ 整个人快晕过去，椅子都有人，找不到地方坐。 最最糟糕的体验了   		   ",1,3, , , 
郑艺楠1,2019-10-0209:16," 有魅力的城市南京，玩了三天很不错的旅行，1912老街很有情调，夫子庙国庆人太多了，中山陵和明孝陵枫叶??未红，景色还是很美的。 南京像个花园一样的城市，美龄宫路两旁的梧桐树，实在太漂亮了，很多人下车驻足拍照??，推荐前往！   		   ",4,3, , , 
昙花～吻_,2019-10-0123:55,在南京生活了二十年，就住在东郊，居然第一次来紫霞湖，早有耳闻，才知道是在明孝陵景区内！需要购买明孝陵门票才可进入，早晨六点半前属于晨练时间，免票！湖不大，秀气，很美，很美！,5,2, , , 
卡卡西kakaxi,2019-10-0116:08," 南京地处丘陵地带，山不多而且不高，但日常爬爬山锻炼锻炼足够了，而且风景都不错，今天推荐三个南京爬山好去处，趁秋高气爽天气可以去玩玩。  推荐景点1：老山国家森林公园 地址：江浦街道黄山岭路90号 推荐理由：有“南京绿肺、江北明珠”之称，是森林环境，树木特别茂密，动植物种类特别多，山中还有一些景点可以游玩，但距离市区较远，建议住在附近。  推荐景点2：钟山风景区 地址：石象路7号 推荐理由：南京最高的山紫金山，无论是晨爬还是夜爬都很有趣，还可以晚上在山顶扎帐篷，早上起来看日出。  推荐景点3：栖霞山风景名胜区 地址：栖霞街88号 推荐理由：栖霞山是南京最适合看枫叶的地方，山只有不到300米，但山中的风景特别棒，各种品种的枫叶都有，很快就要到看枫叶的好季节了。   		   ",5,4, , , 
胡胡,2019-10-0111:52," 南京-一个有故事的城市 背上行囊，来一场说走就走的旅行吧南京，一个有故事的城市 在很久之前，他曾经经历了大屠杀那是一场多么可怕的战争那是多么凄惨的记忆 可如今的他，依旧英姿飒爽美丽的风景，历史的积淀造就了他如今的辉煌 不管历史多么的不堪入目但我们要学会成长   		   ",4,4, , , 
吃瓜群众,"2019-10-01
??更新于2019-11-0413:03"," 钟山风景区是南京具有必去的一站，里面真的很大，环境很不错，都是郁郁葱葱的大树，参观下来就会发现历史是值得我们探索和铭记的。中山陵，中山陵是免票的，但需要提前预约，爬这么多台阶，建筑风格独特，值得一去，特别是瞻仰孙中山先生一直是我们来南京的愿望。整体交通也比较方便，园内标志和指示还是很清晰的。   		   ",5,3, , , 
欣95曦,2019-09-3020:42," 钟山风景区的中山陵景区不需要买票，但是音乐台，明孝陵景区，美陵宫，灵谷景区4个景点需要买票进入。8月底去的，人不是很多，刚刚好。排队不需要很久。简直是天然氧吧。风景超级美。 [交通]很便利，买的游览车的通票。出示手环就行。我们走的时候还骑了自行车，超级爽。   		   ",5,0, , , 
木艺大王,2019-09-3019:26," 明孝陵很值得去啊。喜欢这种大气磅礴，树影婆娑的氛围。中山陵很庄严肃穆，缅怀孙中山前辈。美龄宫是个小别墅吧。里面很精致，设施也很齐全。从外面看真的很美。但是真的好大吖。最好带上水，景区内很坑人的。还要做好暴走的准备。   		   ",5,0, , , 
renee_wl,2019-09-3019:02," 钟山风景区真的好大，里面涵括了中山陵园、美龄宫、明孝陵等著名景点，在南京市的北部。景区里很多法国梧桐，很特别。 景区环境很好，植被覆盖率很高，通公交和地铁。但感觉自驾车来如果逛几个景点不是太友好。停车场少且离景点都有一段距离。先开车到中山陵园，停车场停好车后发现要去到景点大门走路还要十几二十分钟，不然就坐游览车，一人一次十元，不太值，如果去每个景点五六个人算下来一大圈的游览车就不少钱。停车场的停车费很高，12一小时，在一个景点休闲玩了半天，停车费就花50多。然后再开车到下一个景点，停好又是离的老远，挺闹心几个景点倒是都不错，分别再点评吧   		   ",4,4, , , 
WendyQiao,2019-09-3008:38,南京中山陵景点，可惜没去美玲宫，没有看到钻石项链。,4,1, , , 
小乖乖,2019-09-2913:31,南京中山陵是孙中山先生的陵寝，听说战争时期日本鬼子在南京烧杀抢夺，大肆破坏，但唯一没有破坏中山陵，有人认为是孙中山曾经在日本，有人认为是日本人知道孙中山先生在中国的威望，所以十分重视利用孙先生的影响。,4,0, , , 
姜伯白的修仙旅行,2019-09-2722:18," 南京最为有名的就是钟山风景区了，值得好好的游玩一天，以中山陵园为中心，明孝陵和灵谷寺等等......分布各类名胜古迹多达200多处，84个可供游览景点，现在我会分别介绍几个比较值得一去的景点攻略。  景点1:中山陵风景区 推荐理由：由于是免费的景区，所以人流非常多，但是登上最高处还是值得一去的。台阶一共有390阶，站在最高处往下看你更本就看不到刚刚爬上来的台阶，这就是设计的巧妙之处了。最高处就是设有孙中山先生的陵寝了，略有一些装严的氛围。  ??地址：中山陵位于南京市玄武区紫金山南麓钟山风景区内。  景点2:明孝陵 推荐理由：明孝陵是一个非常值得你来的，特别是沿途经过的一条小道，周围有着各种雕塑，一年四季都有不同感觉，所以很想在今秋的时候如果还有时间的话，可以来这里再二刷一下，感受一下不一样的明孝陵。  ??地址：江苏省南京市钟山南麓玩珠峰下。  景点3:灵谷寺 推荐理由：灵谷寺是你一定不能错过的一个景点，这里的安静和祥和是另外两个景区形成了截然不同的风格，爬一爬铃鼓塔或者来这里吃上一碗素面，再或者就静静地坐在玄奘院都是身心放松的一个绝佳方法，所谓的佛系生活我觉得可以在这里得到很好地诠释了。就算你是单独来往这里的话，景区门口的202公交车也是通往市区换成地铁的一个选择了，如果有机会下次再来南京，我还会义无反顾的再来这里游玩一番的。  ??地址：江苏省南京市玄武区灵谷寺路   		   ",4,12, , , 
【已注销用户】,2019-09-2712:18," 行程路线 第1??天：南京大学—狮子桥美食街—先锋书店—夫子庙—秦淮河 第2??天：钟山风景区—南京大排档  景点一：南京大学（鼓楼校区），因为《致青春》大火了一把，在南京大学让我们感受一次美好的大学恋爱时光。??  景点二：狮子桥美食街，这里是南京最繁华的地带之一，这里有著名的特色小吃，土特产，大排档。  景点三：先锋书店（五台山店），评选为[全球最美书店]之一，一个藏在地下防空洞里的书店，是当地的网红打卡地。里面的装修以简约为主，格局分明，入口长廊尽头是标志性的十字架。书店除了售卖图书，还有许多有创意的小礼品和漂亮的明信片。  景点四：秦淮河，这里不仅能看到古都南京的历史建筑，还能吃到最地道的秦淮风味小吃。建议夜游秦淮河，灯光璀璨，夜色阑珊。  景点五：钟山风景区，包括中山陵景区、明孝陵景区、灵谷景区、美龄宫、音乐台，其中最主要的是中山陵景区和明孝陵景区。景点套票100元/人。  景点六：南京大排档，南京最不可错过的美食店，好吃又平价（广州开的都“变味”了），老字号美食不会踩雷，我去吃了两次！记得提前在大众点评网上排号。   		   ",4,3, , , 
瑾瑜,2019-09-2621:10," ＃南京旅游攻略之中山陵景区＃ [交通]坐地铁2号线在下马坊站或者孝陵卫站下车就可以，或者苜蓿园站也可以，主要是看从中山陵的哪部分开始逛～ [推荐理由]中山陵这边很适合喜欢自然风景的朋友来逛，景点主要有中山陵，明孝陵和美龄宫，可以买套票，也可以分开买，中山陵是免费的，但是明孝陵和美龄宫需要门票，上去的时候可以步行，下来的时候如果累了可以坐观光车下来，15元一个人～ [tips]从中山陵出来后可以在去吃苜蓿园地铁站口的南京大牌档～只是遇上高峰人会比较多，可以用美味不用等提前拿号～   		   ",5,6, , , 
明天在减肥,2019-09-2615:55," 来过两次了，有机会来南京还会再来(??????????????ω?????????????) 喜欢这里，不论四季，漫步路上，说不出的安逸舒适，再热的天也会有凉凉的风吹过，再冷的季节也少不了暖暖娇阳的直射；喜欢这里，不怕劳累，从明孝陵到中山陵，再到灵谷寺、美龄宫，每一步都是踏实自在、乐趣横生，好像与自然处了朋友。 [tips]买景区联票比较划算，园内各景点间有游览车，有时间体力的伙伴建议用一天时间好好走走。   		   ",5,6, , , 
小白不吃鱼,2019-09-2519:45," 钟山风景区包含好几个景点，推荐游玩一整天。坐地铁2号线到苜蓿园站下车，景区套票100元/人，有5折老年票，70岁以上免费。观光车10元/人，我们是坐车先到美龄宫，时候出来离的不远就是明孝陵。之后出来再走路十几分钟到中山陵。从中山陵出来可以坐景区内公交车环线，2块钱，可以坐回苜蓿园地铁站。整个景区风景非常优美，下午人会比较多，旅游团都来了。建议大家早点儿去～   		   ",5,0, , , 
樱桃棒棒0324,"2019-09-25
??更新于2019-09-2620:08"," 南京旅行丨我最爱的钟山风景区三大景点攻略！ 来南京旅游，如果只有一天的话，那我强推钟山风景区，如果1天玩不完的话，那我就推荐这三个必去的地方！  景点1:中山陵 推荐理由:南京的标志，景区的榜样，还有不光光是它5?的魅力，有人说这个地儿鸡肋，但是之于我而言，当我第一次走上中山陵的时候，给我的感觉，那就是气势，392个台阶，一步一步的走上去，心中念着孙中山先生的名字，是敬仰，是感动，当走到最上面，四个大字“天下为公”，你所感受到的是什么呢？ 玩法:走上去，3～4小时，孙中山先生的陵寝需要提前预约，不要在门口随便找导游，说带你看陵寝什么的，各种骗人，要提前预约，即使找导游也要找官方的。 交通:201公交车等 门票:免费 地址:玄武区石象路7号  景点2:明孝陵 推荐理由:大明开国皇帝朱元璋的陵寝，算不算理由？而且设计据说是首创，北斗七星的布局，当然了，我觉得对于我来说最重要的是他的陵寝至今还没有开发，原因就是他死的时候说我除了一把米什么都不会带走，所以没有开发价值，但也正因如此，我就更要来看看了。其中几个必来的景点详说: 【明孝陵博物馆】有关明孝陵的一切都可以在这里面看到，各种介绍，应有尽有。 【神道】分为石象路神道（第一段）和翁仲路神道（第二段），每一个石像都有其意义，对称排列，走在这里，感受古人的敬仰和沧桑。 【大金门】也许只是一道门，但是走过这道门，你会感觉到更近离朱元璋陵寝更近了一步。 【明楼】登上明楼，后面就是朱元璋陵寝，可能你会觉得没有什么，但是一眼望去，给你的感受才是最重要的，什么都没有带走的朱元璋，就在这下面。 玩法:有好几个门，各个方向都可以走上去，根据自己的需求进去，3～4小时，里面还有孙权纪念馆，不大，有时间的话可以看看。建议按我说的景点顺序观看。 交通:20路公交车等 门票:60元 地址:玄武区石象路  景点3:美龄宫 推荐理由:看建筑，看摆设，看设计，只要看就好，你就知道有钱真好。 交通:观光车6号线。也建议顺着去明孝陵的那条路走过去，既能欣赏景色又能去这个景点，何乐而不为呢？ 门票:30元 地址:中山陵9号  总之，上午一大早就去中山陵，下午去明孝陵的时候路过去美龄宫，然后去明孝陵看日落，感觉不要太美哦。。。。   		   ",5,6, , , 
口袋里的小王,2019-09-2421:13," 孝陵卫钟山风景区哦， 里面还是挺大的，走上去有点累，不过台阶上都是人，倒也不无聊????  回来的路上还看到三个小妹妹盘在石墩子上面练功????，真的是萌死了  对了，出来的时候还有看到一只石龟，头在房里，尾巴在外面，听说摸一下会带来好运哦????(′-ω-`)。 我偷偷摸了两下????   		   ",5,5, , , 
yc_xdz,2019-09-2410:11," 蓝天白云，晴空万里的周末，一家三口????????打卡，南京中山陵景区，非常值得推荐，交通便捷，地铁2号线，下马坊站.出来就是中山陵啦，登山可以选择公交车，骑自行车，体力好的可以选择步行哦、我们带着6岁小朋友，吃吃看看，步行了一个多小时到达中山陵，现在的天气非常适合去，微风轻轻，不冷不热，风景也很美   		   ",5,5, , , 
handwithmao,"2019-09-22
??更新于2019-09-2715:54"," 太大了，拖家带口逛难度max。。 就算有游览车可以拉我去，看到中山陵照片上，前面那么高的台阶直接劝退。。本来想去音乐台喂鸽子，结果告知我开什么音乐会现在关门了。。带着小孩去探险公园，结果110以上才能玩。。灵谷寺桂花节牌子挂着，结果里面一朵桂花都没开。。简直了   		   ",4,2, , , 
冯冷静ci,2019-09-2222:03," 冯冷静和姐姐的旅行??钟山风景区 钟山风景区位于玄武区石象路，是一个综合性景区，包括中山陵，明孝陵，美龄宫，音乐台，灵谷寺几个比较著名的景区 ??中山陵：孙中山先生的埋骨之地，是一片比较开阔的现代化陵园，园内有三道门，民权，民主，民生，纪念缅怀孙中山先生的伟大贡献 [tips]需要提前在公众号上预约，进去可以坐观光车，也可以步行，观光车每位每次十元，不限次观光车每位五十元 ??明孝陵：门票成人70元，学生半价，陵园非常开阔，里面有梅花山，神道，陵宫等，据说梅花开的时候会很美，但是我是九月中去的，没什么花，走到陵宫的二楼可以俯瞰整座陵园 ??美龄宫：蒋介石先生为妻子宋美龄女士修建的豪宅，可以去看看，为人家的爱情落泪??  ??地址??地铁三号线苜蓿园站下车，就在地铁站紧挨着   		   ",5,3, , , 
卡萨布兰卡没有雨季,2019-09-2110:36," 只去了中山陵和明孝陵，中山陵是必去的，之后因为时间有多所以选择转向明孝陵（盗宝），一路走下来的，可能那个时候大门还在修吧，杂草丛生，真的很不友好;从大门走到城池还是有点距离的，并且登上去之后其实景色也并没有想象中的惊艳，整个宫殿虽然是战火之后重新翻修的，但依然能想象之前的样子。 ……右边台阶旁有条小路直通后山，幽静而神秘   		   ",4,21, , , 
游来游去,2019-09-2016:39," 【VIP有特权】南京的钟山景区是景色非常不错的一个风景区，这里苍松翠柏，一片绿意，墙上，石雕上，地上都遍布青苔，一砖一瓦，都感觉到有一种历史感，这里最有特色的，就是这种青瓦堆砌的步道，走在上面，就像是穿越了时光。   		   ",5,7, , , 
tofu,2019-09-2015:09," 南京江苏旅游攻略－日游推荐 去过几次南京江苏，对这两个地还算熟悉，推荐给想来南京江苏旅游的你们～ 钟山风景区?乌衣巷?玄武湖公园  景点1：钟山风景区 推荐理由：最适合秋季去的景区，两旁的梧桐树枯萎凋谢的黄叶??满满的都是蒋介石对宋美龄的爱 地址：石象路7号  景点2：乌衣巷 推荐理由：唐朝大诗人刘禹锡的名诗《乌衣巷》就是出自于此 地址：大石坝街  景点3：玄武湖公园 推荐理由：中国最大的皇家园林湖泊，仅存的江南皇家园林，国家4A极旅游景点 地址：玄武巷1号   		   ",5,2, , , 
酒花煎莲子,2019-09-2012:31," 好好好！适合跟家人一起去的景点。适合一家人自驾游去，景点附近交通不是很方便，要走一大段路外加很长一段楼梯。然后买套票划算点，看的景点也多点，夜景也很美。梧桐大道很值得一看，南京的很多街道都有很高的梧桐树，真的很美。   		   ",5,1, , , 
YilinaLu,2019-09-1923:49," 历史真相?? 历史研究院：树是南京政府给孙中山种的. 1925年3月12日,孙中山在北京逝世,遵其遗嘱计划将其安葬在南京东郊紫金山。 1925年4月14日,孙中山葬事筹委会成立,“以南京紫金山之中茅山南坡为建筑陵墓起点,划定墓地范围约二千亩""。 1928年7月,市长刘纪文向建设委员会提议开辟迎梓大道和子午线干道,一来用以迎接孙中山先生的遗体归葬紫金山,二来能够推进南京城市建设,促进城北土地的开发与利用,从而改善首都观瞻。 最早一批树种种植于1928年,为傅焕光亲手所植,“又陵园历年开辟道路,两旁均值行道树"",首批悬铃木是上海法国租界工部局所赠送的1500株,其中的1034棵栽在通往中山陵的陵园大道上,剩余466棵在运输和栽植过程中死亡。 为迎接孙中山奉安大典,由市长刘纪文亲定,在灵梓经过的中山大道沿途栽种了近万棵悬铃木,其中中山东路是左右共六排。   		   ",5,0, , , 
罗大本事,2019-09-1913:23," 中秋节不想去赶热闹就在家门口玩玩正好赶上灵谷寺桂花节就来凑凑热闹 有公交车202直达棒棒哒不用走太多路但是车上人蛮多的 景区里面蛮凉快适合秋天出游但是蚊虫比较多特别是容易招惹蚊子的体质要带驱蚊水很重要   		   ",5,29, , , 
吃甜的不吃咸的,2019-09-1721:28," 绕开了人多的一条路， 特意走了一条比较幽静的路。 一路风景不错， 路上的游客不多， 三三两两都是当地出来健步走和跑步的市民。  一路上都是林荫小道， 也不是很热， 有树有花， 有草坪有小湖。 大概有了4、5公里的样子， 就到了灵谷景区了。   		   ",4,18, , , 
粪宝宝,2019-09-1719:24," 第三次来钟山景区玩耍了，经典。第一次来，还不熟，跟着人流去了明孝陵，中山陵。之后自己零零散散来了几次，也陪同学又来了好几次。好玩的的地方很多~自己在山上慢慢逛，不错过每一个小景点，每个季节都有不同的特点。夏天的灵谷寺萤火虫，秋天的美龄宫倾城之链~哈哈，慢慢玩。。还有，明孝陵6点半之前去不要钱哦，可以跟着大爷大妈一起晨练哈哈哈   		   ",5,4, , , 
盐焗毛毛子,2019-09-1716:36," 中秋小长假，去哪里呢！南京吧！ 一直想去，一直等着金秋十月再出发！ 不如现在就去吧！九月的南京还是些许炎热！让人有点聒噪！再加上穿着小皮鞋??！为了拍照也真是诶！ 第一天本来打算去南京博物院，打算去打卡民国馆，可惜原来要预约，好在我中山陵有预约！来都来了，就在旁边，我们就前往中山陵，不过5点过后好像就不用验票，直接进去！中山陵要爬很多层楼梯，我两腿发颤，就放弃了！ 晚上累瘫的双腿，还要前往夫子庙！人太多了！ 对了，伏见桃山，没吃到，被他的队伍吓到了！有些可惜！   		   ",5,17, , , 
我是莹妹儿呀,2019-09-1700:02," ????????【南京一人行】钟山风景区  ?????? 中山陵需要提前预约 ??微信官网上可以直接预约 周一闭馆，小伙伴们不然跑空呦～  从美龄宫出来，徒步到达中山陵～  道路两旁的梧桐树完全挡住了夏天的太阳，风吹到脸上都是超舒服的，太喜欢了??  不得不说蒋介石对宋美龄是真爱了，因为宋美龄喜欢梧桐，蒋介石就命人在整个南京城都种满了梧桐，所以现在南京道路两旁总有梧桐来庇护～   		   ",5,212, , , 
孙大帅_7599,2019-09-1616:35,很好玩，建议和家人一起去，可以喂鸽子哦。,5,0, , , 
黄桃味的小仙女,2019-09-1519:19," 去南京的必打卡之地，中山风景区。因伟大的孙中山的陵墓在这里而出名。上山的时候我们是走路上去的。嫌累的时候可以坐小火车或者观光车上去。我们下来的时候实在走不动了，就花了10块钱坐了个小火车。爬到山的最上面，俯瞰整个南京城还是很奇妙的。   		   ",5,2, , , 
心之一方201314,2019-09-1515:27,闲来无趣，出来逛逛，30°左右的天气，出来散步，空气清新，在中山陵顶层俯瞰南京城，一览众山小，顿时清醒了许多！,5,4, , , 
lililiiiiya,2019-09-1313:55," 我太爱南京这座城市了人文历史底蕴极其浓厚 ??第一张图看起来是没有楼梯是个斜坡，实际上是全是楼梯嗷！设计的真的是鬼斧神工！！！ 中山陵明孝陵风景区是真的把我的腿子和脚给走掉了(?_?) 以后要是条件允许的话我甚至想去南京定居??真的是随便走进一条小巷子就是历史的气息嗷 就是吃的不是特别多但是文化名城也不需要靠吃的来干嘛   		   ",5,6, , , 
小金鱼儿鱼儿,2019-09-1223:12,开往中山风景区的列车美丽的在美丽的,5,4, , , 
饭桶不胖,2019-09-1212:13," 没错，这绿油油的一片就是紫金山，换个角度看世界。听说集齐三个手环可以变身哦，美少女？我也不知道。在阳光四溢的日子，最合适的就是去山里，比如紫金山里钟山风景区，这里常年是人流很大的景点，所以做好心里准备就行了。   		   ",5,21, , , 
东方红,2019-09-1123:56,中山陵位于南京市玄武区紫金山风景区，面积真的好大，人也特别多。和朋友两人去逛了一午腿都软了。,5,6, , , 
点小评1130647056,2019-09-1115:19," 钟山风景区是中国著名的风景游览胜地，首批国家级风景名胜区，首批国家5A级旅游景区，中国旅游胜地四十佳，全区包括84个可供观光游览的景点，分为明孝陵景区、中山陵景区、灵谷景区、头陀岭景区和其他景点五大部分。钟山位于南京东北郊，自古被誉为江南四大名山，因山顶常有紫云萦绕，又得名紫金山。有钟山龙蟠的美誉，是南京名胜古迹荟萃之地，亦是全国生态文化示范地、世界文化遗产所在地。
 中山陵是免费的，买明孝陵，美龄宫，灵谷寺和音乐台的综合票很划算，但是别轻易买，注意个人体力和时间，平时运动少不建议买这种综合的。   		   ",5,0, , , 
姜同学,2019-09-1014:20," 可以乘地铁来这边，然后买个景区的套票，含门票和车票，想走路也可以自己走，但是里面太大了，简易还是乘车吧，很方便。 这边有很多志愿者，大家都很热情周到，给有课耐心讲解。 要去中山陵的需要提前在微信预约，不然可进不去喔。   		   ",5,2, , , 
ZKK,2019-09-0915:07," 钟山风景区名胜古迹比较多，景点相对来说分散还是建议坐景区的观光车一个人才十块钱美龄宫小小的一栋别墅一楼是宋美龄的一些书画二楼就是侍卫秘书的房间三楼是一些生平介绍四楼是生活区域还是值得一看，从美龄宫出来我们走着去的明孝陵，还算是走的比较久的，建议走到神道和孙权纪念馆的时候先去孙权纪念馆直接景点不会落下从明孝陵出来时再走神道这样都能兼顾   		   ",5,2, , , 
可爱超膘_,2019-09-0914:17," 钟山风景区，在南京也算是必去的景点，逛了中山陵风景区和明孝陵风景区。风景区很大一片，随便逛逛一上午就过去了，景区内有游览车，上去很方便，逛了一条路，非常好看，沿途有很多精美的石像，体力好的人可以选择边走边看，如果体力差点还是乖乖坐游览车吧   		   ",5,1, , , 
maggie_029,2019-09-0901:14,这里的法桐与天津的形态上有些差异，多为手掌状。最喜欢美龄宫，民国的味道把我带进了那些好看的电视剧中,5,0, , , 
繁花似夢_1481,2019-09-0821:44," 南京中山陵是伟大的民主革命先行者孙中山先生的陵墓，也是人们了解中国民主革命那段历史的旅游景点。陵门前的花草树木装点着陵园，特别是金秋十月鲜花绽放，景致更加迷人。走进陵门，怀着崇敬的心情参观孙中山先生的墓室。   		   ",5,0, , , 
江舟行,2019-09-0820:11," 钟山风景区位于南京城东，主要由中山陵，明孝陵和灵谷寺三个景区组成，占地31平方公里是国家的5a名胜景区，历史文化和旅游价值自然不言而喻。 除此之外还有美龄宫，梅花山，孙权纪念馆等一些景点，也颇具看点。美龄宫是民国总统的官邸，号称远东第一别墅。梅花山更具历史意义，东吴大帝孙权的陵墓也葬于此，赶在梅花盛开的季节来此甚好。孙权纪念馆虽然是后建的产物，但可见孙权对江南地区所做出的贡献和影响力。 景点内指示牌明确，绿地，长椅，观光车等配套设施齐全。，部分景点免门票，是一处绝佳的旅游胜地。   		   ",4,95, , , 
笙箫墨沫,2019-09-0723:27," 南京游玩景点攻略之钟山风景区  来南京旅游，钟山风景区是一定要来看看的  景点：钟山风景区 门票：套票110元，梅花节期间100元 交通：地铁或公交都可到达 推荐理由：钟山风景区包括明孝陵，梅花山，美龄宫，中山陵，音乐台，灵谷寺，灵谷塔，是很大的一片区域，但是景点之间相对距离较近，又都是来南京必逛的景点，所以套票比较合适，总价格便宜，还能节约购票时间。 套票是两天有效期，每个景点可以进去一次。但是如果把握好时间，这几个景点一天的时间就可以游览完毕，还是非常充实的一天。   		   ",5,10, , , 
LS,2019-09-0708:21," 南京比打卡景点之一，8月底送弟弟开学的时候去的，整个钟山风景区特别大，建议从山脚买观光车票直接带到售票口，可以买四个景点联票，比较便宜，中山陵是免费开放额，但需要提前预约，我们当天来不及预约就没有去明孝陵景区内有孙权墓梅花洲神道等小景点，紫金山的索道可以考虑去玩一下   		   ",4,1, , , 
我是大豆子,2019-09-0608:23," 位于南京紫金山，主要景点为中山陵、明孝陵。 中山陵顾名思义，就是孙中山的陵墓，是南京的标志性地点之一，让后人更好的缅怀国父孙中山。爬到最高点向下眺望，视野比较开阔。 明孝陵是明朝皇帝朱元璋和马皇后的陵墓，如果仅从人文角度来看的话，没有中山陵值得去，不过如果是为了自然景观，还是值得一去的。 除了这些具体的景点外，其实单纯的爬爬山也是挺好的，随便一个小角落都有一番风景。   		   ",5,1, , , 
doublesouth,2019-09-0512:51," 体育公园路边花圃，上个月去时，向日葵与波斯菊正值盛开，附近是民国中央体育场大门旧址，延柏油路向北走就是体育公园的打卡圣地~孤独的一棵树，春天与秋天中山陵园管理局会种植新的花卉，四季都有不同的植物观赏，打卡拍照圣地   		   ",5,1, , , 
琴韵芳华,2019-09-0502:07," 去南京一定要去钟山风景区，到景区可以直接买通票。景区乘观光车很方便，我们只有一天的时间，先乘观光车到景区，先去灵谷景区，回来乘车去美玲宫，再去明孝陵景区，明孝陵景区很大，一天时间比较紧张，只是大概转了一下，拍了几张照片。   		   ",5,6, , , 
伴RTA的小时光,2019-09-0411:28," 一个明知道人很多但是还是要来的景点  地铁口有卖游览车票的。一次10块，一天不限次数的50块。我们买了两张不限次数的，结果每人就坐了两次。但是建议带小孩或者老人的还是买一下游览车票，因为每个景点之间距离还是有点远的，景点里面又要走路，一天下来的话还是比较累的。  中山陵:八点半开门，来之前一定要预约，不然就像我一样耽误两天时间。中山陵是孙中山先生的陵墓。 明孝陵景区特别大，走到腿要断了。 因为时间比较赶只去了中山陵美龄宫和明孝陵还是比较遗憾的，以后有机会补上啦。   		   ",5,4, , , 
南京青年吃喝玩乐攻略,2019-09-0323:26," 来南京游览钟山风景区是必须打卡的地方，主要有：中山陵、明孝陵、灵谷寺、美龄宫等大大小小很多个景点组成，如果是想全部搞定，2天肯定是不够的，这里介绍比较经典的景点，线路比较累，适合年轻人！  第一天：明孝陵——美龄宫——中山陵——音乐台 门票：联票（含明孝陵、灵谷寺、美龄宫、音乐台） 100，南京公园年卡免费。 中山陵免票，需要提前在微信公众号 （zhongshanfuwuhao）预约日期， 刷身份证进入 交通：体力好的可以步行，也可坐景交  早上从下马坊（明朝文官下轿，武官下马）进入，经过明孝陵博物馆，可以先进去了解下明朝和明孝陵的历史。由正门——大金门进入，首先就是四方城，供奉着神功圣德碑，碑非常高，比十三陵的碑都好大。然后就进入神道，明孝陵的神道分为石象路和翁仲路，秋天是最美的。石象路的右手边还有樱花园，春天的时候特别好看。明孝陵的地面建筑都已毁于战火，现在能看到的都是后修的，随便看看就好。如果您是春天来正对着的就是梅花山，山花烂漫特别好看！  如果您自备的干粮，明孝陵浏览完就可以去美龄宫，如果没有可以去苜蓿园地铁站的南京大排档吃午饭，除了排队没毛病！  午饭后就可以去美龄宫参观，自从航拍的梧桐树项链火了之后这里也是人从众。参观了解那段历史，然后会发现宋美龄绝对是个不折不扣的才女，琴棋书画样样精通！  在美龄宫闲逛完就可以去中山陵了，有景交也可以走过去，路两边的梧桐树特别好看，笔直笔直的。  中山陵作为孙中山的陵墓就不多介绍了，一个字爬，爬到顶可以俯视下周围的风景，还是挺美的。博爱牌坊对面就是音乐台，对于我来说就是小时候喂鸽子的地方！  逛完可以直接走出来，也可做景交到下马坊地铁站，那里有不少吃的，吃完好好休息，今天肯定很累了，明天会更累！  第二天：紫金山——天文台——灵谷寺 门票：爬山不收门票 天文台15，南京公园年卡免费 灵谷寺（前一天联票已含） 交通：坐315、20到紫金山索道下，可爬山， 也可来回索道，按自己的体力选择  坐到紫金山索道开始，可以沿着行车道走到紫金山天文台，也可走台阶路，一个缓一个快。  紫金山天文台是中国自己建立的第一个天文台，非常有名，可以说是中国现代天文学的起点。里面不仅有很多文物，建筑也很有特点。  参观完天文台就是没完没了的台阶路了，爬到顶就是头陀岭,海拔448.9m。山顶有个山顶公园，可以晃悠晃悠。  可以选择步行下山（往灵谷寺方向走），也可坐缆车下山（在紫金山索道坐315到南理工转202到底）去此行的最后一站灵谷寺  灵谷寺始建于梁朝，景区内有南京最大的一颗桂花王，丹桂飘香，还有无梁殿等遗迹、国民革命军阵亡将士墓、九层塔等。南京最热的时候有很多很多萤火虫，非常好看。  从灵谷寺出来，钟灵街有个森林摩尔可以解决晚饭问题。  至此2日自虐行程就走完了，可根据自己的具体情况酌情增减！   		   ",4,26, , , 
葡萄不逃,2019-09-0314:49," 南京可算是有些历史的地方了。 有很多历史建筑，而且风景优美。 秋天来了是凉飕飕的感觉，冬天就真的挺冷了。 这里有宋夫人最爱的法国梧桐，很多道路上种植的都是法国梧桐。 树非常高大，让人很有感觉。真想一直待着不走。   		   ",4,9, , , 
