用户名,时间,内容,星级,是否有图片
139****8512,2023-08-25 发布点评,很棒，环境非常有特色。,5,是
匿名用户,2023-08-25 发布点评,环境优美，建筑独具魅力,5,是
M35****129,2023-08-24 发布点评,整体还行，卧佛比较震撼,5,是
匿名用户,2023-08-22 发布点评,值得一游，很壮观很震撼,5,是
匿名用户,2023-08-22 发布点评,非常震撼人心，值得一看,5,是
匿名用户,2023-08-20 发布点评,投资40个亿，值这个价,5,是
chenkeru,2023-08-19 发布点评,不错，老人家玩的很开心,5,是
M34****7651,2023-08-18 发布点评,很多人建议避开高峰期去,5,是
王字旗下的苍生,2023-08-14 发布点评,很大，很震撼，票价值得,5,是
_WeCh****10615,2023-08-05 发布点评,非常震撼的一次视觉盛宴,5,是
M47****1235,2023-07-31 发布点评,自然和人文风景都很不错,5,是
M43****864,2023-07-31 发布点评,不错，挺震撼，值得去。,5,是
雨光浮殇,2023-07-31 发布点评,下山不太方便，其他还好,5,是
尼古拉斯奥斯托罗夫斯基,2023-07-27 发布点评,服务态度服务质量都很好,5,是
M51****7761,2023-07-25 发布点评,除了交通不便，景色很好,5,是
胖子心中的瘦子,2023-07-17 发布点评,很震撼就是天空不作美！,5,是
大林妈,2023-07-15 发布点评,重金打造的佛教圣地，如果选好时间和路线，人少的时候还真是很美的。如果想要拍照打卡，最好是顶门就去，抢在大批游客到达之前，不然很难拍到想要的效果,5,是
288****033,2023-06-26 发布点评,真的是一个不可错过的打卡地，很适合各种拍照，爬一爬山，很舒服。,1,是
大牛爷爷,2023-05-28 发布点评,不错??满意的一个景观,5,是
M24****1948,2023-05-23 发布点评,很美，值得一去，去的人无不感叹一下：哇塞！好美！确实很震撼的！,5,是
153****5135,2023-05-15 发布点评,风景很好，地宫非常震撼,5,是
流年夏花,2023-05-12 发布点评,值得打卡，准备再去一趟,5,是
M31****6290,2023-05-05 发布点评,很漂亮很壮观，值得一游,5,是
200****602,2023-05-04 发布点评,五一出游人实在太多了，但景区服务还是很温馨的，会有小喇叭提示。,5,是
匿名用户,2023-09-22 发布点评,景区引导与讲解都不行，人多体验感一般，修路十分堵车也不安全。,5,是
130****8827,2023-09-17 发布点评,景色很美，玩得很开心,5,是
130****8827,2023-09-17 发布点评,景色很美，玩得很开心,5,是
斯塔克先生,2023-09-06 发布点评,可以可以，非常现代化,5,是
205****233,2023-09-03 发布点评,非常值得一去的地方。,5,是
_WeCh****78814,2023-09-02 发布点评,还不错，就是不会拍照,5,是
zjinmas,2023-09-01 发布点评,佛家圣地，不来不知道,5,是
320****356,2023-08-27 发布点评,景区相当美，环境特别,5,是
M20****911,2023-08-27 发布点评,服务态度差，到了门口检票后问保安乘车地点，刚开口人家就一个请勿打扰的手势。就看了地宫一个景点，人山人海，站着的，坐着的，无处安放。总的来说不推荐，觉得不去遗憾，去了后悔，建议别去。,5,是
glen海龟,2023-08-25 发布点评,很多次带客人来的地方,5,是
M50****4040,2023-08-23 发布点评,挺好玩的吧，来看一看,5,是
流泪丫丫,2023-08-23 发布点评,挺好的 就是天气太热了,5,是
M47****1119,2023-08-23 发布点评,壮观，拍照打卡超出片,5,是
_WeCh****29219,2023-08-20 发布点评,好好好，真是太好了，,5,是
_WeCh****29219,2023-08-20 发布点评,好好好，真是太好了。,5,是
别惹茄子酱,2023-08-20 发布点评,超级惊艳，神秘、庄严,5,是
M12****488,2023-08-20 发布点评,路线、时间都设计得不错，也很经济，讲解员尽心尽力，唯一就是讲解员资历太浅，很多地方只能自己逛逛看看。,5,是
M32****630,2023-08-19 发布点评,儿童1.4m以下免票,5,是
M47****8345,2023-08-17 发布点评,非常干净！环境不错！,5,是
匿名用户,2023-08-16 发布点评,挺好的，就是暑假人多,5,是
135****5056,2023-08-15 发布点评,不枉此行，性价比超高,5,是
205****575,2023-08-15 发布点评,值得去看一次，很震撼,5,是
320****538,2023-08-15 发布点评,体验建筑之美，很震撼,5,是
M31****3367,2023-08-15 发布点评,很好的地方，很漂亮。,5,是
M30****6519,2023-08-14 发布点评,非常的壮观，值得一去,5,是
mingglee,2023-08-13 发布点评,很有特色的一次旅行。,5,是
paopaofish泡泡鱼,2023-08-13 发布点评,很好，很漂亮，很热闹,5,是
匿名用户,2023-08-12 发布点评,保护文化遗产继承意义,5,是
M56****628,2023-08-10 发布点评,景色迷人，玩得开心！,5,是
M26****4329,2023-08-10 发布点评,天气很给力，值得一去,5,是
M29****4484,2023-08-08 发布点评,管理的很好，干净卫生,5,是
匿名用户,2023-08-04 发布点评,方便的，带客户去的。,5,是
匿名用户,2023-08-04 发布点评,方便的，带客户去的！,5,是
匿名用户,2023-08-03 发布点评,很不错，建筑非常精致,5,是
匿名用户,2023-07-27 发布点评,值得去看看，真的不错,5,是
骑猪那个谁,2023-07-24 发布点评,牛首山属于必去景点了,5,是
安安是个小仙女吖,2023-07-24 发布点评,一个字热死了，哈哈哈,5,是
dicaberg,2023-07-24 发布点评,无比精致的景点，大爱,5,是
永远的天空780,2023-07-23 发布点评,可以，挺牛的人造景观,5,是
_WeCh****14522,2023-07-22 发布点评,人很多，感觉还不错吧,5,是
_WeCh****14522,2023-07-22 发布点评,人很多，入门需要排队,5,是
_WeCh****14522,2023-07-22 发布点评,人很多，入门需要排队,5,是
M48****1214,2023-07-22 发布点评,??????????,5,是
M23****0204,2023-07-06 发布点评,管理真的很差劲，每次都排队三四十分钟为了坐摆渡车，分明是可以开上去的，就为了挣那十块钱的摆渡费，但是你运营能力跟上倒不说了，那么热的天，很多带小孩子都要中暑了。,5,是
M33****5102,2023-06-28 发布点评,景色很美，心旷神怡！,5,是
M33****311,2023-05-02 发布点评,人不多的情况下挺好的,5,是
M42****6294,2023-05-01 发布点评,不错的一次入住体验，前台Lucy非常热心，热情接待我们，让我们有种回家的亲切感，酒店的早餐很丰富、环境优美！酒店的泳池和温泉孩子们很喜欢??,5,是
_M15****8185,2023-10-20 发布点评,两个景点的景观都是人工打造，不值这么贵的门票！不会再去了！,5,是
_WeCh****425085,2023-09-19 发布点评,几乎没人等，马上走,5,是
匿名用户,2023-09-18 发布点评,不错的还是值得一去,5,是
115****121,2023-09-18 发布点评,还是很值得看一看的,5,是
115****121,2023-09-18 发布点评,还是很值得看一看的,5,是
舍尔第摩根,2023-09-17 发布点评,非常震撼，值得去玩,5,是
_WeCh****817492,2023-09-16 发布点评,环境优美，地宫神秘,5,是
D32****4504,2023-09-16 发布点评,方便，快捷，出票快,5,是
M29****6643,2023-09-14 发布点评,景美，设计跟人性化,5,是
158****0558,2023-09-10 发布点评,环境不错，壮观震撼,5,是
匿名用户,2023-09-05 发布点评,非常值得一游的地方,5,是
M46****8285,2023-09-04 发布点评,不枉此行，非常震撼,5,是
战战飞霞子,2023-09-02 发布点评,非常震撼，特别壮观,5,是
琛天的云,2023-08-30 发布点评,蛮好，非常有特色。,5,是
_WeCh****57435,2023-08-28 发布点评,玩的很开心。很方便,5,是
匿名用户,2023-08-26 发布点评,环境不错 值得去一次,5,是
壹陣風,2023-08-26 发布点评,第二次去，还是很棒,5,是
Puma,2023-08-26 发布点评,"以前来过，这次陪亲友来玩，门票涨到了单人160，景区交通车单趟10，一共180。
性价比没有以前高。",5,是
M58****1310,2023-08-26 发布点评,非常值得一去的地方,5,是
小扣扣,2023-08-25 发布点评,值得一看，南京好景,5,是
小扣扣,2023-08-25 发布点评,值得一看，南京好景,5,是
小扣扣,2023-08-25 发布点评,值得一看，南京好景,5,是
JAMES_23M,2023-08-25 发布点评,景色壮观，还不累。,5,是
_WeCh****503543,2023-08-25 发布点评,"很震撼
就是人太多了",5,是
M37****7874,2023-08-25 发布点评,值得再来，非常震撼,5,是
M34****4263,2023-08-25 发布点评,超级棒呢，设施完善,5,是
chesheng,2023-08-21 发布点评,天很熱，但是很值得,5,是
M29****576,2023-08-19 发布点评,行程非常赶，2点到售票点～6点出来，中间只有一个小时是在赶景点，当然排队不能怪导游。但是明明学生可以享受半价的，导游却说1.4米以上一定要买成人票，这是南京旅游局同意如此操作的？,5,是
_cft01****3825144,2023-08-18 发布点评,门票略贵，场景庞大,5,是
D68****61,2023-08-17 发布点评,不错??，风景优美,5,是
匿名用户,2023-08-17 发布点评,内容丰富，值得参观,5,是
_WeCh****94276,2023-08-16 发布点评,非常震撼，值得一看,5,是
M28****8526,2023-08-15 发布点评,非常震撼，非常好。,5,是
匿名用户,2023-08-13 发布点评,非常震撼，不虚此行,5,是
M27****3410,2023-08-12 发布点评,值得一去。物有所值,5,是
M54****213,2023-08-12 发布点评,景色很美丽，很特别,5,是
卡卡罗特七,2023-08-10 发布点评,物超所值，景色很美,5,是
M51****4729,2023-08-10 发布点评,还可以的，就是人多,5,是
anna,2023-08-09 发布点评,必须膜拜，不枉此行,5,是
M27****7569,2023-08-08 发布点评,非常震撼，值得一去,5,是
_WeCh****316220,2023-08-08 发布点评,宏伟壮观，值得一去,5,是
_WeCh****316220,2023-08-08 发布点评,宏伟壮观，值得一去,5,是
_WeCh****316220,2023-08-08 发布点评,宏伟壮观，值得一去,5,是
M39****820,2023-08-06 发布点评,很好玩，孩子喜欢！,5,是
匿名用户,2023-08-06 发布点评,线上预订，使用方便,5,是
M53****2099,2023-08-05 发布点评,很好玩，就是天气热,5,是
犄角女,2023-08-04 发布点评,超级棒的 很宏伟壮观,5,是
M35****9237,2023-08-03 发布点评,舒心出游，快乐假期,5,是
匿名用户,2023-08-02 发布点评,非常方便，准时准点,5,是
M43****864,2023-07-31 发布点评,还不错，挺震撼的。,5,是
M50****3465,2023-07-29 发布点评,服务很好，体验很棒,5,是
M50****3465,2023-07-29 发布点评,服务很好，体验很棒,5,是
201****389,2023-07-26 发布点评,挺好的，美不胜收。,5,是
201****389,2023-07-26 发布点评,挺好的，美不胜收。,5,是
_WeCh****257939,2023-07-24 发布点评,还行的一次佛教圣地,5,是
南国佛手,2023-07-06 发布点评,名不虚传的佛教圣地，巧妙构思的建筑让人觉得庄重又不失灵动！,1,是
150****1816,2023-06-16 发布点评,大，震撼，不虚此行,5,是
省钱大王牛啊牛啊,2023-05-26 发布点评,美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美,5,是
长安?,2023-04-24 发布点评,旅游和旅行的最大区别在于，旅游仅仅是用双脚与眼晴，而旅行还要带上灵魂和梦想??,5,是
M28****4690,2023-09-19 发布点评,值得去，非常棒。,5,是
dikwjdjjciwokqb,2023-09-18 发布点评,挺不错的 不去后悔,5,是
匿名用户,2023-09-16 发布点评,景色宜人，环境好,5,是
M42****3275,2023-09-15 发布点评,很开心的一段旅程,5,是
320****268,2023-09-14 发布点评,很方便，景色很美,5,是
醉后的温柔 ,2023-09-14 发布点评,值得去的一个景点,5,是
M49****9116,2023-09-14 发布点评,太值得一游了??,5,是
Manta3333,2023-09-12 发布点评,还可以真的还可以,5,是
M23****739,2023-09-11 发布点评,气势恢宏值得期待,5,是
M26****7839,2023-09-08 发布点评,感恩所有的服务。,5,是
M26****7839,2023-09-08 发布点评,感恩所有的服务。,5,是
小九是只猫0909,2023-09-07 发布点评,值得去，很震撼！,5,是
斯塔克先生,2023-09-06 发布点评,可以，就是门票贵,5,是
匿名用户,2023-09-06 发布点评,还不错.值得一看.就是交通有点不方便.门票有点太贵了.如果加上路费车票什么的.整个景点有点贵了.,5,是
匿名用户,2023-09-06 发布点评,还不错.值得一看.就是交通有点不方便.门票有点太贵了.如果加上路费车票什么的.整个景点有点贵了.,5,是
匿名用户,2023-09-05 发布点评,值得去，非常震撼,5,是
shiyubao萖萖,2023-09-05 发布点评,交通并不是很方便,5,是
左灏,2023-09-04 发布点评,还可以吧！门票贵,5,是
M52****8067,2023-09-01 发布点评,景区很大，很壮观,5,是
M61****829,2023-09-01 发布点评,山顶风景特别漂亮,5,是
M16****162,2023-08-31 发布点评,方便快捷省时省力,5,是
M16****802,2023-08-31 发布点评,牛首山，值得一去,5,是
匿名用户,2023-08-30 发布点评,值得一去，很出片,5,是
M29****9839,2023-08-28 发布点评,玩的很开心很舒适,5,是
输给了、现实,2023-08-28 发布点评,总的来说还不错吧,5,是
小美鱼520,2023-08-26 发布点评,非常好，值得一来,5,是
匿名用户,2023-08-26 发布点评,不错不错不错不错,5,是
青青子衿~..,2023-08-25 发布点评,喜欢，很棒，完美,5,是
匿名用户,2023-08-25 发布点评,好玩，带宝宝去的,5,是
_CFT01****0157771,2023-08-23 发布点评,菩提圣地辉煌人生,5,是
磨山港湾一期,2023-08-23 发布点评,很震撼，值得一去,5,是
匿名用户,2023-08-22 发布点评,好非常好好好好好,5,是
Mamba,2023-08-21 发布点评,景色还是很不错的,5,是
M54****7039,2023-08-21 发布点评,风景很好，服务好,5,是
M42****6848,2023-08-20 发布点评,值得去玩的地方！,5,是
嘎嘎1031,2023-08-20 发布点评,很壮观，值得一去,5,是
M33****8183,2023-08-20 发布点评,爬山好累，热死了,5,是
_CFT01****6504080,2023-08-20 发布点评,非常好，非常壮观,5,是
小白,2023-08-18 发布点评,金碧辉煌不虚此行,5,是
玊尔??????????????,2023-08-17 发布点评,体验感很棒 很震撼,5,是
M97****09,2023-08-17 发布点评,价格合理出入方便,5,是
M97****09,2023-08-17 发布点评,价格合理出入方便,5,是
M34****611,2023-08-16 发布点评,可以 非常值得一去,5,是
M34****1446,2023-08-16 发布点评,不错不错不错不错,5,是
_WeCh****250306,2023-08-14 发布点评,挺好 震撼 值得一看,5,是
匿名用户,2023-08-12 发布点评,山不在高 有佛名。,5,是
匿名用户,2023-08-10 发布点评,没有免费送舍利子,5,是
匿名用户,2023-08-10 发布点评,很震撼，值得游玩,5,是
白发魔女,2023-08-08 发布点评,值得一游。很震撼,5,是
139****8363,2023-08-08 发布点评,挺不错的一次出行,5,是
M22****8163,2023-08-07 发布点评,不错，值得去逛逛,5,是
韩炳梁,2023-08-07 发布点评,还是不错的选择！,5,是
匿名用户,2023-08-07 发布点评,还是不错的选择！,5,是
M26****2575,2023-08-04 发布点评,非常好 就是人多了,5,是
M50****1725,2023-08-03 发布点评,有电梯，值得一去,5,是
M13****422,2023-08-03 发布点评,不错，值得一玩。,5,是
M13****422,2023-08-03 发布点评,不错，值得一玩。,5,是
_M18****0303,2023-08-01 发布点评,值得一看，挺震撼,5,是
摆烂的橋同志,2023-08-01 发布点评,大榴莲真的好好看,5,是
匿名用户,2023-07-31 发布点评,太壮观又太精美。,5,是
心至奢,2023-07-31 发布点评,情理之中意料之外,5,是
超暗物质,2023-07-31 发布点评,一次愉快的旅行！,5,是
206****068,2023-07-30 发布点评,很好，很满意值得,5,是
136****9880,2023-07-30 发布点评,非常好，六星推荐,5,是
M37****481,2023-07-30 发布点评,很方便，还有优惠,5,是
_WeCh****722906,2023-07-29 发布点评,非常不错，值得去,5,是
M43****6024,2023-07-29 发布点评,巧夺天工 特别震撼,5,是
118****711,2023-07-26 发布点评,景区挺大，挺漂亮,5,是
匿名用户,2023-07-25 发布点评,太美了，钱的味道,5,是
139****0783,2023-07-25 发布点评,挺好的，值得一去,5,是
纵横四海之光哥,2023-07-25 发布点评,佛光，佛音，佛灵,5,是
M11****283,2023-07-25 发布点评,还可以，亲子出游,5,是
M25****722,2023-07-24 发布点评,很震撼，风景不错,5,是
138****6883,2023-07-23 发布点评,很值得一去的地方,5,是
205****660,2023-07-23 发布点评,山很大，环境很好,5,是
化妆不卡粉,2023-07-21 发布点评,很不错 里面有很多景色 绿化很好 还有电梯特别方便 风景宜人 建筑什么的也很独特 性价比高 拍照什么的都很出片,5,是
咖啡干煸茴香,2023-07-13 发布点评,有机会还会去参拜,5,是
An0005,2023-07-10 发布点评,牛首山值得一去。,5,是
M52****987,2023-07-07 发布点评,牛首山很壮观，导游讲解的很好，行程安排很满意，五星好评！,5,是
困似懵懂G,2023-05-29 发布点评,还可以，蛮不错的,5,是
M51****5989,2023-05-27 发布点评,挺不错的 以后还会再去 佛顶宫非常壮观 地宫也很大 让人眼前一亮,5,是
Lee_c_c,2023-05-07 发布点评,很壮观，值得一去,5,是
M28****2743,2023-09-19 发布点评,好好好好好好好,5,是
D32****4504,2023-09-16 发布点评,出票快，景色美,5,是
匿名用户,2023-09-15 发布点评,很豪华，很漂亮,5,是
老龙西游,2023-09-15 发布点评,挺震撼，值得去,5,是
M10****747,2023-09-14 发布点评,景色宜人，庄严,5,是
M10****747,2023-09-14 发布点评,景色宜人，壮观,5,是
M48****537,2023-09-14 发布点评,很壮观值得一去,5,是
M30****3829,2023-09-10 发布点评,还不错， 挺好的,5,是
减减减,2023-09-08 发布点评,哈哈哈哈哈哈h,5,是
M45****9194,2023-09-05 发布点评,景色建筑都很美,5,是
M25****814,2023-08-29 发布点评,风景优美的地方,5,是
136****3339,2023-08-27 发布点评,很好，景色很美,5,是
匿名用户,2023-08-27 发布点评,不错，真的挺好,5,是
M30****2647,2023-08-26 发布点评,挺好的不错很好,5,是
M57****4046,2023-08-26 发布点评,总体还是很好的,5,是
匿名用户,2023-08-25 发布点评,挺好的值得游览,5,是
M30****2054,2023-08-24 发布点评,值得再去的地方,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
D28****55,2023-08-23 发布点评,非常满意的行程,5,是
M27****2948,2023-08-23 发布点评,景色很美，值得,5,是
tr.电阻,2023-08-22 发布点评,爬山的感觉很好,5,是
无,2023-08-22 发布点评,佛顶圣镜超震撼,5,是
花火2023,2023-08-22 发布点评,很震撼，很喜欢,5,是
M53****3895,2023-08-20 发布点评,景观，环境优美,5,是
M44****7915,2023-08-20 发布点评,很不错。好玩的,5,是
M21****050,2023-08-20 发布点评,顺道一游还可以,5,是
孩子王王,2023-08-19 发布点评,人比较多 停车难,5,是
M32****0721,2023-08-19 发布点评,很好的旅游体验,5,是
_WeCh****48314,2023-08-18 发布点评,非常值得推荐！,5,是
_WeCh****48314,2023-08-18 发布点评,值得推荐一下！,5,是
薏姗宝贝,2023-08-17 发布点评,方便 好 人太多了,5,是
鸟叔的背影,2023-08-17 发布点评,还可以，值得看,5,是
匿名用户,2023-08-17 发布点评,不错，值得一看,5,是
两个大响屁,2023-08-16 发布点评,非常好玩的一次,5,是
M34****611,2023-08-16 发布点评,值得带家人一起,5,是
M34****611,2023-08-16 发布点评,值得带家人一去,5,是
Tightlove,2023-08-15 发布点评,媳妇高兴就是好,5,是
匿名用户,2023-08-15 发布点评,非常震撼非常好,5,是
M28****8526,2023-08-15 发布点评,非常震撼非常好,5,是
匿名用户,2023-08-14 发布点评,娃玩的很开心啊,5,是
M11****344,2023-08-09 发布点评,人多，推荐走路,5,是
M11****344,2023-08-09 发布点评,人多，推荐走路,5,是
M55****322,2023-08-08 发布点评,非常漂亮很震撼,5,是
JKB201213,2023-08-08 发布点评,很不错，超棒！,5,是
M29****1023,2023-08-07 发布点评,佛顶宫非常震撼,5,是
Pandapony,2023-08-04 发布点评,牛首山值得一看,5,是
M52****7154,2023-08-03 发布点评,牛首山值得一去,5,是
M13****422,2023-08-03 发布点评,不错，值得一玩,5,是
_WeCh****517862,2023-08-02 发布点评,很不错，很震撼,5,是
M55****528,2023-08-02 发布点评,不去后悔一辈子,5,是
匿名用户,2023-07-31 发布点评,非常好玩的地方,5,是
M53****432,2023-07-31 发布点评,的确震撼的地方,5,是
M47****480,2023-07-30 发布点评,值得一去的地方,5,是
M31****202,2023-07-29 发布点评,太棒了   非常值得,5,是
削个椰子皮l,2023-07-26 发布点评,风景不错且不累,5,是
118****313,2023-07-24 发布点评,值得带孩子出行,5,是
M27****4333,2023-07-23 发布点评,不错，值得一去,5,是
DB070928,2023-07-07 发布点评,佛顶圣境牛首山,5,是
M35****3801,2023-07-03 发布点评,风景很不错，推荐给大家，很喜欢。心情很舒畅，旅行的意义在于此。一路走来总会看到一些风景，让你为之感叹，它们如一幅幅画，就在我的记忆深处,5,是
M31****8265,2023-05-23 发布点评,很直得去的地方,5,是
300****541,2023-05-21 发布点评,人多，感觉一般,5,是
Pershing丶Z,2023-10-04 发布点评,没有抖音上所说的那么玄乎，一般吧，期待很高，失落很大,5,是
_M13****3669,2023-09-19 发布点评,不错不错不错,5,是
屿沐ut,2023-09-18 发布点评,爬了好久的山,5,是
匿名用户,2023-09-14 发布点评,好非常好哈哈,5,是
M27****9136,2023-09-13 发布点评,很好很好很好,5,是
匿名用户,2023-09-12 发布点评,很好 环境可以,5,是
……、、、,2023-09-10 发布点评,可以可以可以,5,是
上帝左手06,2023-09-09 发布点评,很豪华也很贵,5,是
陆禹彤,2023-09-09 发布点评,很好 下次还来,5,是
M54****1213,2023-09-07 发布点评,真的太棒了，,5,是
m32****8850,2023-09-03 发布点评,值得去 很不错,5,是
_WeCh****110695,2023-09-03 发布点评,很棒很棒很棒,5,是
M49****9807,2023-09-02 发布点评,嗯我一下哦哦,5,是
匿名用户,2023-09-02 发布点评,里面吃的不错,5,是
JayLon1,2023-09-02 发布点评,走路好累好累,5,是
紫山-6485,2023-09-01 发布点评,佛顶宫很华丽,5,是
320****892,2023-09-01 发布点评,真的值得一游,5,是
小搁,2023-08-31 发布点评,好玩好玩好玩,5,是
小搁,2023-08-31 发布点评,好玩好玩好玩,5,是
小可sk,2023-08-31 发布点评,非常喜欢这个,5,是
沈老师是位同学,2023-08-30 发布点评,不错 旅游打卡,5,是
M26****0818,2023-08-29 发布点评,非常震撼华丽,5,是
M54****8852,2023-08-29 发布点评,确实很壮观 l,5,是
M24****4506,2023-08-29 发布点评,很好 值得推荐,5,是
小搁,2023-08-28 发布点评,挺好的挺好的,5,是
M34****060,2023-08-25 发布点评,前面评价过了,5,是
匿名用户,2023-08-22 发布点评,好好好好好好,5,是
鹰击长空9999,2023-08-21 发布点评,很不错的景点,5,是
匿名用户,2023-08-20 发布点评,必须给好评！,5,是
M50****8487,2023-08-18 发布点评,带小孩来不合适，天太热，上塔电梯坏了，抱一个孩子，架一个孩子，还背一大包，上楼梯，累的受不了,5,是
冰咖啡12,2023-08-16 发布点评,适合家庭出游,5,是
冰咖啡12,2023-08-16 发布点评,适合家庭出游,5,是
冰咖啡12,2023-08-16 发布点评,适合家庭出游,5,是
_WeCh****534324,2023-08-15 发布点评,很震撼，值得,5,是
可以Tl,2023-08-15 发布点评,景色非常美丽,5,是
符晓琪,2023-08-15 发布点评,非常好非常好,5,是
M31****3367,2023-08-15 发布点评,值得一去很好,5,是
渣男正能量,2023-08-14 发布点评,666666,5,是
WU_JIU_XIANG,2023-08-13 发布点评,非常的好看。,5,是
WU_JIU_XIANG,2023-08-13 发布点评,非常的好看。,5,是
匿名用户,2023-08-12 发布点评,震撼特别震撼,5,是
M27****6121,2023-08-12 发布点评,玩的挺开心的,5,是
M60****811,2023-08-12 发布点评,很不错的景点,5,是
黒槍de,2023-08-12 发布点评,确实很不错啊,5,是
M27****0146,2023-08-10 发布点评,好的，壮观美,5,是
芒果味91,2023-08-10 发布点评,不错，挺好的,5,是
_M13****6130,2023-08-10 发布点评,装修的非常棒,5,是
猎人,2023-08-09 发布点评,非常值得一游,5,是
_WeCh****572461,2023-08-09 发布点评,服务细节缺少,5,是
匿名用户,2023-08-08 发布点评,好，宏伟大气,5,是
小吃货雅,2023-08-08 发布点评,地宫很震撼。,5,是
M47****3692,2023-08-06 发布点评,风景区旅游区,5,是
M47****3692,2023-08-06 发布点评,风景区旅游区,5,是
M47****3692,2023-08-06 发布点评,风景区旅游区,5,是
M53****5473,2023-08-06 发布点评,还行，就那样,5,是
M51****2885,2023-08-06 发布点评,111111,5,是
匿名用户,2023-08-06 发布点评,非常好的的的,5,是
匿名用户,2023-08-06 发布点评,很震撼，很大,5,是
匿名用户,2023-08-06 发布点评,值得去的景点,5,是
丽娜123,2023-08-04 发布点评,最点去很清静,5,是
meekw,2023-08-04 发布点评,就是人太多了,5,是
M11****974,2023-08-04 发布点评,出票快，方便,5,是
M11****974,2023-08-04 发布点评,出票快，方便,5,是
M50****1725,2023-08-03 发布点评,。。。。。。,5,是
_WeCh****153413,2023-08-02 发布点评,很值得去游玩,5,是
流星DCQ,2023-08-01 发布点评,还不错！！！,5,是
薇安小兔子,2023-08-01 发布点评,建筑非常壮观,5,是
206****125,2023-07-28 发布点评,很不错的景点,5,是
M33****1116,2023-07-27 发布点评,挺好的。这个,5,是
匿名用户,2023-07-27 发布点评,感觉蛮不错滴,5,是
M41****466,2023-07-26 发布点评,不错 值得一去,5,是
118****711,2023-07-26 发布点评,方便快捷满意,5,是
M35****4836,2023-07-26 发布点评,总体挺好的。,5,是
135****8666,2023-07-25 发布点评,好……………,5,是
M21****481,2023-07-25 发布点评,"美丽
壮观宏伟",5,是
M23****7974,2023-07-24 发布点评,好好好好好好,5,是
XIAOLI_LI,2023-07-23 发布点评,合适家庭出游,5,是
M56****7033,2023-07-22 发布点评,玩的开心??,5,是
M53****6405,2023-07-14 发布点评,牛首山确实牛,5,是
欣成,2023-05-22 发布点评,非常好，就是离市区有点远，交通不方便，景区很大很漂亮，很现代化，值得来次转一转看一看，景区没什么吃的，泡面很慢，要一个一个的烧水….,5,是
E00****45,2023-04-30 发布点评,感觉还可以一家人去的不错，不错就是不错，应该还会采取的感觉还可以应该还会再去打吧，总而言之就是不错，大家都快去玩玩吧，不可以的可以的,5,是
goldenbj2008,2023-09-19 发布点评,震撼人心！,5,是
goldenbj2008,2023-09-19 发布点评,震撼人心！,5,是
江北小福贵,2023-09-19 发布点评,震撼！！！,5,是
Boringme,2023-09-19 发布点评,大榴莲可以,5,是
Boringme,2023-09-19 发布点评,大榴莲可以,5,是
M29****4853,2023-09-18 发布点评,哈哈哈哈哈,5,是
许愿瓶,2023-09-17 发布点评,值得去观看,5,是
匿名用户,2023-09-17 发布点评,建筑设施令人震撼，造价惊人，颇有观感。但游览非常不便，尤其停车和出入景区非常麻烦，游客引导和景点设计安排需要进一步提升加强，应更加以人为本，充分考虑游客的便利性和舒适感。,5,是
匿名用户,2023-09-15 发布点评,是我的回忆,5,是
匿名用户,2023-09-13 发布点评,地宫很好看,5,是
??..??..??..??,2023-09-13 发布点评,不错很震惊,5,是
匿名用户,2023-09-13 发布点评,不错 很满意,5,是
M24****5896,2023-09-12 发布点评,旅途愉快。,5,是
匿名用户,2023-09-11 发布点评,整体还不错,5,是
M32****684,2023-09-10 发布点评,很值得一去,5,是
匿名用户,2023-09-08 发布点评,确实很震撼,5,是
匿名用户,2023-09-05 发布点评,一般吧吧吧,5,是
乐小乐S,2023-09-02 发布点评,大气磅礴！,5,是
匿名用户,2023-08-31 发布点评,很好，不错,5,是
Tonyrighthere,2023-08-31 发布点评,值得去一次,5,是
匿名用户,2023-08-29 发布点评,建筑很壮观,5,是
王洪峰,2023-08-24 发布点评,风景非常好,5,是
王洪峰,2023-08-24 发布点评,风景非常好,5,是
匿名用户,2023-08-24 发布点评,我非常满意,5,是
M36****4106,2023-08-23 发布点评,确实还可以,5,是
匿名用户,2023-08-22 发布点评,值得一游啊,5,是
匿名用户,2023-08-22 发布点评,值得一游啊,5,是
M22****8579,2023-08-22 发布点评,好玩 风景好,5,是
匿名用户,2023-08-21 发布点评,不虚此行哈,5,是
M29****0439,2023-08-21 发布点评,不虚此行哈,5,是
匿名用户,2023-08-20 发布点评,很好，方便,5,是
行者无疆,2023-08-19 发布点评,人山人海好,5,是
_WeCh****173277,2023-08-19 发布点评,还挺不错的,5,是
胡鲁马累岛李世民,2023-08-18 发布点评,非常不错的,5,是
M48****0223,2023-08-17 发布点评,环境不错！,5,是
_WeCh****534324,2023-08-15 发布点评,不错，震撼,5,是
_WeCh****534324,2023-08-15 发布点评,值回票价。,5,是
匿名用户,2023-08-15 发布点评,非常满意！,5,是
