用户名,时间,内容,星级,点赞,,,
长路漫漫_4888,2023-07-2415:06,"不要来
上去坐车排队一个半小时，游玩一小时，下来坐车排队一小时，顶着35度的高温，没有工作人员，没有降温措施，再也不来了……没见过这么混乱的景区，游客个个喊退票了",0.5,0, , , 
匿名用户,2023-07-2414:55,垃圾景区，除非想在里面晒到中暑否则不要来。,0.5,0, , , 
牛油果灼菊花茶,2023-07-2414:40,"來到南京打卡第一店4A景区牛首山！

特色体验:
天气不是一般热，啥都要排队，暑假人太多多啦！",4.5,0, , , 
在白鹤山参观的烤全羊,2023-07-2414:38,四月底的南京真的太热太热了，跟弟妹逛完红山动物园过来的，没有乘景区游览车，我们慢慢走路上来，后面走不动了幸好还有电梯上山，佛顶寺很像一个大榴莲,4.5,0, , , 
锦,2023-07-2414:27,"懒人旅行胜地，电梯太贴心啦
虽然区别于自然风景，但在视觉上极大的震撼，值得一去。",5,2, , , 
苏州诚妈,2023-07-2414:15," 到底是斥资40个亿的大投入，景美。但是，我要吐槽的是管理！！！原本暑期旅游旺季，人就很多。大家排队坐电梯??登顶佛顶塔，排了近半小时的队伍，马上轮到了，一个穿着保安服的壮汉，挤进来把电梯锁了！！！让所有游客爬楼梯登顶！但是人多缺乏有效疏导，管理混乱，狭窄的楼梯过道里竟然让上行和下行混在一起！楼梯较陡，没有窗户，暑期炎热，游客中不乏虔诚的老人，他们腿脚不便！还有暑期外出旅游的孩童！！！混乱的管理，实在对不起这么庞大的投资、大力的宣传！   		   ",4,0, , , 
Diana_戴安娜,2023-07-2413:07,人超级多，但是大家都是井然有序的，虽然很热，但是也有些室内的地方，可以吹吹空调，需要爬的地方有扶梯，热的时候真心不错,4.5,0, , , 
maybemerry,2023-07-2412:36," 南京牛首山，去之前就知道是人工景点，但第一眼还是会有惊艳的感觉，不过看久了跟真正的佛门之地还是不一样，充满了暴发户的感觉，缺少了那种宁静祥和的味道。 另外，友情提醒一下一件事，事先买好的儿童票如果没有身份证，还是要去游客服务中心换纸质票。我们今天就是这样，本来排在第一位，结果开始检票了以后只能去换纸质票，导致落在了后面。   		   ",3.5,0, , , 
筠筠_578,2023-07-2410:57," 如果西门进入排队等车等了一个小时，其实如果从西门进入从小路上去，只需要15分钟，实在没必要等车。景色很好，就是人真的多，宝塔需要步行上去，可以看到整个牛首山全貌，但是真的很累。上山有滚梯，下山需要步行！真的很累，但是很值得！   		   ",4.5,1, , , 
初夏雨,2023-07-2410:11,交通发达，非常便利，环境优美，特别好，牛首山非常美，值得去看看，下次还会再去，景色优美！,5,1, , , 
小小迷海,2023-07-2408:31," 二刷还是值得再来一次的 交通：里面可以乘坐大巴车排队的人依然很多我们没去坐步行上山这次换了个路线风景真不错有小朋友的可以带着走走锻炼体能 佛顶宫佛顶塔佛顶寺依然一个不落全逛了一遍 地宫再看一次依然会被震撼到 还值得再来一次   		   ",5,0, , , 
Jofeana,2023-07-2402:22," 这里不是国外，这里是中国牛首山。真的很值得去看，2023.8.13以后98的门票就要涨到160了！  推荐大家坐大巴，大巴车10r/人，牛首山真的很大，大家节省体力去看美景还有辉煌的建筑吧。  景区内物价都可接受，如果提前一天买票，还可以便宜10r。??记得带身份证??如果不是现场买票，就刷二维码就好，提前买好票的，一定要带身份证！   		   ",5,7, , , 
此生只念你一人_1628,2023-07-2323:17," 第一次去还是蛮喜欢的，就是天气太热，但是唯一直接赞美的就是有电梯至少减少了爬楼的感觉，还是很不错的地方、每一个地方都是值得纪念和关注的焦点、让人心情舒畅，来一次感觉就是不一样心情舒畅美美的站在顶峰上分享了此事的心情舒畅、人事难得几回魂   		   ",5,0, , , 
热衷于,2023-07-2322:46,打卡牛首山！蛮震撼的、太厉害了，去了万佛廊千佛廊，真的很震撼！很奢华、太棒啦！出片棒棒哒！,5,0, , , 
匿名用户,2023-07-2322:44," 门票提前一天买的88一人，为了少走路从西门进的，进门右手边有大巴车10元一人，超级超级不推荐坐大巴车，排队一小时坐车三分钟，车程一共900米.算是本次行程最踩雷的地方.实际走上去也就15分钟左右.上面就会有电梯到佛顶宫. 出门的时候也是走的西门很近但是真的特别难叫车，我是走了好远好远才打到的车.不推荐西门出.   		   ",5,0, , , 
小陆小陆,2023-07-2322:23,出行不是很方便，很多路程需要步行，爬楼梯，吃饭死贵，只有快餐KFC等，我们两个人吃汉堡花了116，还不太饱，建议自己带吃的，切记多带水，景区水的价格在9元一瓶，体力要好，步行很多，建议男女都穿平底鞋。,3,0, , , 
粉条涮泡菜,2023-07-2322:09," 值得去，但是你说很好玩也就那样，但是不去又会觉得没看过整体感觉让人很震撼，一种境界，但是可惜在没看到舍利子，只看到图片，这个给我感觉有点来一趟莫名其妙的，哪怕有一个看看也好。 希望有机会可以让人到了，远远的看一眼。 但是装修确实很豪华，哪里都透露出贵气十足。很好看   		   ",4.5,0, , , 
三吉霸霸,2023-07-2320:33," 这是我第一次去牛首山，看到8月中旬门票涨价，就计划去一趟，去之前也先在网上做了一些功课。有预感坐大巴的人会很多，于是选择了西门进，步行上山半个小时肯定能到，路上的确很晒，克服一下就行，到了卧佛展和地宫全都能吹空调，人很多，但的确很壮观，亲眼看和看小红书照片的感觉是完全不一样的。   		   ",4,1, , , 
喵,2023-07-2320:24,天气很热人超级多还是蛮震撼的推荐推荐,3.5,0, , , 
青衣雨巷。,2023-07-2320:22," 很震撼！不去牛首山永远不知道华夏之文明有多么的美，多么的震撼！这不是能用相机拍出来的感觉，是在一步一步登上牛首山最高点看见了千佛万佛的震撼感。大榴莲的建筑也很特别，地下宫殿更是美不胜收，要不是门票太贵了，每个月都想去参观！   		   ",5,0, , , 
挚爱66666,2023-07-2320:20,去南京旅游，牛首山强烈推荐，门票很值，建议从西门入园，有免费的班车坐，就是排队的人有点多，也可以徒步上山，相比东门近一点，大榴莲真的很出片，拍照的人也是炒鸡多，进入地宫很震撼，眼睛都挪不开！山里很凉快,4.5,0, , , 
卡卡西,2023-07-2319:21," 交通:一早就开车过来。八点多到东门停好车以后走上去。咨询了学生票要人工窗口取票，由于人工窗口人太多，在自助购票机上试了一下，刷学生一卡通可以购买。就把大众上买的学生票退了，检票时检票员说一定要人工取票我让他先试一下能不能刷，他一直强调要人工取票。排队的人太多，我也不退步坚持让他试一下一卡通能不能刷。然后一卡通真的可以刷。建议景区工作人员好好培训一下。大热天排队的人挺多的，不要浪费大家的时间。 景区内挺大的，坐小巴车上去有扶梯，可以直登山顶。山顶很凉快拍照的人超多。地宫很震撼。就这个门票价格来说有点贵   		   ",3.5,0, , , 
枫心叶雨,2023-07-2318:59," 想一天逛完全部景点且不走重复路的看过来：东门——佛顶寺——佛顶宫，然后从弘觉寺旁边下来到摩崖石刻——岳飞抗金堡垒——李瑞清墓。然后回到东门——桃花溪——隐龙潭——郑和文化园，然后西门出。提示：旅游车可以在佛顶寺坐，即避开拥堵乘车又不错过佛顶寺；郑和文化园17点后进不去，规划好时间。   		   ",5,0, , , 
无名指,2023-07-2318:02," 交通： 我们自驾带孩子旅游的，交通说实话是真不方便。门口在修路。 停车太难了 快到景区堵车堵的非常严重，好不容易到景区门口了，不能停车，只能往前开，越开越远，最后我们直接开到江宁吃午饭了  特色体验： 景区主打佛教文化，奈何我对神明文化不上头 人太多了，坐车排队估计20分钟吧，然后到山顶的网红佛顶宫~~ 进去之后第一感觉还是蛮震撼的 看完之后急急忙忙往山下赶六点下山的车 综合体验： 带孩子暑假真的不推荐来，人多又热 而且没什么看头，带孩子不如去博物院这些有教育意义的景点 这个景区可能就是被各路网红带出流量的   		   ",2.5,1, , , 
飞鱼017,2023-07-2317:54,假期人真的超级多啊，还是值得来的，自然风景也好看，佛顶宫则是辉煌。,4,0, , , 
兔儿爷,2023-07-2317:31,风景很好但是太远了…太远了…走的脚巴块烂了,2.5,0, , , 
小璃子,2023-07-2317:29,景点很华丽，不愧是花重金打造的。,5,0, , , 
墨堆儿,2023-07-2316:41,牛首山果然名不虚传，佛顶宫地宫真是非常震撼！,4.5,0, , , 
匿名用户,2023-07-2316:06," 虽然说是人造景观，但是也实在太美了，天气也好，每拍一张照片都是画丫，缺点可能就是人太多了，上山的时候不高兴排队坐车，自己爬上山的，大概一个多小时左右吧，走走歇歇，一路上风景也特别美，还有里面的餐饮相对人流来说少了些，来的话，自备些点心。   		   ",5,0, , , 
匿名用户,2023-07-2315:15,牛首山除了有点大，走到山顶有些累，其他没毛病，去过两次没看到传说中的舍利，都是带亲戚朋友去的，因为个人对宗教类文化无信仰，所以也就是拍照打卡好看，如果有信阳的可能会觉得门票更值吧,3.5,0, , , 
包子,2023-07-2314:58,人很多，景区里建筑很壮丽，但交通不太方便最好自驾，附近没有地铁站，西出口处出租宰客,4,2, , , 
SOPHIA,2023-07-2314:27," 千万不要来，尤其的带孩子的，上山排队半小时，下山排队半小时，没有服务没有资源，人工打造的复刻，看看视频就可以了。问个出口，打扫卫生的都一脸不耐烦。没好好看评价，后悔死了，四个人，门票，98一个，上下山大巴10/次，合计又80，没有历史的东西开开图片和视频就够够的，真没必要来，尤其是带孩子的   		   ",0.5,0, , , 
小小慧sannl,2023-07-2314:12,很棒，拍照很好看，进去很震撼～,5,0, , , 
不想让你知道,2023-07-2313:57,"这次牛首山亲自家庭之旅非常棒
从入口坐大巴直到山下
然后上山有电梯，
特色体验:
宫殿
卧佛

推荐理由:
交通方便",5,0, , , 
zy,2023-07-2313:55," 公共交通不太方便，自驾方便，停车场很大不怕没有车位，节假日人太多，上下山的景交车排队单程都要一两个小时，体验太差，不怕累的也可以自己爬上去，景区适合佛教爱好者，普通人就是去看个热闹，佛顶宫还是很壮观的。   		   ",2.5,0, , , 
芥末芥末辣,2023-07-2313:45," 开车从佛城西路到牛首山东入口处，可能是因为暑假，人超级多，开车到停车花了1个多小时，景区里面有小巴车，但是需要付费，人超多，需要排1个半小时。建议爬的动的人，徒步上下，也就20分钟的路程。 主要是参观地宫，下了5层电梯，终于到达最底层，观看了佛主的舍利子，地宫下还有千佛殿，万佛堂，反正我也不认识，如果有信徒可以来参观，地宫的一楼有素食餐厅，也有一些文创旅游纪念品，门票当天预约是98元，提前一天预约会便宜一点 夏天，真的好热，人也好多呀   		   ",4.5,2, , , 
匿名用户,2023-07-2311:14," 绝美的宫殿佛教圣地牛首山，南京来的话必打卡地之一，地宫之美，无与伦比美轮美奂，佛顶宫的艺术价值极高，建筑细节，堪称完美超震撼的盛典，作为佛教和文化景区结合的方式，让人感觉有强烈的视觉冲击。 最后很想吐槽一下这个佛顶宫是多么神圣的地方，还是有很多网红穿着露背露腰露大腿光着脚丫子在佛顶宫的墙壁上去妖娆的摆拍，个人觉得对宗教非常不敬有些动作就是显得很没有修养   		   ",5,0, , , 
夕句,2023-07-2309:09,上下山一定要坐摆渡车！不然挺远的。整体来说，蛮震撼的。大！多！,4.5,0, , , 
面面,2023-07-2300:47,交通的话，打车到景区门口就很方便，不像走太远，门口有坐车上山的10元一位，下了之后会有扶梯，很方便，建议天气凉快的时候来，这几天属实有点热哈，里面的真的超级震撼，特别好看。拍照特别出片。,5,1, , , 
玩转上海的兔兔,2023-07-2223:59,气势恢宏，磅礴雄伟值得去走一回。,5,0, , , 
颜吖丫,2023-07-2222:39,值得打卡一次，很挺多的但是不影响体验,4,0, , , 
饿馍在人间,2023-07-2222:38,爬到很累，老婆不给坐大巴，下着雨我化身为无情的拍照机器和点赞机器,4,0, , , 
七年的约定,2023-07-2222:02,推荐前往，虽然门票不便宜，但是很值，地宫很震撼，一定要去看看,4,10, , , 
RequiemforaDream,2023-07-2221:45," 两个南京的同事给我推荐的，然后一直刷到这个景区的视频，想来了很久了。之前一直下雨没来，这周天气还可以就来了。南京南站打车过来的有一段路，而且周末来路上会有一点堵。排队验票就要几十分钟。进入景区之后，挺大的。绿化总体来说一般。几个寺庙走马观花的看了一些。就去了最主要的佛顶宫，看宣传的如何震撼。但自己亲眼所见后，感觉也就那样吧。买的当天票，98元。性价比差不多，对外地游客来说，还算是比较值得来的。   		   ",4,0, , , 
______夨之莪掵,2023-07-2219:53,特别大、一家人玩的很开心。唯一就是出来的时候走错出口了。又打车回去。路牌不是很清楚、只说了出口,5,0, , , 
BlueYang,2023-07-2219:08," 牛首山景区核心区设计理念为：补天阙、修圣道、藏地宫、现双塔、兴佛寺、弘文化，目标是“打造世界佛教文化新遗产，再现当代建筑艺术新景观”。主要景点有佛顶寺、佛顶塔、佛顶宫、岳飞抗金故垒、摩崖石刻、弘觉寺塔、郑和文化园等。   		   ",4,0, , , 
于适,2023-07-2219:06," 天气超热的时候打卡了牛首山，分为东门西门。节假日高峰期，交通比较拥堵，只能把车停在门口的小店铺，性价比还是挺高的哈。  进入地宫还是比较震撼的，整体来说景点不错，算作是基础设施绝对到位的景点。  唯一想补充的就是高高的塔只能步行上去，通道拥挤没有上下分割开来，连电梯也用不了，夏天里面很多汗味…………  叮！打卡完毕～   		   ",5,2, , , 
qing_icefire,"2023-07-22
??更新于2023-08-0611:49"," 这次来牛首山碰巧赶上表演，只见舞蹈演员着盛装，从卧佛的平台缓缓升起。音乐响起，她们一个个步履轻盈，身姿曼妙。还有千手观音的走位，然而我们待的角度拍不到最棒的效果。 卧佛的展厅令人震撼，一侧是释迦牟尼出生时候的无忧树，一侧是释迦牟尼悟道的菩提树。 地宫是释迦牟尼头盖骨舍利子的存放地，没有拍照，不是盛大恢宏所能形容。所有的景观前面都有文字或者二维码介绍，可以了解佛教故事。 大热天来牛首山地宫，真是个不错的选择！   		   ",5,0, , , 
Sun.,2023-07-2218:30,"来南京直接冲了拍照很好看
吃的好贵（但景区可以理解）
台阶都有设计电梯很可以",4,1, , , 
匿名用户,2023-07-2218:07,超级超级超级超级壮观的！爬山上去的很累..有大巴车直接可以上去就是排队人比较多里面超级震撼值得一去。唯一一点不好就是山上都是卖饮料的没有矿泉水。,5,0, , , 
爱青蛙的喵咪,2023-07-2217:10,景色很美环境打造的也很不错整体的佛教气息很浓重夏天太闷热建议坐车上下山会节省些体力参观其他地方,4.5,2, , , 
在峨眉山拍照的黄豆芽,2023-07-2216:58,路上都有距离标识，可以清楚地认识到自己距离目的地还有多远，风景非常的壮观，而且值得一看，不愿意走的话可以乘坐大巴。,3.5,0, , , 
刘贝拉,2023-07-2216:09," 我们是从东门进的，周五那天没想到人也很多。 整个牛首山我感兴趣的只有佛顶宫，所以其他地方也没去（就这我都快累趴了真的又热又累还要爬大概几百层台阶） 我们进出都是做的10元景区内大巴，自己实在不想走（幸好没走不然更累，回东门的时候要排很久的队坐车） 但不得不说，佛顶宫真的超级震撼，我是在网上看过图片的，仍然觉得很震撼！还是推荐大家找一个凉爽的天约上三五好友去看看   		   ",4.5,0, , , 
happy,2023-07-2215:18," 天气晴好，去牛首山玩玩。牛首山是南京的一座历史文化名山，是南京的著名景点，景区可从东门和西门进入，东西门相隔较远，我选择从东门进去，然后坐摆渡车直达山顶，沿途的景色相当美，佛顶宫非常的辉煌壮观，登上佛顶塔望远，美景尽收眼底。   		   ",5,0, , , 
家有萌寶,2023-07-2215:07,幸好有游览车，要不然脚肯定走废了，沿途的风景很美，有风的时候慢慢拾级而上倒是相当惬意的,5,0, , , 
Louisgarrel,2023-07-2214:20,整体景区环境还可以，但是都是人工造的，没有美感和自然感,4,0, , , 
匿名用户,2023-07-2214:00," 交通很偏僻，从地铁下来只推荐坐10块一位的私家车拼车，或者自己打车，公交车很不推荐，但是景色很优美，是个集佛教文化、现代建筑艺术、历史文化、禅文化、自然风光、于一体的现代化建筑，外观有点欧式的风格，总之除了交通以外是个很值得去的地方。   		   ",4.5,0, , , 
青年乐,2023-07-2213:05," 结论：是可以来一次的景区 公司团建下午去的牛首山文化旅游区，没想到人还是挺多的 由于现在天气很热，建议做园区得车去景点里面。里面很震撼，听说造价花了很多钱。旅游顺序可以是1楼，然后去负一层，慢慢坐电梯往上逐一观看。楼上的门被游客玩坏了，听说在小红书很火的开门视频。   		   ",3.5,0, , , 
琛浔,2023-07-2212:28," 是我去了一次就再也不会去的地方 本来地方就很大，然后人很多，景区到处都要排队，排队的地方就只给工作人员准备了风扇 然后在那个高塔里面干脆连空调也没有，说好了花40亿打造的景区就这样吗？ 就那个发光的卧佛那里有空调，然后出来之后热的要亖 那个塔那边过道很窄很挤又没有空调，直接可以在里面闷四   		   ",2.5,0, , , 
纪家的拖拉,2023-07-2211:37," 好漂亮，真的好震撼，先说结论，非常值得走一趟！ 不过上山和下山游玩完会感觉很累，建议可以坐一下小车车，进一步提升游玩体验 景区建设很齐全，景区内也有素食自助餐，游玩全部特别累的时候刚好在里面吃饭休整一下，这样子的节奏很舒服   		   ",5,0, , , 
lisaxu,2023-07-2209:50," 一大早从酒店打车过去还是很方便的，8.30准时验二维码或者身份证，到了园区内，一定要坐车上去，否则靠走路的话估计体力不行的，车票10元一张，贴了好多二维码可以扫码买票，车子有很多，很快就到了，如果不是天气那么热，体力又很好的话，徒步上山，一路的风景也是美不胜收的。 初遇牛首山，真的被震撼到了，浮光跃金，静影沉壁，佛顶宫的壮观是无法用文案来描述的，这里供奉着释迦牟尼佛的舍利子，不管你是虔诚的佛教信徒，还是前来旅游的游客都被这佛界意象所震撼[合十]。   		   ",5,2, , , 
匿名用户,2023-07-2201:20," 该建筑属于深坑建筑，佛顶骨舍利长期供奉之所。其外部空间分为大穹顶、小穹顶和佛顶摩崖三大部分；内部空间共九层，地上三层、地下六层，由禪境大观、舍利大殿和舍利藏宫三大空间构成。塔眺望远处，凤景开阔壮丽，视野绝佳！   		   ",5,0, , , 
Dear6G,2023-07-2200:22," 太美了！不枉此行简直！我以前来过几次南京，当时都不知道有牛首山来着~呢天虽然下雨，但是雨蒙蒙的更衬的景致好看了！基本上需要花半天时间，因为大部分时间都花在来回大巴上跟走路了~没个半天搞不定。很多人是想看舍利的~不过好像要佛诞日才会放吧，具体不太了解了。之后有机会能看的话可以再议。还买了个铃铛香粒挂件，美滋滋！   		   ",5,0, , , 
匿名用户,2023-07-2123:40," 不在周末节假日的话，我应该是推荐来的。  确实金碧辉煌，非一般的壮观。 但是由于暑假人多，南京又是出了名的热。 所以……… 东门进，排队乘坐观光车，排了近一个小时，非常热，满头汗在太阳底下排队（个人认为还不如西门进，打个伞带个风扇自己走。900米，走个10分钟左右差不多了） 人很多，到哪里人都很多。 总体游览下来，走的路爬的楼梯并不是很多。对体力好的人来说洒洒水而已。就是夏天真的很热。  地宫真的很炫，而且凉快。 找不到地宫入口，就围着大榴莲走一圈，看到有人穿鞋套就是了。 一直跟着人群坐扶梯，一层一层下到地下五层。 看完地宫，再一层一层慢慢游览上去。  买的牛首山和金陵小城的套票，一人120多？好像是。  金陵小城也挺值得去的，离牛首山不远。打个滴滴十多块钱就到了。 金陵小城有表演（表演时间可以去小红书搜），晚上7点后亮灯，夜景也比较美（记得自己带点吃的和喝的） 但是因为牛首山人多，滴滴堵了好久。 还有就是晚上游玩完金陵小城，回程的时候打车真的很难。 位置比较偏，游览完人多，打车的也多。所以我打了将近半个小时才打到车去地铁站?? 麻了，第一次遇到打不上车的情况。  ps:来旅游不认识路不要打出租，不只是价格贵的问题。之前打过出租，说带我们去一个近的地方吃饭，然后到处绕路，把我们随便扔在了一个地方……   		   ",4,0, , , 
小妮子,2023-07-2123:04," 交通： 自驾停车???很方便！4块钱一小时！ 特色体验： 门票??提前一天网上买88，现场买98！景区内有大巴车，10块钱一个人！候车区里面还有喷雾风扇，降温！这个很赞！爬山几乎都有扶手电梯，也很不错！ 推荐理由：整体还不错，里面餐饮：有素面条、绿豆糕、奶茶??饮料！一般般，也可以自己带一些干粮食物！   		   ",3.5,0, , , 
Aerixzcoy,2023-07-2122:39," 交通：比较不方便，离市区比较远，我们是打车去的 有佛顶宫佛顶寺佛顶塔，佛顶宫旁边就是佛顶塔，榴莲顶拍照很出片，要去的比较早，人稍微少一点。一整个就是很华丽，看到卧佛的那一刻非常震撼，内部有很多层，可以坐扶梯   		   ",4.5,0, , , 
beryl_sh,2023-07-2122:30," 周五下午来的 担心时间不够 就从西山进出 打车直接到售票口  ??是提前一天买的 可以便宜一些 当天身份证直接进入  上山做了10元/人的转泊车 西山有大巴和中巴 等了一会 下山坐车人太多 没坐?? 我们步行10分钟到门口  景区里面就买了一个杨梅汁 15元  反正哪哪都是人 不怕热 有兴趣的就来吧   		   ",4,3, , , 
triangle,2023-07-2122:09," 我们是打车去的牛首山，南京这些景点距离都不远打车也不是很贵，而且舒适度能更好些。上山不愿意爬的可以做巴士，10元一位！几分钟就到佛顶宫！很多人都在拍照打卡。然后进入佛顶宫就开始震撼人心了。强烈推荐，绝不白来的景点！这个景点也有几个章可以盖   		   ",5,3, , , 
你说的都对但我不是很喜欢,2023-07-2122:04," 在我宝的强烈要求下带着她去了朝思暮想的牛首山！我们是开车去的西门，有一说一真的车太多了，上山堵了快十分钟，也没有什么停车位全靠抢。建议景区门口买两瓶矿泉水，里面是没有矿泉水的只有饮料！里面的景色我觉得一般吧，也没看到舍利子   		   ",4.5,0, , , 
Qzone_3701273876,2023-07-2121:44,还可以吧、去的季节不对、太热了,3.5,0, , , 
吃不胖的Kathy,2023-07-2120:44," 暑期来人真的超级多，上山步行大约30min，然后搭电梯基本可以到（佛顶宫）景点，地宫很震撼可以提前在网上买好门票，刷身份证直接进入更方便！ 交通： 自驾出行会比较方便，但是有一段会堵车，我们把车停在最下边的停车场???，步行10分钟左右到景区门口，走西门会近一点哦！  tips： 一定要做好防晒   		   ",4.5,1, , , 
王凯源,2023-07-2119:24," 从天隆寺地铁口出来，直接有好多拉人的出租车??，10块钱一个人。跟打车差不多，直接送到东门星巴克那里，上个扶梯就入园了。 上车的路其实不长，但是！最短的路都在维修，此路不通！最好10块钱一个人坐车上去，下了车爬个楼梯就到宫殿那里了。 地上一层，巨大的旋转卧佛。从一层参观的出口往前走20米，就是地宫入口了，要换鞋套。 地宫下面有6层，不过一般只开放4层，有各种菩萨的金像。 下山可以慢慢走下去，就是一个巨大的后花园，随手一拍都很出片。 景区水确实贵，自带最好。   		   ",4,0, , , 
zz_446226,2023-07-2118:40," 上下山的交通车虽不贵，但排队老久了……且所行路段并不算长。若有体力，可以自行步行。我们下山听从广播建议（排队人过多）是步行的。到达大路上是有段距离的，大路上有公交站，可以直接做到地铁站里面的卧佛是值得一看的～真的很壮观。人也是够多的，大展厅站满了人，旋转厅基本地上都坐满了人……另一座塔电梯坏了～没那体力就没上去   		   ",4,0, , , 
芝士胡辣汤,2023-07-2118:37,"1.建议别省那个钱，上下山直接打车
2.除了地宫别的没有值得的推荐的点",3,1, , , 
养猪致富小姐姐,2023-07-2117:59," 来南京旅游 听说牛首山是花费40亿打造的一个宫殿然后最建议的话是早上就最早一班车到那边，然后直接乘景交车到上面，因为沿途的风景的话和普通的公园没什么大差。然后宫殿去好，之后还有个地宫也可以看一下，也是金碧辉煌，之后的话再走路下山就挺好。 这样的行程的话，因为趁早，可以打卡，没人的宫殿拍照片什么都比较出片，然后行程也不会说很累。   		   ",4.5,0, , , 
维维_8029,2023-07-2117:56,行程第一天心心念念的牛首山阳光明媚,5,5, , , 
匿名用户,2023-07-2117:36,南京比较新颖的景区之一，比较值得来一趟,5,0, , , 
等着雨过天青,2023-07-2117:21,千万不要选高峰期去，车子要停的很远，走进去也有一段距离。坐车要排队，如果不是天太热，走走也能到。佛顶宫，建筑宏伟，值得一去。,4.5,0, , , 
爱吃爱喝的减肥人,"2023-07-21
??更新于2023-08-0817:17"," 好漂亮！没想到宗教圣地，也可以这么好看，从塔上面俯瞰，更有一番风味！太美啦佛顶宫坐落于牛首山西峰之处，建基于历史遗留矿坑之上，总建筑面积约13.6万平方米，与佛顶塔共同构成牛首西峰新景象，与牛首东峰遥相呼应，再现牛首“双峰双阙”并峙的盛景。整个佛顶宫以佛祖顶骨舍利供奉为主题，外部分为大穹顶和小穹顶两个部分，寓意外供养和内供养。大穹顶形如佛祖袈裟覆盖在小穹顶之上，象征着佛祖的无量加持；小穹顶下部为莲花宝座造型，上部为摩尼宝珠造型，上下结合形成“莲花托珍宝”的意思   		   ",5,0, , , 
琥珀蜜儿,2023-07-2117:15," 8:30开门，8:36抵达，停车场已满，早已数千大军“驾到”，好在景区管理有条不紊，总有管理小哥和大叔及时出现指引 地宫内“梁武素食”整体还不错，自制的小甜点和素牛排蛮好吃??～ 大美蓝鲸，这个夏季注定??   		   ",5,0, , , 
社会大学博士生,2023-07-2117:08," 牛首山  特色体验: 地下五层确实蛮震撼的，  很多人都是冲着拍照的，一路过来都是小姐姐小姐姐在拍照  天气热，还是坐车上去比较好，我走了15分钟，等我到上面已经热的走不动路了，上10块，下10块，最好在门口买好矿泉水带进去，里面卖的全是资料，有点贵   		   ",4,3, , , 
智慧的女子,2023-07-2117:04," 整体观光设计比较贴心，参考攻略从东门坐大巴车去山顶停车场???上佛顶塔间隔有台阶和电梯??比想象中省体力 佛顶塔顶楼可以全观山底和拍照，重要的是拍对面佛顶宫全景。7层楼梯较窄，上下共用一个楼梯，带小朋友不建议上去。 佛殿层万佛廊，地下5层；金碧辉煌，值得一游！   		   ",4.5,0, , , 
其实你很好,2023-07-2115:43," 交通有车上去，人还挺多的！景色真不错！俯瞰巍峨 特色体验： 有特色小吃，和特色纪念品我在你看不见的地方看了你无数次。""有人笑着释怀有人在风里爱了又爱.""""释怀说的再好听也是说给自己听根本就没有释怀越陷越深罢了""可是，我已经很尽力的在模仿她了唉……你有权保持沉默，但你给我朋友圈点的每一个赞都将成为你暗恋我的证据我真的是无语了，下楼拿个快递，回到小区一群保安围着我不让我进，说我太危险了。我说我很健康，没咳嗽没发烧怎么就危险了？他们说：你帅气的外表，就是一把尖利的刀玩手机的时候千万不要把手机电用完，真是太危险了，刚刚我玩手机，电量用完后突然黑屏，差点被屏幕上的自己可爱到   		   ",5,0, , , 
养乐多是只可爱的猫,2023-07-2115:35,每年亲戚朋友来都必来打卡的景点，值得来参观！就是假期人超多，太热，等待车子排队热的发慌，建议准备风扇和冰水,5,0, , , 
好好吃饭吧,2023-07-2115:30," 七月初去的，人少是不可能的，但相对其他旅游城市算好的，因为温度劝退了许多。 带娃去要做好攻略！！ 交通： 打车去西门进，记得是西门，在半山腰，真的会省事很多，我们两个娃免门票直接进。忘了具体年龄限制是多少。 进去后建议坐大巴车上去，虽然可以走20min，但是这天气真的受不了。 到山上还得有一段，大概8min左右，就能进空调室啦。  推荐理由： 很震撼，金碧辉煌，神圣，有钱。 但我还是喜欢传统寺庙的氛围。 牛首山室内装饰太多西化，不是很能体现传统中式文化的感觉。作为一个旅游景点还是很不错的。   		   ",4,0, , , 
曲奇_爱77,2023-07-2115:29," 推荐理由： 是很特别的建筑呀???????? 推荐西入口??下来走1分钟就可以看到坐观光车的地方 直接送到半山腰，然后有几段电梯，再加一些楼梯，大约10-15分钟就可以进入大榴莲了?? 大榴莲里面也有电梯，跟随人流参观即可  对面的佛顶塔也是可以爬楼梯上去的 塔上View超棒可以俯瞰金陵城??? 暑期的工作日，人不算太多。 而且室内很凉爽   		   ",4.5,0, , , 
水墨胭脂,2023-07-2115:09,地宫修的美轮美奂，但是整体不太喜欢，站在山体上总觉得整体在摇晃，山脚下排队坐车排很久。上去只有地宫凉快，外面热的不行。就只能说来逛了一圈。再去的可能性不大。,2.5,0, , , 
随时很饿的多多,2023-07-2115:09," 恰逢去年大暑那天爬牛首山，现在来补个评价。佛鼎宫非常震撼，逛完以后走了整个景区，来到人少的地方。看到了一些池边的小蝌蚪，还偶遇一个新楼盘业主在聚餐露营，我也蹭吃喝了。从早上八九点一直逛到下午六点多，虽然天气很热，在人少户外散一下步还是很好放松身心！有机会还会再来！   		   ",5,0, , , 
